step_idx,phase,t_step_start_s,t_step_end_s,step_duration_ms,t_dataload_ms,t_forward_ms,t_backward_ms,t_optimizer_ms,samples_per_step_per_rank,world_size,loss
0,ramp,0.000014,12.717864,12717.849,306.188,1740.391,10668.885,2.107,256,2,0.218834
1,ramp,12.717987,13.180847,462.859,211.338,90.874,160.293,0.273,256,2,0.800533
2,ramp,13.180902,13.638188,457.286,171.272,90.439,175.352,20.190,256,2,1.724445
3,ramp,13.638247,14.075415,437.168,183.020,90.412,163.385,0.267,256,2,9.611450
4,ramp,14.075473,14.507206,431.734,175.273,90.551,158.712,7.166,256,2,13.670288
5,ramp,14.507267,15.021058,513.791,147.339,90.445,273.414,2.560,256,2,9.306305
6,ramp,15.021117,15.437179,416.062,153.315,90.322,169.886,2.508,256,2,3.325781
7,ramp,15.437244,15.851214,413.969,160.839,90.468,160.150,2.480,256,2,4.432378
8,ramp,15.851269,16.266389,415.120,162.726,90.592,159.290,2.479,256,2,0.706838
9,ramp,16.266445,16.693731,427.286,172.830,92.129,159.832,2.465,256,2,6.885119
10,ramp,16.693786,17.123731,429.944,178.726,90.258,158.523,2.404,256,2,2.487983
11,ramp,17.123782,17.529571,405.789,154.108,90.419,158.755,2.473,256,2,1.673828
12,ramp,17.529629,17.947044,417.415,165.520,90.376,159.171,2.316,256,2,0.847729
13,ramp,17.947101,18.355128,408.026,156.514,90.329,158.821,2.330,256,2,6.859484
14,ramp,18.355182,18.765578,410.396,159.121,90.451,158.349,2.443,256,2,1.642026
15,ramp,18.765634,19.177837,412.203,155.746,90.273,163.685,2.465,256,2,1.648613
16,ramp,19.177892,19.587536,409.643,156.997,90.551,159.605,2.459,256,2,1.468895
17,ramp,19.587590,19.998262,410.672,149.951,90.361,167.718,2.611,256,2,1.776360
18,ramp,19.998325,20.423449,425.124,172.892,90.426,159.326,2.447,256,2,3.885994
19,ramp,20.423507,20.833852,410.345,158.375,90.455,159.021,2.464,256,2,0.956113
20,ramp,20.833908,21.246979,413.071,160.454,90.277,159.858,2.451,256,2,0.910154
21,ramp,21.247034,21.656534,409.500,157.975,90.526,158.530,2.437,256,2,1.445646
22,ramp,21.656590,22.074584,417.993,156.610,90.291,168.601,2.459,256,2,2.950914
23,ramp,22.074638,22.481037,406.399,154.438,90.276,159.223,2.433,256,2,1.426361
24,ramp,22.481091,22.886849,405.757,153.849,90.380,159.038,2.460,256,2,0.826665
25,ramp,22.886902,23.296157,409.256,149.181,90.253,167.324,2.467,256,2,0.966528
26,ramp,23.296215,23.700432,404.217,150.316,90.388,161.018,2.465,256,2,3.168762
27,ramp,23.700487,24.101504,401.017,149.736,90.406,158.375,2.470,256,2,0.944471
28,ramp,24.101559,24.519253,417.694,150.672,90.490,174.052,2.451,256,2,0.742841
29,ramp,24.519307,24.924947,405.640,154.617,90.442,158.084,2.466,256,2,0.688264
30,ramp,24.925001,25.328344,403.343,150.799,90.400,159.597,2.517,256,2,0.663519
31,ramp,25.328401,25.734768,406.367,154.968,90.262,158.653,2.452,256,2,0.944697
32,ramp,25.734825,26.142475,407.650,151.542,90.282,163.328,2.466,256,2,0.872342
33,ramp,26.142533,26.544635,402.102,148.016,90.320,161.225,2.510,256,2,0.693892
34,ramp,26.544691,26.960216,415.525,163.388,90.692,159.067,2.346,256,2,1.144758
35,ramp,26.960270,27.365058,404.788,148.618,90.306,163.350,2.485,256,2,1.424479
36,ramp,27.365114,27.773181,408.067,154.944,90.358,160.262,2.473,256,2,1.043510
37,ramp,27.773235,28.175771,402.537,151.077,90.378,158.577,2.476,256,2,0.657040
38,ramp,28.175828,28.586963,411.135,149.131,90.226,169.288,2.461,256,2,2.098143
39,ramp,28.587016,28.990094,403.079,149.495,90.451,160.640,2.461,256,2,0.728228
40,ramp,28.990158,29.395526,405.368,153.909,90.331,158.581,2.516,256,2,2.020297
41,ramp,29.395585,29.807326,411.741,160.395,90.306,158.555,2.455,256,2,3.063728
42,ramp,29.807380,30.209113,401.734,149.889,90.420,158.950,2.444,256,2,2.819313
43,ramp,30.209169,30.609570,400.401,148.840,90.324,158.734,2.474,256,2,1.332124
44,ramp,30.609624,31.017294,407.670,152.240,90.377,162.597,2.426,256,2,0.587679
45,ramp,31.017346,31.424351,407.005,155.640,90.349,158.539,2.447,256,2,1.809165
46,ramp,31.424404,31.832063,407.658,155.762,90.413,159.138,2.315,256,2,1.103076
47,ramp,31.832116,32.241465,409.348,152.752,90.361,163.883,2.321,256,2,1.285573
48,ramp,32.241517,32.654128,412.611,157.470,90.437,162.192,2.481,256,2,0.572295
49,ramp,32.654191,33.060838,406.647,155.263,90.397,158.482,2.474,256,2,0.600945
50,ramp,33.060893,33.469832,408.939,147.172,90.511,168.675,2.551,256,2,0.789610
51,ramp,33.469959,33.870228,400.269,148.715,90.353,158.681,2.487,256,2,0.667892
52,ramp,33.870286,34.274266,403.981,152.392,90.439,158.783,2.335,256,2,2.638879
53,ramp,34.274325,34.678803,404.478,151.969,90.498,159.642,2.337,256,2,0.832567
54,ramp,34.678860,35.085819,406.959,155.071,90.415,158.972,2.467,256,2,1.544526
55,ramp,35.085875,35.491598,405.723,154.208,90.548,158.618,2.316,256,2,1.350563
56,ramp,35.491652,35.901267,409.615,157.182,90.536,159.547,2.319,256,2,0.580941
57,ramp,35.901321,36.301668,400.347,147.861,90.526,159.610,2.320,256,2,0.843815
58,ramp,36.301722,36.708708,406.985,146.355,90.444,167.664,2.492,256,2,0.562841
59,ramp,36.708769,37.110655,401.886,149.197,90.306,160.031,2.320,256,2,1.381336
60,ramp,37.110712,37.519188,408.477,156.886,90.293,158.945,2.321,256,2,0.782385
61,ramp,37.519243,37.922449,403.206,152.134,90.427,158.300,2.313,256,2,0.936952
62,ramp,37.922508,38.336525,414.017,148.090,90.340,173.234,2.319,256,2,0.414472
63,ramp,38.336578,38.745844,409.266,157.958,90.366,158.427,2.483,256,2,0.887807
64,ramp,38.745899,39.167274,421.375,154.891,90.383,173.630,2.440,256,2,0.924049
65,ramp,39.167328,39.569943,402.615,151.313,90.290,158.535,2.446,256,2,0.945917
66,ramp,39.569997,39.983206,413.209,143.116,90.365,177.258,2.439,256,2,0.714943
67,ramp,39.983263,40.392378,409.115,157.326,90.212,159.096,2.450,256,2,0.734066
68,ramp,40.392434,40.808480,416.046,164.695,90.339,158.555,2.425,256,2,0.938506
69,ramp,40.808537,41.215046,406.509,154.886,90.377,158.761,2.452,256,2,0.961138
70,ramp,41.215100,41.618650,403.550,150.191,90.377,160.491,2.459,256,2,1.437609
71,ramp,41.618707,42.026003,407.296,156.013,90.482,158.339,2.431,256,2,0.786336
72,ramp,42.026058,42.433257,407.200,144.520,90.266,169.915,2.469,256,2,1.312075
73,ramp,42.433311,42.850027,416.716,147.182,90.353,176.715,2.435,256,2,0.815582
74,ramp,42.850081,43.255858,405.778,150.987,90.356,161.946,2.461,256,2,0.692667
75,ramp,43.255911,43.659805,403.894,152.734,90.468,158.187,2.473,256,2,0.920182
76,ramp,43.659861,44.067029,407.169,147.119,90.484,167.080,2.456,256,2,0.670653
77,ramp,44.067085,44.481175,414.090,162.390,90.533,158.591,2.545,256,2,0.900135
78,ramp,44.481236,44.887335,406.099,153.855,90.632,159.062,2.519,256,2,1.200694
79,ramp,44.887392,45.288666,401.274,148.238,90.745,159.802,2.458,256,2,0.953603
80,ramp,45.288720,45.704781,416.062,159.397,90.312,163.818,2.500,256,2,1.031469
81,ramp,45.704837,46.113962,409.125,148.421,90.350,167.889,2.437,256,2,0.711140
82,ramp,46.114016,46.516683,402.667,150.149,90.376,159.686,2.427,256,2,0.616317
83,ramp,46.516736,46.922069,405.333,154.312,90.236,158.316,2.441,256,2,1.002704
84,ramp,46.922122,47.325104,402.983,150.663,90.367,159.485,2.439,256,2,0.481200
85,ramp,47.325158,47.728332,403.175,152.115,90.509,158.198,2.321,256,2,0.495764
86,ramp,47.728390,48.133365,404.975,153.281,90.484,158.713,2.468,256,2,0.796972
87,ramp,48.133419,48.539775,406.356,154.512,90.466,158.838,2.510,256,2,0.311930
88,ramp,48.539830,48.949751,409.921,157.998,90.376,159.036,2.481,256,2,1.359134
89,ramp,48.949806,49.361242,411.435,159.375,90.536,158.978,2.516,256,2,0.560471
90,ramp,49.361300,49.769685,408.385,156.875,90.367,158.624,2.487,256,2,0.566365
91,ramp,49.769741,50.172221,402.480,151.766,90.329,157.860,2.495,256,2,0.574241
92,ramp,50.172279,50.575023,402.744,148.314,90.403,161.549,2.447,256,2,0.912916
93,ramp,50.575079,50.982140,407.061,155.866,90.365,158.343,2.457,256,2,0.624447
94,ramp,50.982204,51.393835,411.631,149.767,90.325,169.027,2.479,256,2,0.734214
95,ramp,51.393887,51.797841,403.954,151.529,90.441,159.463,2.489,256,2,0.650569
96,ramp,51.797897,52.204583,406.685,155.345,90.419,158.434,2.456,256,2,0.783035
97,ramp,52.204638,52.607260,402.622,151.599,90.388,158.145,2.459,256,2,1.269243
98,ramp,52.607314,53.017496,410.182,149.673,90.422,167.617,2.438,256,2,1.553773
99,ramp,53.017550,53.419712,402.162,147.838,90.285,161.507,2.502,256,2,1.376887
100,ramp,53.419769,53.824326,404.557,151.556,90.519,159.985,2.467,256,2,1.036209
101,ramp,53.824456,54.233086,408.630,146.672,90.479,169.132,2.312,256,2,0.713918
102,ramp,54.233139,54.639601,406.462,149.494,90.411,164.015,2.511,256,2,0.691088
103,ramp,54.639658,55.041246,401.588,150.504,90.343,158.216,2.492,256,2,0.573686
104,ramp,55.041302,55.450863,409.561,149.149,90.358,167.565,2.458,256,2,0.937533
105,ramp,55.450919,55.855208,404.289,147.822,90.520,163.444,2.470,256,2,1.046903
106,ramp,55.855265,56.269337,414.072,149.203,90.406,171.941,2.491,256,2,0.770838
107,ramp,56.269393,56.673354,403.961,153.269,90.349,157.865,2.448,256,2,0.562459
108,ramp,56.673409,57.080922,407.513,155.775,90.504,158.691,2.513,256,2,0.950171
109,ramp,57.080986,57.480651,399.665,147.187,90.459,159.540,2.445,256,2,0.847097
110,ramp,57.480709,57.885503,404.794,152.285,90.214,159.800,2.463,256,2,0.623786
