step_idx,phase,t_step_start_s,t_step_end_s,step_duration_ms,t_dataload_ms,t_forward_ms,t_backward_ms,t_optimizer_ms,samples_per_step,num_workers,loss,n_tiles_in_step
204,ramp,7.469984,7.477465,7.481,5.759,0.883,0.699,0.338,1,4,0.868652,14677
205,ramp,7.477692,7.500735,23.043,6.557,1.041,0.835,14.676,1,4,0.621094,16853
206,ramp,7.501098,7.505960,4.862,3.898,0.499,0.382,0.360,1,4,0.715820,9610
207,ramp,7.506194,7.508305,2.112,1.586,0.168,0.164,0.356,1,4,0.704102,3762
208,ramp,7.508606,7.536528,27.923,5.367,0.822,0.643,0.373,1,4,0.931641,13541
209,ramp,7.537099,7.544872,7.773,6.104,0.932,0.732,0.394,1,4,0.425537,15258
210,ramp,7.545106,7.547191,2.085,1.048,0.116,0.561,0.518,1,4,0.801758,2347
211,ramp,7.627162,7.633895,6.733,84.854,0.809,0.623,0.340,1,4,0.593750,13348
212,ramp,7.656541,7.663592,7.051,27.370,0.771,0.546,0.830,1,4,0.623535,12773
213,ramp,7.663899,7.666909,3.011,2.478,0.202,0.217,0.340,1,4,1.226562,5956
214,ramp,7.667133,7.669144,2.011,0.876,0.106,0.742,0.442,1,4,0.902344,1934
215,ramp,7.669363,7.671390,2.027,1.145,0.117,0.395,0.519,1,4,1.074219,2639
216,ramp,7.703675,7.707698,4.024,35.189,0.402,0.296,0.341,1,4,0.655762,7912
217,ramp,7.707921,7.712032,4.112,3.202,0.422,0.304,0.335,1,4,0.500000,8044
218,ramp,7.712245,7.714241,1.996,1.202,0.125,0.299,0.513,1,4,0.743164,2816
219,ramp,7.759630,7.765156,5.526,49.390,0.631,0.465,0.352,1,4,0.883789,10870
220,ramp,7.782193,7.786860,4.667,20.437,0.486,0.359,0.349,1,4,0.707031,9225
221,ramp,7.805069,7.809699,4.630,21.573,0.486,0.357,0.354,1,4,0.358887,9195
222,ramp,7.896640,7.905886,9.245,93.708,1.178,0.880,0.350,1,4,0.595703,18182
223,ramp,8.025400,8.039636,14.236,129.147,1.638,1.256,1.638,1,4,0.843750,25734
224,ramp,8.039913,8.043030,3.117,2.501,0.276,0.214,0.333,1,4,1.125977,6068
225,ramp,8.043244,8.045717,2.473,1.851,0.195,0.180,0.391,1,4,0.594238,4498
226,ramp,8.045953,8.050340,4.387,3.427,0.451,0.335,0.337,1,4,0.795410,8628
227,ramp,8.050569,8.053398,2.828,2.249,0.213,0.202,0.327,1,4,0.502930,5542
228,ramp,8.053645,8.058635,4.990,3.853,0.557,0.392,0.368,1,4,1.216797,9848
229,ramp,8.058847,8.067560,8.712,4.149,0.608,0.444,3.651,1,4,0.554688,10569
230,ramp,8.067818,8.069776,1.957,0.698,0.149,0.853,0.438,1,4,0.780273,1388
231,ramp,8.126684,8.131096,4.412,60.105,0.447,0.335,0.366,1,4,0.737305,8640
232,ramp,8.222015,8.229189,7.175,96.131,0.854,0.665,0.371,1,4,0.573242,13972
233,ramp,8.229433,8.231389,1.956,1.084,0.131,0.445,0.467,1,4,0.749512,2429
234,ramp,8.486172,8.521833,35.661,268.751,19.233,1.978,0.410,1,4,0.585449,37279
235,ramp,8.522074,8.537588,15.514,4.825,0.718,0.523,9.610,1,4,0.558594,12284
236,ramp,8.537878,8.541230,3.352,2.702,0.276,0.239,0.343,1,4,0.455566,6589
237,ramp,8.541457,8.545529,4.072,3.187,0.392,0.308,0.342,1,4,1.284180,7989
238,ramp,8.545768,8.550657,4.889,3.795,0.521,0.377,0.364,1,4,0.867676,9573
239,ramp,8.550877,8.554892,4.015,3.097,0.395,0.307,0.367,1,4,0.842285,7769
240,ramp,8.555222,8.557165,1.943,0.890,0.110,0.754,0.450,1,4,1.355469,2068
241,ramp,8.557376,8.562550,5.174,3.990,0.578,0.416,0.332,1,4,0.608398,10155
242,ramp,8.715180,8.724542,9.362,159.428,1.177,0.890,0.412,1,4,0.679688,18193
243,ramp,8.803485,8.811379,7.894,84.692,0.936,0.742,0.388,1,4,0.664551,15542
244,ramp,8.811669,8.825632,13.964,4.939,7.752,1.011,0.478,1,4,0.490967,12471
245,ramp,8.825867,8.831685,5.817,4.465,0.655,0.486,0.372,1,4,0.329102,11350
246,ramp,8.831913,8.833837,1.924,1.180,0.123,0.322,0.457,1,4,0.970703,2718
247,ramp,8.834062,8.838342,4.281,3.313,0.420,0.330,0.372,1,4,0.643555,8345
248,ramp,8.911138,8.920970,9.831,79.836,1.221,0.921,0.552,1,4,0.871094,18890
249,ramp,8.921341,8.942429,21.088,7.105,1.117,0.866,12.180,1,4,0.915527,18001
250,ramp,9.020891,9.032355,11.464,86.923,1.432,1.102,0.362,1,4,0.889648,22862
251,ramp,9.032667,9.053468,20.801,1.020,0.122,19.277,0.548,1,4,0.814941,2275
252,ramp,9.053776,9.060211,6.434,5.019,0.758,0.542,0.338,1,4,0.947266,12646
253,ramp,9.145638,9.157755,12.118,94.417,1.527,1.161,0.371,1,4,0.773438,23966
254,ramp,9.157993,9.165151,7.159,5.488,0.833,0.668,0.336,1,4,1.096680,14031
255,ramp,9.165387,9.169851,4.464,3.538,0.421,0.343,0.330,1,4,0.559570,8888
256,ramp,9.170114,9.176621,6.507,5.039,0.771,0.547,0.344,1,4,1.051758,12786
257,ramp,9.176858,9.179026,2.168,1.661,0.174,0.168,0.333,1,4,0.979980,3962
258,ramp,9.179250,9.181236,1.986,0.618,0.167,0.851,0.504,1,4,0.715820,1250
259,ramp,9.181468,9.183490,2.022,1.096,0.117,0.456,0.507,1,4,0.600586,2524
260,ramp,9.338281,9.361856,23.574,164.018,1.591,1.194,11.441,1,4,0.637207,24619
261,ramp,9.362259,9.367221,4.961,3.712,0.471,0.351,0.691,1,4,0.789062,8971
262,ramp,9.367452,9.371825,4.373,3.420,0.443,0.329,0.337,1,4,0.932617,8616
263,ramp,9.372040,9.374693,2.653,2.067,0.200,0.190,0.343,1,4,0.912598,5080
264,ramp,9.374948,9.376852,1.905,0.776,0.101,0.783,0.432,1,4,0.592773,1578
265,ramp,9.377073,9.395769,18.696,4.161,0.603,13.635,0.451,1,4,0.508301,10577
266,ramp,9.395989,9.401071,5.083,3.918,0.560,0.395,0.359,1,4,0.943848,9937
267,ramp,9.401299,9.406845,5.547,4.276,0.626,0.458,0.344,1,4,0.750488,10856
268,ramp,9.407110,9.409040,1.930,0.544,0.289,0.864,0.430,1,4,0.697266,942
269,ramp,9.409266,9.411291,2.025,0.763,0.100,0.811,0.507,1,4,0.487305,1622
270,ramp,9.576714,9.594482,17.768,170.788,0.880,0.684,10.698,1,4,0.395996,14442
271,ramp,9.594955,9.601539,6.584,5.189,0.778,0.553,0.340,1,4,0.779297,12983
272,ramp,9.664847,9.675810,10.963,71.402,1.403,1.046,0.350,1,4,0.591309,21669
273,ramp,9.676022,9.678897,2.875,2.256,0.216,0.208,0.337,1,4,0.487549,5596
274,ramp,9.679117,9.683550,4.433,3.467,0.443,0.341,0.334,1,4,0.479004,8753
275,ramp,9.683754,9.709810,26.056,3.032,0.376,0.286,22.493,1,4,0.675781,7650
276,ramp,9.710223,9.718972,8.749,6.831,1.066,0.835,0.351,1,4,0.572266,17244
277,ramp,9.719201,9.736373,17.171,2.211,0.218,14.350,0.532,1,4,0.599121,5472
278,ramp,9.736650,9.738596,1.946,0.545,0.310,0.731,0.554,1,4,0.487793,950
279,ramp,9.738843,9.748663,9.820,4.570,0.668,0.486,4.261,1,4,1.077148,11600
280,ramp,9.764564,9.767807,3.243,18.196,0.276,0.229,0.344,1,4,0.617188,6436
281,ramp,9.922659,9.931802,9.143,161.558,1.124,0.866,0.373,1,4,0.821289,17894
