slide_id,elapsed_seconds,error
normal_129,0.014476,
normal_079,0.031417,
normal_133,0.013225,
normal_114,0.020755,
normal_135,0.013071,
normal_077,0.033158,
normal_074,0.034432,
normal_136,0.013787,
normal_076,0.034604,
normal_134,0.015067,
normal_092,0.030081,
normal_084,0.033045,
normal_081,0.034197,
normal_140,0.014217,
normal_080,0.035174,
normal_141,0.014544,
normal_085,0.033882,
normal_139,0.015800,
normal_143,0.014469,
normal_137,0.017195,
normal_144,0.014738,
test_004,0.008671,
normal_138,0.017634,
normal_150,0.014082,
normal_089,0.035952,
normal_148,0.015479,
normal_087,0.037135,
normal_098,0.033894,
normal_142,0.018476,
normal_083,0.039192,
normal_082,0.039972,
normal_146,0.017845,
normal_090,0.038344,
normal_152,0.016644,
normal_151,0.017288,
normal_088,0.039887,
normal_155,0.016792,
normal_147,0.019674,
normal_097,0.037689,
normal_099,0.037372,
normal_149,0.019742,
normal_157,0.017613,
normal_096,0.039303,
normal_153,0.019606,
normal_100,0.038635,
normal_095,0.040698,
normal_156,0.019726,
normal_093,0.042195,
normal_094,0.042028,
test_001,0.019275,
normal_158,0.020416,
normal_154,0.022112,
normal_159,0.020780,
normal_160,0.020734,
normal_091,0.045129,
normal_145,0.026014,
test_008,0.019345,
test_012,0.018180,
test_016,0.017407,
test_014,0.018274,
test_018,0.017251,
test_019,0.017340,
test_022,0.016751,
test_026,0.015816,
test_028,0.015512,
test_031,0.015065,
test_033,0.014681,
test_037,0.013276,
test_034,0.014512,
test_003,0.025016,
test_002,0.025646,
test_042,0.013088,
test_007,0.024983,
test_044,0.013011,
test_041,0.014340,
test_046,0.013009,
test_047,0.013008,
test_065,0.007850,
test_048,0.013363,
test_011,0.026009,
test_005,0.028213,
test_009,0.027472,
test_025,0.022307,
test_055,0.013120,
test_015,0.026246,
test_006,0.029474,
test_020,0.025182,
test_013,0.027858,
test_017,0.026701,
test_010,0.029521,
test_058,0.014298,
test_021,0.026493,
test_062,0.013671,
test_063,0.013317,
test_069,0.011900,
test_024,0.026834,
test_023,0.027488,
test_066,0.013622,
test_027,0.026619,
test_030,0.025939,
test_038,0.023501,
test_073,0.012400,
test_071,0.013623,
test_032,0.026831,
test_077,0.012163,
test_029,0.028328,
test_078,0.012455,
test_079,0.012575,
test_036,0.026708,
test_080,0.012953,
test_035,0.027665,
test_089,0.010607,
test_040,0.026858,
test_045,0.025395,
test_084,0.013109,
test_039,0.027872,
test_086,0.012975,
test_052,0.024683,
test_095,0.010643,
test_092,0.011854,
test_043,0.027933,
test_050,0.026364,
test_098,0.010998,
test_094,0.012521,
test_053,0.026674,
test_099,0.011607,
test_051,0.027896,
test_105,0.010470,
test_054,0.027309,
test_059,0.025965,
test_060,0.025962,
test_057,0.027109,
test_101,0.013332,
test_064,0.025634,
test_056,0.028560,
test_110,0.011517,
test_102,0.013994,
test_061,0.027909,
test_114,0.011180,
test_109,0.012928,
test_113,0.011996,
test_067,0.027242,
test_116,0.011800,
test_070,0.026706,
test_068,0.027664,
test_074,0.026080,
test_076,0.025793,
test_128,0.009603,
test_072,0.027659,
test_081,0.025199,
test_125,0.011441,
test_120,0.013291,
test_122,0.013137,
test_075,0.028379,
test_083,0.026323,
test_082,0.026917,
test_127,0.012733,
test_087,0.027500,
test_093,0.025821,
test_085,0.028758,
test_088,0.028129,
test_090,0.027730,
test_091,0.027495,
test_096,0.028338,
test_107,0.025059,
test_103,0.027025,
test_097,0.029311,
test_104,0.027246,
test_111,0.026071,
test_100,0.029609,
test_106,0.027827,
test_112,0.026696,
test_108,0.028053,
test_121,0.024349,
test_119,0.025414,
test_115,0.026921,
test_118,0.026499,
test_123,0.025068,
test_117,0.027220,
test_124,0.025197,
test_129,0.024807,
test_126,0.025965,
test_130,0.025131,
tumor_002,0.024933,
tumor_005,0.024447,
tumor_001,0.026168,
tumor_004,0.025909,
tumor_012,0.024184,
tumor_007,0.025845,
tumor_003,0.027397,
tumor_011,0.025252,
tumor_013,0.024938,
tumor_006,0.027516,
tumor_010,0.026523,
tumor_009,0.027179,
tumor_015,0.025647,
tumor_008,0.028107,
tumor_019,0.025687,
tumor_021,0.025398,
tumor_014,0.027753,
tumor_026,0.024798,
tumor_016,0.028145,
tumor_018,0.027909,
tumor_031,0.024093,
tumor_023,0.026941,
tumor_017,0.029038,
tumor_022,0.028025,
tumor_038,0.023038,
tumor_032,0.025235,
tumor_020,0.029379,
tumor_037,0.024150,
tumor_025,0.028324,
tumor_034,0.025587,
tumor_030,0.027298,
tumor_028,0.028228,
tumor_024,0.029966,
tumor_029,0.028751,
tumor_036,0.026606,
tumor_033,0.028194,
tumor_027,0.030313,
tumor_073,0.009990,
tumor_042,0.024342,
tumor_035,0.028644,
tumor_041,0.025180,
tumor_074,0.010872,
tumor_076,0.010600,
tumor_072,0.012235,
tumor_044,0.025726,
tumor_075,0.011800,
tumor_040,0.027564,
tumor_043,0.026944,
tumor_071,0.014118,
tumor_039,0.028713,
tumor_077,0.012751,
tumor_046,0.025330,
tumor_078,0.013144,
tumor_045,0.026393,
tumor_081,0.012313,
tumor_079,0.013184,
tumor_088,0.010305,
tumor_047,0.026572,
tumor_084,0.012132,
tumor_080,0.014138,
tumor_082,0.013443,
tumor_085,0.012813,
tumor_083,0.013698,
tumor_051,0.026928,
tumor_087,0.013094,
tumor_050,0.027625,
tumor_091,0.012384,
tumor_049,0.029185,
tumor_094,0.012240,
tumor_093,0.013071,
tumor_086,0.015496,
tumor_089,0.014893,
tumor_048,0.031915,
tumor_057,0.029359,
tumor_090,0.016889,
tumor_092,0.017469,
tumor_096,0.016671,
tumor_098,0.016159,
tumor_097,0.017026,
tumor_099,0.016571,
tumor_058,0.032328,
tumor_055,0.033797,
tumor_095,0.018974,
tumor_100,0.017447,
tumor_103,0.016847,
tumor_107,0.015868,
tumor_056,0.034933,
tumor_053,0.036131,
tumor_101,0.018670,
tumor_102,0.018697,
tumor_052,0.037562,
tumor_106,0.018057,
tumor_060,0.035774,
tumor_108,0.018123,
tumor_065,0.034031,
tumor_104,0.020064,
tumor_059,0.037139,
tumor_105,0.020299,
tumor_061,0.037203,
tumor_110,0.019233,
tumor_054,0.040059,
tumor_063,0.036853,
tumor_109,0.020478,
tumor_067,0.035612,
tumor_064,0.037318,
tumor_069,0.034858,
tumor_070,0.035073,
tumor_066,0.037541,
tumor_068,0.036656,
tumor_062,0.039544,
tumor_111,0.022265,
