step_idx,phase,t_step_start_s,t_step_end_s,step_duration_ms,t_dataload_ms,t_forward_ms,samples_per_step,slide_id_in_step,world_size
0,ramp,0.122015,1.450550,1328.535,17.732,1310.681,256,TCGA-4H-AAAK-01Z-00-DX1.ABF1B042-1970-4E28-8671-43AAD393D2F9,4
1,ramp,1.461980,2.333013,871.033,1.770,869.160,256,TCGA-4H-AAAK-01Z-00-DX1.ABF1B042-1970-4E28-8671-43AAD393D2F9,4
2,ramp,2.343890,3.215887,871.997,1.771,870.120,256,TCGA-4H-AAAK-01Z-00-DX1.ABF1B042-1970-4E28-8671-43AAD393D2F9,4
3,ramp,3.227617,4.098599,870.982,1.778,869.106,256,TCGA-4H-AAAK-01Z-00-DX1.ABF1B042-1970-4E28-8671-43AAD393D2F9,4
4,ramp,4.110711,4.983673,872.962,1.779,871.083,256,TCGA-4H-AAAK-01Z-00-DX1.ABF1B042-1970-4E28-8671-43AAD393D2F9,4
5,ramp,4.996300,5.872047,875.747,1.795,873.850,256,TCGA-4H-AAAK-01Z-00-DX1.ABF1B042-1970-4E28-8671-43AAD393D2F9,4
6,ramp,5.885023,6.761368,876.345,1.770,874.481,256,TCGA-4H-AAAK-01Z-00-DX1.ABF1B042-1970-4E28-8671-43AAD393D2F9,4
7,ramp,6.774729,7.651026,876.297,1.784,874.404,256,TCGA-4H-AAAK-01Z-00-DX1.ABF1B042-1970-4E28-8671-43AAD393D2F9,4
8,ramp,7.663887,8.541393,877.506,1.780,875.615,256,TCGA-4H-AAAK-01Z-00-DX1.ABF1B042-1970-4E28-8671-43AAD393D2F9,4
9,ramp,8.553472,9.432208,878.736,1.784,876.845,256,TCGA-4H-AAAK-01Z-00-DX1.ABF1B042-1970-4E28-8671-43AAD393D2F9,4
10,steady,9.443490,10.322812,879.321,1.776,877.449,256,TCGA-4H-AAAK-01Z-00-DX1.ABF1B042-1970-4E28-8671-43AAD393D2F9,4
11,steady,10.335980,11.217287,881.307,1.842,879.365,256,TCGA-4H-AAAK-01Z-00-DX1.ABF1B042-1970-4E28-8671-43AAD393D2F9,4
12,steady,11.229172,12.111362,882.190,1.776,880.308,256,TCGA-4H-AAAK-01Z-00-DX1.ABF1B042-1970-4E28-8671-43AAD393D2F9,4
13,steady,12.124604,13.005463,880.859,1.791,878.966,256,TCGA-4H-AAAK-01Z-00-DX1.ABF1B042-1970-4E28-8671-43AAD393D2F9,4
14,steady,13.019418,13.901952,882.534,1.778,880.660,256,TCGA-4H-AAAK-01Z-00-DX1.ABF1B042-1970-4E28-8671-43AAD393D2F9,4
15,steady,13.913374,14.790978,877.604,1.779,875.719,256,TCGA-4H-AAAK-01Z-00-DX1.ABF1B042-1970-4E28-8671-43AAD393D2F9,4
16,steady,14.803788,15.676132,872.344,1.783,870.442,256,TCGA-4H-AAAK-01Z-00-DX1.ABF1B042-1970-4E28-8671-43AAD393D2F9,4
17,steady,15.687082,16.559677,872.595,1.767,870.713,256,TCGA-4H-AAAK-01Z-00-DX1.ABF1B042-1970-4E28-8671-43AAD393D2F9,4
18,steady,16.570640,17.447940,877.300,1.776,875.419,256,TCGA-4H-AAAK-01Z-00-DX1.ABF1B042-1970-4E28-8671-43AAD393D2F9,4
