chunk_idx,model,n_slides_in_chunk,t_chunk_start_s,t_convert_end_s,t_extract_end_s,t_cleanup_end_s,convert_wallclock_s,extract_wallclock_s,cleanup_wallclock_s,convert_status,extract_status,n_slides_converted_ok,n_slides_extracted_for_model
0,virchow2,5,1787155503.211770590,1787156492.716246262,1787156610.289619675,1787156610.289619675,989.504,117.562,0,OK,OK,5,5
0,gigapath,5,1787155503.211770590,1787156492.716246262,1787156755.907637768,1787156755.907637768,989.504,145.603,0,OK,OK,5,5
0,uni2-h,5,1787155503.211770590,1787156492.716246262,1787156873.195328202,1787156873.195328202,989.504,117.271,0,OK,OK,5,5
1,virchow2,5,1787156873.235322692,1787157222.897222327,1787157323.345673756,1787157323.345673756,349.662,100.437,0,OK,OK,5,10
1,gigapath,5,1787156873.235322692,1787157222.897222327,1787157450.241147244,1787157450.241147244,349.662,126.879,0,OK,OK,5,10
1,uni2-h,5,1787156873.235322692,1787157222.897222327,1787157552.766819957,1787157552.766819957,349.662,102.511,0,OK,OK,5,10
