step_idx,phase,t_step_start_s,t_step_end_s,step_duration_ms,t_dataload_ms,t_forward_ms,t_backward_ms,t_optimizer_ms,samples_per_step_per_rank,world_size,loss
0,ramp,0.000016,12.905457,12905.441,382.698,1704.395,10815.912,2.175,256,4,0.673339
1,ramp,12.905584,13.182756,277.172,19.659,91.066,166.108,0.265,256,4,0.670003
2,ramp,13.182809,13.479630,296.821,22.994,89.746,161.689,22.363,256,4,0.692269
3,ramp,13.479683,13.762662,282.979,23.389,89.681,161.377,8.501,256,4,0.816730
4,ramp,13.762717,14.039515,276.798,23.063,89.651,161.649,2.404,256,4,3.505244
5,ramp,14.039568,14.316190,276.622,22.843,89.514,161.875,2.359,256,4,1.069508
6,ramp,14.316237,14.595889,279.652,22.849,89.498,164.896,2.383,256,4,1.776659
7,ramp,14.595947,14.872916,276.969,23.290,89.789,161.454,2.405,256,4,2.763053
8,ramp,14.872966,15.150028,277.062,23.056,89.498,162.096,2.383,256,4,2.479360
9,ramp,15.150073,15.427114,277.041,23.227,89.576,161.815,2.395,256,4,1.281492
10,ramp,15.427159,15.703599,276.440,22.859,89.486,161.706,2.361,256,4,3.163819
11,ramp,15.703646,15.980408,276.762,23.124,89.483,161.760,2.366,256,4,1.340448
12,ramp,15.980454,16.257439,276.985,22.925,89.565,162.106,2.361,256,4,3.112236
13,ramp,16.257486,16.534293,276.807,23.156,89.478,161.797,2.348,256,4,2.933684
14,ramp,16.534335,16.810681,276.345,22.822,89.335,161.787,2.375,256,4,0.899922
15,ramp,16.810725,17.087013,276.289,23.053,89.596,161.278,2.335,256,4,2.172278
16,ramp,17.087056,17.363757,276.701,23.216,89.349,161.759,2.350,256,4,1.900542
17,ramp,17.363801,17.640265,276.464,22.768,89.300,162.053,2.317,256,4,1.433444
18,ramp,17.640308,17.917053,276.745,23.167,89.382,161.855,2.315,256,4,1.359829
19,ramp,17.917097,18.193579,276.482,23.027,89.383,161.706,2.338,256,4,2.262934
20,ramp,18.193622,18.469931,276.309,22.576,89.291,162.108,2.306,256,4,1.268870
21,ramp,18.469972,18.749527,279.555,26.699,89.486,161.025,2.318,256,4,1.030150
22,ramp,18.749570,19.025680,276.110,22.656,89.293,161.817,2.318,256,4,1.466561
23,ramp,19.025722,19.302082,276.360,23.147,89.424,161.442,2.321,256,4,0.862827
24,ramp,19.302125,19.578893,276.769,23.248,89.398,161.776,2.320,256,4,0.789505
25,ramp,19.578937,19.855449,276.512,22.933,89.416,161.825,2.312,256,4,1.335649
26,ramp,19.855491,20.132884,277.393,23.343,90.099,161.477,2.445,256,4,0.835749
27,ramp,20.132942,20.409742,276.800,23.540,89.564,161.257,2.407,256,4,0.895597
28,ramp,20.409794,20.686217,276.424,23.184,89.581,161.234,2.397,256,4,0.740816
29,ramp,20.686265,20.962499,276.234,23.092,89.400,161.308,2.404,256,4,0.742520
30,ramp,20.962549,21.239073,276.524,23.291,89.471,161.308,2.426,256,4,0.869704
31,ramp,21.239125,21.516107,276.982,23.307,89.547,161.700,2.400,256,4,0.882767
32,ramp,21.516157,21.792235,276.078,22.922,89.373,161.342,2.413,256,4,0.825507
33,ramp,21.792286,22.068661,276.375,22.846,89.541,161.607,2.353,256,4,0.677529
34,ramp,22.068711,22.345335,276.624,23.243,89.391,161.610,2.352,256,4,0.674164
35,ramp,22.345382,22.621490,276.108,22.774,89.282,161.660,2.364,256,4,0.712016
36,ramp,22.621537,22.898019,276.483,23.065,89.472,161.524,2.394,256,4,0.749187
37,ramp,22.898065,23.174415,276.349,23.231,89.403,161.320,2.368,256,4,0.811320
38,ramp,23.174460,23.452042,277.582,24.334,89.446,161.425,2.350,256,4,0.844748
39,ramp,23.452087,23.728698,276.611,23.053,89.309,161.857,2.365,256,4,0.709527
40,ramp,23.728743,24.005265,276.521,23.250,89.537,161.338,2.370,256,4,0.657538
41,ramp,24.005312,24.281901,276.588,22.874,90.108,161.251,2.327,256,4,0.664055
42,ramp,24.281954,24.558515,276.561,23.205,89.702,161.350,2.276,256,4,0.785865
43,ramp,24.558567,24.834927,276.361,22.858,89.473,161.723,2.279,256,4,0.775002
44,ramp,24.834977,25.111529,276.552,22.917,89.504,161.816,2.288,256,4,0.751798
45,ramp,25.111580,25.388043,276.464,23.410,89.514,161.236,2.275,256,4,0.755753
46,ramp,25.388092,25.664308,276.216,22.686,89.482,161.745,2.276,256,4,0.685284
47,ramp,25.664358,25.942235,277.876,24.332,89.641,161.603,2.273,256,4,0.660004
48,ramp,25.942285,26.218964,276.679,22.881,89.759,161.742,2.269,256,4,0.652360
49,ramp,26.219013,26.494871,275.858,22.774,89.544,161.252,2.260,256,4,0.693177
50,ramp,26.494920,26.771361,276.442,22.869,89.519,161.752,2.274,256,4,0.654906
51,ramp,26.771488,27.047625,276.137,22.895,89.449,161.492,2.269,256,4,0.687901
52,ramp,27.047672,27.325304,277.633,23.517,90.071,161.570,2.446,256,4,0.830911
53,ramp,27.325359,27.601890,276.531,22.924,89.510,161.273,2.794,256,4,0.665677
54,ramp,27.601959,27.878502,276.543,22.908,89.839,161.273,2.491,256,4,0.705786
55,ramp,27.878558,28.155600,277.042,23.273,89.861,161.452,2.427,256,4,0.685907
56,ramp,28.155655,28.433941,278.285,24.126,89.937,161.699,2.494,256,4,0.821132
57,ramp,28.433996,28.710989,276.993,23.148,90.006,161.319,2.490,256,4,0.668182
58,ramp,28.711047,28.987781,276.734,23.261,89.925,161.074,2.445,256,4,0.695253
59,ramp,28.987838,29.267014,279.176,22.989,89.731,163.912,2.514,256,4,0.905358
60,ramp,29.267072,29.544005,276.933,23.224,89.882,161.248,2.549,256,4,0.634519
61,ramp,29.544064,29.821281,277.217,23.193,90.034,161.475,2.485,256,4,0.685228
62,ramp,29.821337,30.098991,277.653,23.602,89.900,161.652,2.469,256,4,0.889152
63,ramp,30.099046,30.375961,276.915,23.050,90.007,161.328,2.500,256,4,0.738563
64,ramp,30.376017,30.653456,277.439,23.648,89.888,161.419,2.452,256,4,0.703444
65,ramp,30.653513,30.932641,279.128,25.051,89.979,161.587,2.479,256,4,0.793685
66,ramp,30.932704,31.209635,276.930,23.236,89.943,161.204,2.516,256,4,0.652431
67,ramp,31.209694,31.487087,277.393,23.123,90.148,161.631,2.462,256,4,0.738763
68,ramp,31.487144,31.764086,276.942,23.285,89.824,161.270,2.533,256,4,0.647418
69,ramp,31.764146,32.046636,282.491,28.403,89.827,161.756,2.476,256,4,0.650679
70,ramp,32.046692,32.323304,276.612,22.896,89.833,161.367,2.485,256,4,0.672546
71,ramp,32.323366,32.600224,276.857,22.852,89.878,161.639,2.458,256,4,0.677029
72,ramp,32.600281,32.877161,276.880,23.201,89.858,161.314,2.478,256,4,0.665353
73,ramp,32.877220,33.154218,276.999,22.891,90.034,161.555,2.488,256,4,0.646126
74,ramp,33.154273,33.432066,277.793,23.817,89.925,161.529,2.493,256,4,0.660227
75,ramp,33.432126,33.709433,277.307,22.884,90.154,161.759,2.478,256,4,0.674723
76,ramp,33.709491,33.986291,276.800,23.046,89.980,161.254,2.490,256,4,0.642356
77,ramp,33.986347,34.263201,276.854,22.787,89.916,161.621,2.500,256,4,0.695081
78,ramp,34.263261,34.540838,277.577,22.923,90.053,162.055,2.514,256,4,0.656598
79,ramp,34.540899,34.817984,277.086,22.966,90.053,161.563,2.475,256,4,0.667243
80,ramp,34.818043,35.094758,276.716,23.278,89.899,161.058,2.451,256,4,0.636603
81,ramp,35.094814,35.377958,283.143,29.249,89.975,161.402,2.488,256,4,0.630552
82,ramp,35.378014,35.655005,276.991,23.127,89.834,161.543,2.456,256,4,0.655432
83,ramp,35.655062,35.932364,277.302,23.320,89.976,161.494,2.480,256,4,0.634438
84,ramp,35.932422,36.209099,276.677,23.058,89.924,161.156,2.507,256,4,0.640512
85,ramp,36.209159,36.486145,276.986,22.892,90.056,161.530,2.477,256,4,0.631940
86,ramp,36.486203,36.763929,277.727,24.030,89.829,161.325,2.513,256,4,0.639211
87,ramp,36.763986,37.041190,277.204,23.084,89.961,161.675,2.455,256,4,0.642318
88,ramp,37.041247,37.318452,277.206,22.983,89.842,161.815,2.535,256,4,0.650040
89,ramp,37.318511,37.595613,277.102,22.908,90.216,161.481,2.466,256,4,0.630480
90,ramp,37.595670,37.872474,276.804,22.879,89.915,161.496,2.483,256,4,0.625038
91,ramp,37.872535,38.149651,277.116,23.072,90.102,161.445,2.466,256,4,0.668730
92,ramp,38.149708,38.426941,277.233,23.009,90.070,161.635,2.487,256,4,0.629153
93,ramp,38.427000,38.704232,277.232,23.155,89.928,161.607,2.512,256,4,0.648961
94,ramp,38.704290,38.981489,277.199,22.993,89.875,161.829,2.471,256,4,0.648833
95,ramp,38.981545,39.258273,276.728,22.917,89.932,161.360,2.490,256,4,0.617468
96,ramp,39.258330,39.534844,276.514,22.804,89.867,161.313,2.501,256,4,0.649411
97,ramp,39.534905,39.811656,276.751,22.840,89.955,161.425,2.500,256,4,0.628956
98,ramp,39.811712,40.089149,277.437,23.245,90.039,161.680,2.444,256,4,0.647589
99,ramp,40.089207,40.366372,277.164,23.230,89.935,161.488,2.482,256,4,0.631566
100,ramp,40.366430,40.643990,277.559,23.402,90.128,161.537,2.462,256,4,0.621893
101,ramp,40.644117,40.920855,276.738,23.028,89.859,161.360,2.456,256,4,0.645984
102,ramp,40.920912,41.197677,276.765,22.794,89.914,161.509,2.515,256,4,0.618263
103,ramp,41.197737,41.474570,276.834,23.047,89.913,161.342,2.498,256,4,0.649282
104,ramp,41.474628,41.754028,279.400,23.249,89.937,163.663,2.521,256,4,0.612270
105,ramp,41.754084,42.030321,276.237,22.393,89.907,161.432,2.476,256,4,0.634750
106,ramp,42.030378,42.307605,277.226,23.026,89.962,161.729,2.480,256,4,0.603851
107,ramp,42.307664,42.584444,276.780,22.984,89.976,161.312,2.480,256,4,0.648894
108,ramp,42.584499,42.861935,277.436,23.439,89.886,161.601,2.482,256,4,0.628513
109,ramp,42.861993,43.138870,276.876,22.955,89.927,161.505,2.461,256,4,0.659069
110,ramp,43.138924,43.416056,277.132,23.070,89.987,161.560,2.484,256,4,0.601328
111,ramp,43.416116,43.693047,276.931,22.867,90.047,161.428,2.557,256,4,0.645607
112,ramp,43.693110,43.969934,276.824,23.020,89.831,161.499,2.443,256,4,0.631238
113,ramp,43.969992,44.247122,277.130,23.153,89.958,161.513,2.477,256,4,0.606516
114,ramp,44.247178,44.524539,277.361,23.054,89.772,162.030,2.477,256,4,0.629209
115,ramp,44.524595,44.801542,276.946,23.159,89.933,161.312,2.513,256,4,0.630774
116,ramp,44.801600,45.078487,276.887,23.032,89.892,161.481,2.453,256,4,0.617437
117,ramp,45.078544,45.355600,277.056,22.957,90.002,161.578,2.489,256,4,0.598374
118,ramp,45.355657,45.632286,276.630,22.854,89.856,161.388,2.502,256,4,0.587439
119,ramp,45.632364,45.909543,277.178,22.958,90.082,161.613,2.493,256,4,0.593906
120,ramp,45.909602,46.186852,277.251,22.850,90.047,161.835,2.488,256,4,0.605305
121,ramp,46.186912,46.464330,277.418,23.210,90.035,161.639,2.503,256,4,0.602041
122,ramp,46.464388,46.741713,277.324,23.085,90.002,161.725,2.481,256,4,0.607439
123,ramp,46.741771,47.019137,277.366,23.348,90.030,161.501,2.457,256,4,0.600490
124,ramp,47.019195,47.296143,276.948,22.861,89.987,161.576,2.494,256,4,0.614066
125,ramp,47.296200,47.573143,276.943,23.002,89.981,161.468,2.461,256,4,0.568175
126,ramp,47.573202,47.850471,277.269,22.862,90.320,161.563,2.492,256,4,0.593307
127,ramp,47.850531,48.127962,277.431,22.974,90.076,161.658,2.692,256,4,0.601455
128,ramp,48.128031,48.405477,277.446,23.237,90.064,161.630,2.483,256,4,0.599929
129,ramp,48.405535,48.683263,277.728,23.016,90.088,161.740,2.850,256,4,0.589480
130,ramp,48.683340,48.960918,277.577,22.932,90.166,161.975,2.470,256,4,0.601602
131,ramp,48.960978,49.238557,277.579,23.156,90.051,161.807,2.535,256,4,0.606321
132,ramp,49.238615,49.516093,277.478,23.122,90.222,161.635,2.469,256,4,0.653614
133,ramp,49.516149,49.793440,277.291,22.988,90.129,161.589,2.554,256,4,0.572392
134,ramp,49.793499,50.071162,277.662,23.142,90.274,161.730,2.487,256,4,0.591089
135,ramp,50.071218,50.348971,277.754,23.474,90.098,161.655,2.499,256,4,0.648262
136,ramp,50.349028,50.626120,277.091,22.885,90.150,161.556,2.471,256,4,0.583240
137,ramp,50.626175,50.903495,277.320,22.975,90.158,161.679,2.479,256,4,0.552054
138,ramp,50.903551,51.181141,277.590,23.081,89.997,161.940,2.544,256,4,0.586893
139,ramp,51.181202,51.458404,277.202,22.972,90.150,161.580,2.471,256,4,0.599172
140,ramp,51.458460,51.735576,277.116,22.697,90.121,161.780,2.488,256,4,0.584098
141,ramp,51.735633,52.013079,277.446,23.262,90.092,161.590,2.472,256,4,0.546459
142,ramp,52.013136,52.292239,279.103,22.892,90.014,163.680,2.486,256,4,0.593784
143,ramp,52.292298,52.570245,277.947,23.324,90.168,161.898,2.508,256,4,0.629138
144,ramp,52.570301,52.847541,277.240,22.824,90.164,161.743,2.480,256,4,0.573077
145,ramp,52.847597,53.124587,276.990,22.924,90.049,161.509,2.481,256,4,0.578720
146,ramp,53.124643,53.402188,277.544,22.876,90.197,161.943,2.490,256,4,0.607586
147,ramp,53.402244,53.679699,277.455,23.183,90.032,161.670,2.541,256,4,0.587852
148,ramp,53.679755,53.957386,277.631,23.239,90.200,161.682,2.480,256,4,0.545547
149,ramp,53.957443,54.234899,277.456,23.245,90.088,161.610,2.483,256,4,0.599215
150,ramp,54.234955,54.512323,277.368,23.077,90.137,161.636,2.469,256,4,0.583484
151,ramp,54.512465,54.789857,277.391,23.130,90.089,161.561,2.576,256,4,0.604821
152,ramp,54.789914,55.067412,277.498,22.854,90.138,161.977,2.500,256,4,0.540605
153,ramp,55.067468,55.344485,277.016,23.037,90.210,161.207,2.532,256,4,0.529338
154,ramp,55.344543,55.621772,277.229,23.185,90.118,161.455,2.441,256,4,0.552373
155,ramp,55.621828,55.899156,277.328,23.257,90.160,161.434,2.449,256,4,0.582153
156,ramp,55.899212,56.176859,277.647,23.147,90.217,161.715,2.540,256,4,0.577255
157,ramp,56.176918,56.454489,277.571,23.009,90.144,161.890,2.500,256,4,0.556229
158,ramp,56.454543,56.732261,277.718,23.189,90.230,161.786,2.486,256,4,0.539818
159,ramp,56.732341,57.010161,277.821,23.194,90.136,162.003,2.457,256,4,0.554970
160,ramp,57.010215,57.290345,280.129,25.334,90.152,162.100,2.514,256,4,0.524728
161,ramp,57.290403,57.568243,277.840,23.110,90.302,161.913,2.486,256,4,0.533308
162,ramp,57.568299,57.845428,277.129,22.814,90.211,161.584,2.491,256,4,0.540252
163,ramp,57.845486,58.122884,277.398,22.978,90.240,161.676,2.473,256,4,0.561228
164,ramp,58.122941,58.401086,278.144,23.272,90.232,162.089,2.521,256,4,0.786862
165,ramp,58.401146,58.678553,277.408,23.100,90.155,161.605,2.519,256,4,0.542857
166,ramp,58.678610,58.956424,277.814,22.887,90.217,162.182,2.499,256,4,0.703182
167,ramp,58.956480,59.234377,277.896,23.324,90.266,161.732,2.532,256,4,0.669153
168,ramp,59.234436,59.512284,277.848,23.121,90.208,162.023,2.468,256,4,0.543178
169,ramp,59.512369,59.790136,277.768,23.049,90.161,161.986,2.541,256,4,0.484885
170,ramp,59.790197,60.067626,277.429,22.874,90.226,161.829,2.471,256,4,0.679411
171,ramp,60.067683,60.345379,277.696,23.034,90.257,161.870,2.506,256,4,0.657558
172,ramp,60.345436,60.623192,277.756,23.256,90.238,161.745,2.486,256,4,0.668160
173,ramp,60.623253,60.900703,277.450,22.821,90.204,161.908,2.485,256,4,0.587633
174,ramp,60.900762,61.178829,278.067,23.108,90.283,162.123,2.524,256,4,0.546378
175,ramp,61.178885,61.456241,277.355,22.899,90.199,161.770,2.459,256,4,0.573119
176,ramp,61.456297,61.733722,277.424,22.982,90.175,161.732,2.507,256,4,1.006404
177,ramp,61.733778,62.011166,277.388,22.890,90.112,161.908,2.449,256,4,0.539638
178,ramp,62.011220,62.289028,277.808,23.137,90.251,161.882,2.508,256,4,0.516122
179,ramp,62.289089,62.566362,277.273,22.911,90.199,161.641,2.489,256,4,0.526488
180,ramp,62.566417,62.843736,277.319,22.825,90.147,161.806,2.513,256,4,0.507047
181,ramp,62.843794,63.121644,277.850,23.210,90.249,161.874,2.487,256,4,0.571326
182,ramp,63.121700,63.399694,277.993,23.237,90.106,162.105,2.515,256,4,0.537419
183,ramp,63.399752,63.676977,277.225,22.833,90.233,161.628,2.502,256,4,0.567569
184,ramp,63.677037,63.954498,277.461,23.218,90.195,161.503,2.515,256,4,0.596688
185,ramp,63.954555,64.232329,277.774,23.148,90.299,161.800,2.495,256,4,0.532940
186,ramp,64.232388,64.510311,277.922,23.088,90.235,162.041,2.529,256,4,0.568994
187,ramp,64.510367,64.787773,277.406,22.917,90.121,161.801,2.537,256,4,0.630601
188,ramp,64.787832,65.065022,277.189,22.937,90.183,161.575,2.464,256,4,0.507761
189,ramp,65.065079,65.343167,278.088,23.151,90.097,162.306,2.504,256,4,0.609184
190,ramp,65.343226,65.621116,277.890,22.949,90.245,162.179,2.486,256,4,0.593346
191,ramp,65.621176,65.898986,277.810,23.112,90.208,161.975,2.484,256,4,0.527909
192,ramp,65.899042,66.176636,277.594,23.084,90.034,161.957,2.489,256,4,0.594264
193,ramp,66.176705,66.454298,277.593,23.200,90.151,161.679,2.531,256,4,0.502659
194,ramp,66.454354,66.732034,277.680,23.006,90.228,161.908,2.510,256,4,0.508298
195,ramp,66.732091,67.009874,277.782,23.178,90.159,161.949,2.469,256,4,0.548113
196,ramp,67.009930,67.287779,277.850,22.953,90.179,162.178,2.511,256,4,0.554209
197,ramp,67.287841,67.565593,277.752,23.153,90.213,161.797,2.556,256,4,0.485470
