slide_id,elapsed_seconds,error
normal_004,0.039138,
normal_005,0.042125,
normal_108,0.018852,
normal_103,0.022094,
normal_017,0.042714,
normal_016,0.043767,
normal_008,0.046880,
normal_007,0.047675,
normal_011,0.047536,
normal_009,0.048862,
normal_102,0.028534,
normal_116,0.023920,
normal_115,0.024311,
normal_006,0.052288,
normal_105,0.029760,
normal_113,0.027604,
normal_122,0.023988,
normal_110,0.029644,
normal_002,0.055128,
normal_003,0.057236,
normal_101,0.036828,
normal_013,0.056600,
normal_120,0.030250,
normal_107,0.036626,
normal_106,0.037504,
normal_125,0.031880,
normal_159,0.023766,
normal_001,0.064070,
normal_133,0.030122,
normal_119,0.036255,
normal_131,0.031680,
normal_111,0.039705,
normal_141,0.029613,
normal_020,0.061952,
normal_138,0.031471,
normal_134,0.032405,
normal_143,0.031298,
normal_026,0.065959,
normal_126,0.040591,
normal_030,0.067393,
normal_112,0.046355,
normal_123,0.043211,
normal_156,0.034761,
normal_012,0.072971,
normal_015,0.072815,
normal_104,0.051532,
normal_109,0.049759,
normal_062,0.068050,
normal_150,0.046753,
normal_127,0.054044,
test_063,0.032200,
normal_135,0.052049,
test_084,0.033352,
normal_140,0.057798,
normal_099,0.073674,
normal_124,0.063947,
normal_010,0.093753,
test_066,0.040396,
normal_145,0.061727,
normal_121,0.070472,
normal_023,0.096826,
normal_132,0.066661,
test_114,0.033254,
normal_117,0.073736,
normal_022,0.099013,
normal_039,0.096831,
test_127,0.034075,
normal_146,0.066013,
test_105,0.038961,
normal_142,0.068284,
normal_014,0.104808,
normal_019,0.102850,
test_052,0.056994,
normal_118,0.079014,
test_054,0.056873,
normal_157,0.068332,
normal_144,0.071677,
normal_153,0.070271,
normal_155,0.070340,
normal_148,0.072411,
normal_021,0.107669,
test_072,0.054844,
test_008,0.070359,
normal_152,0.073914,
normal_154,0.073865,
test_068,0.057651,
test_103,0.048430,
test_051,0.064259,
normal_096,0.095509,
test_033,0.073525,
test_018,0.076471,
normal_149,0.081511,
test_036,0.073708,
test_004,0.079750,
normal_130,0.081972,
test_058,0.068343,
normal_137,0.086196,
normal_136,0.086601,
normal_147,0.084573,
normal_128,0.090806,
test_026,0.078361,
normal_160,0.082895,
test_012,0.081260,
test_088,0.062401,
normal_035,0.119077,
normal_028,0.120504,
test_014,0.082181,
normal_158,0.085264,
normal_036,0.120249,
test_087,0.064589,
test_034,0.080235,
normal_139,0.090978,
tumor_004,0.056818,
normal_045,0.120813,
test_044,0.079133,
test_107,0.062149,
normal_018,0.125581,
test_001,0.087523,
normal_063,0.117935,
normal_042,0.123052,
normal_040,0.123852,
normal_038,0.124496,
test_028,0.085470,
test_019,0.087224,
test_041,0.083575,
test_062,0.077261,
normal_031,0.127514,
test_042,0.084519,
test_080,0.073762,
test_117,0.064692,
normal_024,0.129708,
normal_046,0.126595,
normal_049,0.126262,
test_055,0.083432,
normal_129,0.102481,
test_078,0.076647,
normal_058,0.125591,
test_016,0.092814,
test_101,0.071319,
tumor_027,0.037129,
normal_053,0.128046,
normal_029,0.132967,
tumor_071,0.013282,
tumor_076,0.012355,
test_073,0.080647,
normal_037,0.132908,
normal_075,0.124706,
test_086,0.078782,
normal_151,0.101054,
test_098,0.074995,
tumor_037,0.035479,
normal_025,0.137054,
test_022,0.096950,
test_047,0.092044,
test_031,0.096054,
normal_048,0.134755,
test_037,0.095558,
normal_050,0.134800,
test_069,0.087334,
tumor_096,0.010893,
normal_056,0.134037,
normal_054,0.135095,
test_046,0.094719,
normal_057,0.134784,
tumor_097,0.011732,
normal_055,0.135964,
test_089,0.083609,
normal_071,0.132406,
normal_041,0.139890,
test_116,0.078526,
normal_076,0.132147,
normal_068,0.134261,
tumor_102,0.012362,
normal_027,0.143456,
normal_079,0.132294,
test_110,0.081542,
normal_088,0.130979,
normal_034,0.143580,
normal_089,0.131327,
test_095,0.084948,
normal_032,0.144798,
normal_051,0.141967,
normal_044,0.143468,
normal_061,0.139879,
test_128,0.080725,
normal_033,0.146069,
normal_090,0.133307,
normal_085,0.134648,
test_079,0.093440,
test_113,0.085059,
tumor_064,0.030784,
test_122,0.083785,
normal_060,0.142539,
test_048,0.103739,
test_102,0.088456,
test_099,0.088442,
normal_052,0.145835,
normal_095,0.134813,
normal_077,0.140139,
normal_066,0.143147,
normal_092,0.136855,
normal_047,0.148540,
normal_100,0.135275,
normal_081,0.140404,
normal_043,0.150151,
normal_087,0.139726,
normal_097,0.137093,
normal_065,0.145787,
normal_069,0.145034,
normal_083,0.141665,
normal_064,0.147168,
normal_074,0.144644,
test_077,0.100212,
normal_072,0.145790,
normal_114,0.132697,
normal_059,0.149713,
test_009,0.118116,
normal_067,0.148283,
normal_084,0.144042,
test_092,0.098057,
test_120,0.092823,
normal_098,0.141370,
normal_082,0.145708,
test_094,0.098307,
test_057,0.110394,
test_038,0.115797,
test_035,0.116691,
test_025,0.118942,
test_029,0.118561,
test_003,0.123193,
test_032,0.118434,
test_071,0.108468,
test_011,0.123061,
normal_094,0.147963,
test_125,0.097849,
test_017,0.124721,
normal_070,0.155296,
test_039,0.121336,
test_065,0.113353,
normal_078,0.154278,
test_013,0.126908,
test_064,0.115074,
test_053,0.119830,
test_124,0.101183,
test_007,0.128907,
test_002,0.130253,
test_024,0.126960,
test_045,0.123082,
test_106,0.105858,
normal_093,0.153239,
test_015,0.129730,
normal_080,0.157365,
test_100,0.108330,
normal_073,0.159607,
test_005,0.132632,
test_059,0.121365,
test_123,0.105322,
test_060,0.121260,
test_006,0.133672,
test_056,0.123537,
test_074,0.118257,
test_040,0.128795,
test_119,0.107688,
test_083,0.117102,
tumor_012,0.102034,
test_111,0.110622,
normal_091,0.159517,
test_082,0.118718,
test_020,0.134699,
test_091,0.115947,
test_075,0.120457,
tumor_001,0.109454,
tumor_008,0.107289,
tumor_002,0.109981,
test_112,0.113520,
test_093,0.117106,
tumor_003,0.110711,
test_067,0.125891,
test_129,0.111688,
test_121,0.112597,
test_130,0.111903,
test_050,0.132641,
test_109,0.116235,
test_097,0.118064,
tumor_006,0.112559,
test_081,0.124245,
test_096,0.118158,
test_023,0.139882,
test_043,0.136595,
test_061,0.131334,
test_085,0.124905,
test_115,0.117929,
tumor_007,0.113488,
test_070,0.130053,
test_108,0.120256,
tumor_009,0.113695,
test_021,0.143150,
test_030,0.141869,
test_104,0.122317,
test_090,0.126055,
tumor_011,0.113428,
test_010,0.146269,
test_076,0.130495,
test_027,0.144225,
tumor_018,0.103312,
tumor_014,0.114195,
tumor_015,0.114401,
tumor_005,0.119713,
tumor_019,0.103733,
tumor_013,0.115864,
tumor_016,0.111160,
tumor_026,0.095842,
tumor_023,0.097259,
test_126,0.122847,
tumor_020,0.105182,
tumor_029,0.092399,
tumor_034,0.090037,
test_118,0.125113,
tumor_022,0.099546,
tumor_035,0.090299,
tumor_073,0.069893,
tumor_021,0.101101,
tumor_017,0.109327,
tumor_025,0.100048,
tumor_010,0.121675,
tumor_075,0.070664,
tumor_041,0.088864,
tumor_031,0.095424,
tumor_074,0.071876,
tumor_024,0.102116,
