slide_idx,slide_id,process_id,world_size,t_arrived_s,n_tiles,inference_batch_size,t_tissue_ms,t_extract_ms,t_mil_ms,t_heatmap_write_ms,t_total_ms,backend,model,cache_policy_requested,client_page_cache_discarded,heatmap_format,heatmap_path,heatmap_bytes
20,TCGA-AQ-A54O-01Z-00-DX1.85AB0AC4-47BB-4CD8-B7FB-5928108864AC,0,1,571.153238,18572,256,80.922,69041.453,1.324,3025.483,72149.182,kvikio,virchow2,warm,,tiff5x,/mnt/weka/heatmaps/7.3/7.3.a-heatmap-tiff5x-virchow2-brca50/TCGA-AQ-A54O-01Z-00-DX1.85AB0AC4-47BB-4CD8-B7FB-5928108864AC.tiff,11353015
21,TCGA-AR-A0U1-01Z-00-DX1.276433E7-E841-42D2-AF21-762F2FEA3B9B,0,1,643.302583,8980,256,40.694,33301.235,0.557,1450.842,34793.327,kvikio,virchow2,warm,,tiff5x,/mnt/weka/heatmaps/7.3/7.3.a-heatmap-tiff5x-virchow2-brca50/TCGA-AR-A0U1-01Z-00-DX1.276433E7-E841-42D2-AF21-762F2FEA3B9B.tiff,5318448
22,TCGA-AR-A24U-01Z-00-DX1.220FD0D0-0DB6-4E3C-92A0-66CD6509F0AD,0,1,678.096059,9856,256,39.004,36795.470,0.637,1733.029,38568.139,kvikio,virchow2,warm,,tiff5x,/mnt/weka/heatmaps/7.3/7.3.a-heatmap-tiff5x-virchow2-brca50/TCGA-AR-A24U-01Z-00-DX1.220FD0D0-0DB6-4E3C-92A0-66CD6509F0AD.tiff,6977171
23,TCGA-AR-A252-01Z-00-DX1.2E7EE069-A0B8-489B-A2F0-3175FB58F468,0,1,716.664358,14876,256,60.811,55511.917,1.092,2988.123,58561.943,kvikio,virchow2,warm,,tiff5x,/mnt/weka/heatmaps/7.3/7.3.a-heatmap-tiff5x-virchow2-brca50/TCGA-AR-A252-01Z-00-DX1.2E7EE069-A0B8-489B-A2F0-3175FB58F468.tiff,9826555
24,TCGA-AR-A2LE-01Z-00-DX1.E8E1FC5C-9A4A-463F-81D7-E9A8AF43EAD9,0,1,775.226471,5213,256,22.382,19467.995,1.008,940.883,20432.268,kvikio,virchow2,warm,,tiff5x,/mnt/weka/heatmaps/7.3/7.3.a-heatmap-tiff5x-virchow2-brca50/TCGA-AR-A2LE-01Z-00-DX1.E8E1FC5C-9A4A-463F-81D7-E9A8AF43EAD9.tiff,3484359
25,TCGA-AR-A2LN-01Z-00-DX1.3EF43524-28B8-4326-9356-6BCBC63A1DA8,0,1,795.658895,13502,256,54.434,50144.186,0.983,3070.795,53270.399,kvikio,virchow2,warm,,tiff5x,/mnt/weka/heatmaps/7.3/7.3.a-heatmap-tiff5x-virchow2-brca50/TCGA-AR-A2LN-01Z-00-DX1.3EF43524-28B8-4326-9356-6BCBC63A1DA8.tiff,9170193
26,TCGA-B6-A0I2-01Z-00-DX1.885D2034-73B7-48AE-8343-631F89061C38,0,1,848.929471,10086,256,47.959,37474.601,0.689,1652.011,39175.260,kvikio,virchow2,warm,,tiff5x,/mnt/weka/heatmaps/7.3/7.3.a-heatmap-tiff5x-virchow2-brca50/TCGA-B6-A0I2-01Z-00-DX1.885D2034-73B7-48AE-8343-631F89061C38.tiff,5921759
27,TCGA-B6-A0IH-01Z-00-DX1.3463B12E-D1B0-4FB2-B257-BFD63BA2B6BF,0,1,888.105153,22889,256,97.447,85425.145,1.633,3020.139,88544.365,kvikio,virchow2,warm,,tiff5x,/mnt/weka/heatmaps/7.3/7.3.a-heatmap-tiff5x-virchow2-brca50/TCGA-B6-A0IH-01Z-00-DX1.3463B12E-D1B0-4FB2-B257-BFD63BA2B6BF.tiff,13110912
28,TCGA-B6-A0WW-01Z-00-DX1.64048633-1D1A-4074-8C50-7641159355DB,0,1,976.649686,25271,256,108.309,94100.351,1.797,2537.071,96747.528,kvikio,virchow2,warm,,tiff5x,/mnt/weka/heatmaps/7.3/7.3.a-heatmap-tiff5x-virchow2-brca50/TCGA-B6-A0WW-01Z-00-DX1.64048633-1D1A-4074-8C50-7641159355DB.tiff,13093962
29,TCGA-BH-A0BS-01Z-00-DX1.FEE32127-4D0B-4560-A39C-4EAA5B189B70,0,1,1073.397377,14377,256,61.369,53577.140,0.996,2500.868,56140.373,kvikio,virchow2,warm,,tiff5x,/mnt/weka/heatmaps/7.3/7.3.a-heatmap-tiff5x-virchow2-brca50/TCGA-BH-A0BS-01Z-00-DX1.FEE32127-4D0B-4560-A39C-4EAA5B189B70.tiff,9666582
30,TCGA-BH-A0DX-01Z-00-DX1.45C27E71-9A0A-400E-93A9-5CE7780F3C5E,0,1,1129.537903,5319,256,21.807,19905.895,0.682,2247.039,22175.422,kvikio,virchow2,warm,,tiff5x,/mnt/weka/heatmaps/7.3/7.3.a-heatmap-tiff5x-virchow2-brca50/TCGA-BH-A0DX-01Z-00-DX1.45C27E71-9A0A-400E-93A9-5CE7780F3C5E.tiff,5222749
31,TCGA-BH-A0E7-01Z-00-DX1.7FEE54C4-3795-403C-85B9-FF932BE56788,0,1,1151.713480,7912,256,37.226,29383.041,0.753,1862.557,31283.576,kvikio,virchow2,warm,,tiff5x,/mnt/weka/heatmaps/7.3/7.3.a-heatmap-tiff5x-virchow2-brca50/TCGA-BH-A0E7-01Z-00-DX1.7FEE54C4-3795-403C-85B9-FF932BE56788.tiff,6468908
32,TCGA-BH-A0HQ-01Z-00-DX1.0921FCEF-20A2-4D4B-A198-91AF9F6C814C,0,1,1182.997197,12548,256,52.393,46500.574,0.969,1821.115,48375.052,kvikio,virchow2,warm,,tiff5x,/mnt/weka/heatmaps/7.3/7.3.a-heatmap-tiff5x-virchow2-brca50/TCGA-BH-A0HQ-01Z-00-DX1.0921FCEF-20A2-4D4B-A198-91AF9F6C814C.tiff,8232997
33,TCGA-BH-A0W5-01Z-00-DX1.84EA3913-667B-4694-A0F0-E629CAC615C8,0,1,1231.372415,13459,256,56.171,50022.896,0.893,2341.216,52421.175,kvikio,virchow2,warm,,tiff5x,/mnt/weka/heatmaps/7.3/7.3.a-heatmap-tiff5x-virchow2-brca50/TCGA-BH-A0W5-01Z-00-DX1.84EA3913-667B-4694-A0F0-E629CAC615C8.tiff,8133578
34,TCGA-C8-A26V-01Z-00-DX1.6E86DF74-D575-4969-8142-963D9DF5208F,0,1,1283.793984,9195,256,39.079,34231.448,0.638,1034.253,35305.419,kvikio,virchow2,warm,,tiff5x,/mnt/weka/heatmaps/7.3/7.3.a-heatmap-tiff5x-virchow2-brca50/TCGA-C8-A26V-01Z-00-DX1.6E86DF74-D575-4969-8142-963D9DF5208F.tiff,5316328
35,TCGA-C8-A275-01Z-00-DX1.44D27E67-4DD6-4893-B38A-01E48F5A358A,0,1,1319.099550,12354,256,49.730,46141.530,0.853,1289.868,47481.981,kvikio,virchow2,warm,,tiff5x,/mnt/weka/heatmaps/7.3/7.3.a-heatmap-tiff5x-virchow2-brca50/TCGA-C8-A275-01Z-00-DX1.44D27E67-4DD6-4893-B38A-01E48F5A358A.tiff,7703270
36,TCGA-C8-A8HR-01Z-00-DX1.8E841CA8-1CE2-4242-AC5A-3247075CF8F4,0,1,1366.581685,5410,256,25.358,20085.899,0.573,617.174,20729.004,kvikio,virchow2,warm,,tiff5x,/mnt/weka/heatmaps/7.3/7.3.a-heatmap-tiff5x-virchow2-brca50/TCGA-C8-A8HR-01Z-00-DX1.8E841CA8-1CE2-4242-AC5A-3247075CF8F4.tiff,3351341
37,TCGA-D8-A1JI-01Z-00-DX2.E688E270-26C9-43EC-BC26-86BF8B74A31D,0,1,1387.310845,8616,256,36.174,32106.620,0.637,1150.900,33294.332,kvikio,virchow2,warm,,tiff5x,/mnt/weka/heatmaps/7.3/7.3.a-heatmap-tiff5x-virchow2-brca50/TCGA-D8-A1JI-01Z-00-DX2.E688E270-26C9-43EC-BC26-86BF8B74A31D.tiff,5403825
38,TCGA-D8-A1JM-01Z-00-DX1.3CD15BC8-08B3-4BEE-9FD7-A8BEED33268E,0,1,1420.605332,11874,256,47.275,44389.695,0.778,1514.715,45952.462,kvikio,virchow2,warm,,tiff5x,/mnt/weka/heatmaps/7.3/7.3.a-heatmap-tiff5x-virchow2-brca50/TCGA-D8-A1JM-01Z-00-DX1.3CD15BC8-08B3-4BEE-9FD7-A8BEED33268E.tiff,7139203
39,TCGA-D8-A1XT-01Z-00-DX1.9E4DEEEB-AB0A-45F6-A69B-65B3E6F22D46,0,1,1466.557954,15831,256,68.125,58846.620,1.097,3769.566,62685.409,kvikio,virchow2,warm,,tiff5x,/mnt/weka/heatmaps/7.3/7.3.a-heatmap-tiff5x-virchow2-brca50/TCGA-D8-A1XT-01Z-00-DX1.9E4DEEEB-AB0A-45F6-A69B-65B3E6F22D46.tiff,10256956
40,TCGA-D8-A1XV-01Z-00-DX2.D1988E01-5FDC-4F50-8183-F0CCE74D0CB2,0,1,1529.243526,11410,256,52.947,42608.267,0.789,1712.778,44374.780,kvikio,virchow2,warm,,tiff5x,/mnt/weka/heatmaps/7.3/7.3.a-heatmap-tiff5x-virchow2-brca50/TCGA-D8-A1XV-01Z-00-DX2.D1988E01-5FDC-4F50-8183-F0CCE74D0CB2.tiff,7930300
41,TCGA-E2-A15E-06Z-00-DX1.D394A007-91A2-4445-9B4A-1629EE684A51,0,1,1573.618476,16165,256,65.236,59998.723,1.124,2869.081,62934.164,kvikio,virchow2,warm,,tiff5x,/mnt/weka/heatmaps/7.3/7.3.a-heatmap-tiff5x-virchow2-brca50/TCGA-E2-A15E-06Z-00-DX1.D394A007-91A2-4445-9B4A-1629EE684A51.tiff,10234491
42,TCGA-E2-A15J-01Z-00-DX1.BF7901D1-30B1-4A76-B0A5-E9B8B36EF4C9,0,1,1636.552805,15013,256,57.594,55736.458,1.022,2280.724,58075.798,kvikio,virchow2,warm,,tiff5x,/mnt/weka/heatmaps/7.3/7.3.a-heatmap-tiff5x-virchow2-brca50/TCGA-E2-A15J-01Z-00-DX1.BF7901D1-30B1-4A76-B0A5-E9B8B36EF4C9.tiff,9407048
43,TCGA-E2-A15K-01Z-00-DX1.9F424BE2-9BFE-4DFF-8CC9-10D2DADBBEA7,0,1,1694.628764,5719,256,23.596,21359.561,0.630,1517.041,22900.827,kvikio,virchow2,warm,,tiff5x,/mnt/weka/heatmaps/7.3/7.3.a-heatmap-tiff5x-virchow2-brca50/TCGA-E2-A15K-01Z-00-DX1.9F424BE2-9BFE-4DFF-8CC9-10D2DADBBEA7.tiff,4676713
44,TCGA-E9-A1N8-01Z-00-DX1.1243AB1C-75A3-4A5E-9674-53992E6DD377,0,1,1717.529740,11469,256,46.178,42621.145,0.777,1623.946,44292.046,kvikio,virchow2,warm,,tiff5x,/mnt/weka/heatmaps/7.3/7.3.a-heatmap-tiff5x-virchow2-brca50/TCGA-E9-A1N8-01Z-00-DX1.1243AB1C-75A3-4A5E-9674-53992E6DD377.tiff,6451927
45,TCGA-E9-A1RD-01Z-00-DX1.34083668-cbd2-4610-b857-d50ee9f3e5bd,0,1,1761.821940,8753,256,38.436,32562.535,0.580,1148.321,33749.873,kvikio,virchow2,warm,,tiff5x,/mnt/weka/heatmaps/7.3/7.3.a-heatmap-tiff5x-virchow2-brca50/TCGA-E9-A1RD-01Z-00-DX1.34083668-cbd2-4610-b857-d50ee9f3e5bd.tiff,4909222
46,TCGA-GM-A2DN-01Z-00-DX1.593003B0-BA87-486B-B472-D6B85867D54D,0,1,1795.572274,10425,256,42.848,38912.486,0.681,1840.046,40796.061,kvikio,virchow2,warm,,tiff5x,/mnt/weka/heatmaps/7.3/7.3.a-heatmap-tiff5x-virchow2-brca50/TCGA-GM-A2DN-01Z-00-DX1.593003B0-BA87-486B-B472-D6B85867D54D.tiff,7086092
47,TCGA-PE-A5DC-01Z-00-DX1.8E6953AD-C14A-43F5-B062-E31AB13C7BDF,0,1,1836.368495,6251,256,28.855,23241.955,0.615,1023.137,24294.561,kvikio,virchow2,warm,,tiff5x,/mnt/weka/heatmaps/7.3/7.3.a-heatmap-tiff5x-virchow2-brca50/TCGA-PE-A5DC-01Z-00-DX1.8E6953AD-C14A-43F5-B062-E31AB13C7BDF.tiff,3843165
48,TCGA-S3-AA12-01Z-00-DX1.2A991B9F-E7E6-410B-B0BF-635E3CC40C7E,0,1,1860.663209,19501,256,80.225,72778.955,1.389,2315.648,75176.217,kvikio,virchow2,warm,,tiff5x,/mnt/weka/heatmaps/7.3/7.3.a-heatmap-tiff5x-virchow2-brca50/TCGA-S3-AA12-01Z-00-DX1.2A991B9F-E7E6-410B-B0BF-635E3CC40C7E.tiff,11360387
49,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9,0,1,1935.839885,16460,256,69.601,61409.985,1.151,2281.100,63761.836,kvikio,virchow2,warm,,tiff5x,/mnt/weka/heatmaps/7.3/7.3.a-heatmap-tiff5x-virchow2-brca50/TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.tiff,9816093
