slide_id,elapsed_seconds,error
normal_001,0.020703,
normal_002,0.015299,
normal_003,0.016367,
normal_004,0.014468,
normal_005,0.014831,
normal_006,0.014591,
normal_007,0.014682,
normal_008,0.014697,
normal_009,0.014292,
normal_010,0.014915,
normal_011,0.015162,
normal_012,0.014419,
normal_013,0.015228,
normal_014,0.016071,
normal_015,0.015770,
normal_016,0.014518,
normal_017,0.014296,
normal_018,0.014797,
normal_019,0.014173,
normal_020,0.014091,
normal_021,0.015008,
normal_022,0.014719,
normal_023,0.015967,
normal_024,0.016241,
normal_025,0.015558,
normal_026,0.014776,
normal_027,0.014662,
normal_028,0.015057,
normal_029,0.015192,
normal_030,0.015058,
normal_031,0.016210,
normal_032,0.015303,
normal_033,0.015222,
normal_034,0.016016,
normal_035,0.014482,
normal_036,0.014791,
normal_037,0.015245,
normal_038,0.014748,
normal_039,0.015250,
normal_040,0.015949,
normal_041,0.014944,
normal_042,0.015424,
normal_043,0.014777,
normal_044,0.015073,
normal_045,0.014570,
normal_046,0.014523,
normal_047,0.015015,
normal_048,0.014822,
normal_049,0.014947,
normal_050,0.015688,
normal_051,0.015342,
normal_052,0.016891,
normal_053,0.015145,
normal_054,0.015559,
normal_055,0.015645,
normal_056,0.014697,
normal_057,0.014668,
normal_058,0.015144,
normal_059,0.014915,
normal_060,0.014534,
normal_061,0.015974,
normal_062,0.015991,
normal_063,0.015907,
normal_064,0.016432,
normal_065,0.015387,
normal_066,0.017384,
normal_067,0.015702,
normal_068,0.015691,
normal_069,0.015083,
normal_070,0.017475,
normal_071,0.015331,
normal_072,0.015994,
normal_073,0.015703,
normal_074,0.015727,
normal_075,0.015409,
normal_076,0.016822,
normal_077,0.015154,
normal_078,0.014909,
normal_079,0.015659,
normal_080,0.015932,
normal_081,0.016001,
normal_082,0.015436,
normal_083,0.014636,
normal_084,0.015216,
normal_085,0.014920,
normal_087,0.016356,
normal_088,0.015636,
normal_089,0.016233,
normal_090,0.016066,
normal_091,0.017080,
normal_092,0.016325,
normal_093,0.015668,
normal_094,0.018359,
normal_095,0.015982,
normal_096,0.017739,
normal_097,0.016823,
normal_098,0.014864,
normal_099,0.015149,
normal_100,0.015212,
normal_101,0.007385,
normal_102,0.006065,
normal_103,0.005610,
normal_104,0.006282,
normal_105,0.006572,
normal_106,0.010818,
normal_107,0.006446,
normal_108,0.006467,
normal_109,0.006717,
normal_110,0.006154,
normal_111,0.006575,
normal_112,0.006997,
normal_113,0.006643,
normal_114,0.009358,
normal_115,0.005981,
normal_116,0.005735,
normal_117,0.006552,
normal_118,0.005859,
normal_119,0.005908,
normal_120,0.006683,
normal_121,0.006612,
normal_122,0.006154,
normal_123,0.006388,
normal_124,0.006310,
normal_125,0.006075,
normal_126,0.006555,
normal_127,0.006110,
normal_128,0.006794,
normal_129,0.006714,
normal_130,0.005951,
normal_131,0.006939,
normal_132,0.005903,
normal_133,0.006538,
normal_134,0.006671,
normal_135,0.005727,
normal_136,0.006130,
normal_137,0.006732,
normal_138,0.007337,
normal_139,0.006589,
normal_140,0.005736,
normal_141,0.005843,
normal_142,0.006529,
normal_143,0.005486,
normal_144,0.005530,
normal_145,0.009687,
normal_146,0.006010,
normal_147,0.007210,
normal_148,0.005644,
normal_149,0.006603,
