slide_id,elapsed_seconds,error
normal_150,0.005065,
normal_151,0.006215,
normal_152,0.006513,
normal_153,0.005443,
normal_154,0.008450,
normal_155,0.006530,
normal_156,0.005972,
normal_157,0.010221,
normal_158,0.007504,
normal_159,0.006019,
normal_160,0.007845,
test_001,0.005572,
test_002,0.015798,
test_003,0.015143,
test_004,0.005906,
test_005,0.018005,
test_006,0.015740,
test_007,0.014900,
test_008,0.005760,
test_009,0.014679,
test_010,0.018202,
test_011,0.014020,
test_012,0.007094,
test_013,0.016566,
test_014,0.006015,
test_015,0.014443,
test_016,0.005539,
test_017,0.014918,
test_018,0.005457,
test_019,0.006060,
test_020,0.015042,
test_021,0.016332,
test_022,0.005795,
test_023,0.015332,
test_024,0.015157,
test_025,0.014895,
test_026,0.006088,
test_027,0.014987,
test_028,0.006816,
test_029,0.014966,
test_030,0.015192,
test_031,0.006209,
test_032,0.016268,
test_033,0.006473,
test_034,0.009364,
test_035,0.015442,
test_036,0.015558,
test_037,0.005938,
test_038,0.015721,
test_039,0.014739,
test_040,0.016066,
test_041,0.005698,
test_042,0.006759,
test_043,0.014970,
test_044,0.006903,
test_045,0.014657,
test_046,0.005521,
test_047,0.005773,
test_048,0.006971,
test_050,0.016972,
test_051,0.015126,
test_052,0.015146,
test_053,0.016116,
test_054,0.015837,
test_055,0.006039,
test_056,0.016779,
test_057,0.015415,
test_058,0.005736,
test_059,0.015142,
test_060,0.017370,
test_061,0.016991,
test_062,0.005991,
test_063,0.005738,
test_064,0.014714,
test_065,0.006667,
test_066,0.006575,
test_067,0.015594,
test_068,0.015423,
test_069,0.007792,
test_070,0.016286,
test_071,0.006323,
test_072,0.015362,
test_073,0.007088,
test_074,0.015320,
test_075,0.017074,
test_076,0.019548,
test_077,0.007004,
test_078,0.005939,
test_079,0.006931,
test_080,0.005987,
test_081,0.016047,
test_082,0.016835,
test_083,0.014680,
test_084,0.005547,
test_085,0.016819,
test_086,0.005617,
test_087,0.015463,
test_088,0.015729,
test_089,0.006397,
test_090,0.019460,
test_091,0.014763,
test_092,0.006113,
test_093,0.015025,
test_094,0.005864,
test_095,0.005803,
test_096,0.014207,
test_097,0.015469,
test_098,0.005945,
test_099,0.005802,
test_100,0.017012,
test_101,0.006451,
test_102,0.006303,
test_103,0.015467,
test_104,0.015564,
test_105,0.006174,
test_106,0.014974,
test_107,0.014465,
test_108,0.014349,
test_109,0.006456,
test_110,0.005808,
test_111,0.014891,
test_112,0.014743,
test_113,0.005747,
test_114,0.005816,
test_115,0.017503,
test_116,0.005922,
test_117,0.015752,
test_118,0.015017,
test_119,0.013881,
test_120,0.006103,
test_121,0.014655,
test_122,0.005683,
test_123,0.014594,
test_124,0.014433,
test_125,0.005986,
test_126,0.015339,
test_127,0.006212,
test_128,0.007029,
test_129,0.016743,
test_130,0.015373,
tumor_001,0.016904,
tumor_002,0.015139,
tumor_003,0.015595,
tumor_004,0.015341,
tumor_005,0.015421,
tumor_006,0.015947,
tumor_007,0.015136,
tumor_008,0.016596,
tumor_009,0.015433,
tumor_010,0.015466,
tumor_011,0.015819,
tumor_012,0.014827,
tumor_013,0.015878,
tumor_014,0.015579,
tumor_015,0.017729,
tumor_016,0.015154,
tumor_017,0.017293,
tumor_018,0.014891,
tumor_019,0.014410,
tumor_020,0.015473,
tumor_021,0.015460,
tumor_022,0.015402,
tumor_023,0.014787,
tumor_024,0.015550,
tumor_025,0.015718,
tumor_026,0.016034,
tumor_027,0.015123,
tumor_028,0.015131,
tumor_029,0.015315,
tumor_030,0.014866,
tumor_031,0.014241,
tumor_032,0.015643,
tumor_033,0.014844,
tumor_034,0.014659,
tumor_035,0.014962,
tumor_036,0.019259,
tumor_037,0.014776,
tumor_038,0.014647,
tumor_039,0.014976,
tumor_040,0.015575,
tumor_041,0.014863,
tumor_042,0.014838,
tumor_043,0.014628,
tumor_044,0.015216,
tumor_045,0.016388,
tumor_046,0.016100,
tumor_047,0.015333,
tumor_048,0.015489,
tumor_049,0.014567,
tumor_050,0.015071,
tumor_051,0.015063,
tumor_052,0.015625,
tumor_053,0.015565,
tumor_054,0.015901,
tumor_055,0.015225,
tumor_056,0.015269,
tumor_057,0.014551,
tumor_058,0.014687,
tumor_059,0.014775,
tumor_060,0.015124,
tumor_061,0.015135,
tumor_062,0.015176,
tumor_063,0.015204,
tumor_064,0.015512,
tumor_065,0.014925,
tumor_066,0.014994,
tumor_067,0.014409,
tumor_068,0.015078,
tumor_069,0.014486,
tumor_070,0.015068,
tumor_071,0.005773,
tumor_072,0.006067,
tumor_073,0.006057,
tumor_074,0.006032,
tumor_075,0.005367,
tumor_076,0.005576,
tumor_077,0.006053,
tumor_078,0.006015,
tumor_079,0.006254,
tumor_080,0.006127,
tumor_081,0.008387,
tumor_082,0.006097,
tumor_083,0.006149,
tumor_084,0.005702,
tumor_085,0.006013,
tumor_086,0.006606,
tumor_087,0.005676,
tumor_088,0.006277,
tumor_089,0.006691,
tumor_090,0.006238,
tumor_091,0.005228,
tumor_092,0.006449,
tumor_093,0.006675,
tumor_094,0.006604,
tumor_095,0.006639,
tumor_096,0.005675,
tumor_097,0.005952,
tumor_098,0.005736,
tumor_099,0.005780,
tumor_100,0.005818,
tumor_101,0.006699,
tumor_102,0.006274,
tumor_103,0.006037,
tumor_104,0.005674,
tumor_105,0.006793,
tumor_106,0.006321,
tumor_107,0.006267,
tumor_108,0.006245,
tumor_109,0.005915,
tumor_110,0.006121,
tumor_111,0.016609,
