step_idx,phase,t_step_start_s,t_step_end_s,step_duration_ms,t_dataload_ms,t_forward_ms,t_backward_ms,t_optimizer_ms,samples_per_step,num_workers,loss,n_tiles_in_step
0,ramp,2.968363,4.033301,1064.938,2755.261,785.988,208.528,64.451,1,32,0.519043,13071
1,ramp,4.034037,4.116786,82.749,4.231,0.549,0.684,77.648,1,32,0.687500,8523
2,ramp,4.117313,4.120873,3.560,2.064,0.159,1.027,0.733,1,32,0.640137,3746
3,ramp,4.121171,4.142727,21.556,6.591,1.019,0.722,13.429,1,32,1.157227,13974
4,ramp,4.143152,4.152756,9.605,7.410,1.159,0.821,0.521,1,32,0.564453,15639
5,ramp,4.153065,4.184090,31.025,5.180,0.736,0.552,24.772,1,32,0.868164,10892
6,ramp,4.184499,4.187156,2.657,2.092,0.165,0.182,0.503,1,32,0.661133,3996
7,ramp,4.187441,4.190068,2.628,1.856,0.186,0.199,0.579,1,32,0.586426,3675
8,ramp,4.190347,4.198318,7.971,6.072,0.922,0.657,0.525,1,32,0.782715,12878
9,ramp,4.198592,4.230924,32.332,5.051,0.721,0.535,26.160,1,32,0.532715,10655
10,ramp,4.231310,4.239783,8.473,6.571,1.002,0.714,0.482,1,32,0.509766,13822
11,ramp,4.240038,4.272870,32.832,7.364,1.166,0.828,23.642,1,32,0.605469,15745
12,ramp,4.273326,4.277386,4.060,3.354,0.392,0.293,0.387,1,32,0.826660,6697
13,ramp,4.277952,4.311331,33.379,10.756,1.680,1.230,20.184,1,32,0.529297,22513
14,ramp,4.311827,4.316511,4.685,3.681,0.447,0.332,0.573,1,32,0.511230,7413
15,ramp,4.316835,4.322118,5.282,4.018,0.555,0.386,0.553,1,32,0.721680,8329
16,ramp,4.322461,4.329444,6.983,5.373,0.776,0.567,0.523,1,32,0.466064,11294
17,ramp,4.329734,4.345900,16.166,5.673,1.125,8.497,1.065,1,32,0.592285,12016
18,ramp,4.346292,4.353921,7.629,5.691,0.823,0.598,0.793,1,32,0.991699,11891
19,ramp,4.354310,4.423229,68.918,8.218,58.834,1.610,0.537,1,32,0.603027,17444
20,ramp,4.423609,4.429667,6.057,4.702,0.663,0.483,0.480,1,32,0.520508,9765
21,ramp,4.430030,4.433023,2.993,1.197,0.461,0.980,0.636,1,32,0.678223,2024
22,ramp,4.433310,4.435546,2.236,0.969,0.106,0.782,0.586,1,32,0.745117,1703
23,ramp,4.435814,4.468922,33.108,2.109,0.197,0.183,30.793,1,32,0.431152,4255
24,ramp,4.469504,4.475306,5.801,4.736,0.641,0.457,0.439,1,32,0.707520,9377
25,ramp,4.475578,4.505317,29.739,6.414,1.000,0.706,21.811,1,32,0.647949,13666
26,ramp,4.505741,4.515053,9.312,3.959,1.614,3.118,0.918,1,32,0.560059,8301
27,ramp,4.515623,4.541102,25.479,17.299,2.916,2.367,3.368,1,32,0.794434,36906
28,ramp,4.541435,4.544547,3.112,0.292,1.178,1.343,0.543,1,32,0.597168,142
29,ramp,4.544824,4.549548,4.724,3.691,0.479,0.348,0.409,1,32,0.799805,7665
30,ramp,4.549848,4.552276,2.429,1.628,0.164,0.349,0.514,1,32,0.798340,3103
31,ramp,4.552537,4.576760,24.223,5.511,16.741,1.645,0.517,1,32,0.693359,11690
32,ramp,4.577052,4.582392,5.340,4.166,0.586,0.411,0.397,1,32,0.854004,8681
33,ramp,4.582654,4.605289,22.635,6.572,1.020,0.725,14.417,1,32,0.667969,14031
34,ramp,4.605679,4.608398,2.718,2.211,0.215,0.184,0.392,1,32,0.830566,4281
35,ramp,4.608682,4.617815,9.133,7.056,1.109,0.784,0.397,1,32,0.689941,15034
36,ramp,4.618091,4.644760,26.669,6.311,18.937,1.228,0.399,1,32,0.451172,13417
37,ramp,4.645082,4.660842,15.761,7.003,1.086,0.782,7.122,1,32,0.824707,14829
38,ramp,4.661263,4.666344,5.081,4.072,0.561,0.387,0.372,1,32,0.642090,8345
39,ramp,4.666617,4.700399,33.782,9.029,1.466,1.036,22.392,1,32,0.369873,19386
40,ramp,4.700788,4.708535,7.747,6.097,0.924,0.641,0.386,1,32,0.719727,12741
41,ramp,4.708803,4.710946,2.144,0.817,0.104,0.910,0.509,1,32,0.738770,1388
42,ramp,4.711218,4.715395,4.177,3.301,0.376,0.301,0.395,1,32,0.609863,6826
43,ramp,4.715652,4.749729,34.077,4.107,0.579,28.413,1.134,1,32,0.885742,8619
44,ramp,4.750094,4.753029,2.934,2.236,0.184,0.188,0.578,1,32,0.312744,4375
45,ramp,4.753345,4.776907,23.562,5.816,0.881,0.621,16.475,1,32,0.885742,12271
46,ramp,4.777381,4.786505,9.123,7.126,1.098,0.779,0.467,1,32,0.566895,14911
47,ramp,4.786805,4.796296,9.491,7.291,1.146,0.819,0.456,1,32,0.443848,15542
48,ramp,4.796592,4.802367,5.774,4.496,0.636,0.461,0.402,1,32,0.813477,9399
49,ramp,4.802634,4.854002,51.368,7.924,1.255,0.904,41.392,1,32,0.822754,16975
50,ramp,4.854506,4.857511,3.005,1.553,0.151,1.214,0.509,1,32,0.640137,2624
51,ramp,4.857875,4.869251,11.376,6.719,1.066,2.851,0.928,1,32,0.774902,14497
52,ramp,4.869619,4.875850,6.232,4.917,0.698,0.513,0.381,1,32,0.633789,10214
53,ramp,4.876113,4.896779,20.667,3.661,0.487,0.346,16.350,1,32,0.732422,7641
54,ramp,4.897249,4.907466,10.217,8.023,1.250,0.892,0.414,1,32,0.659668,16928
55,ramp,4.907731,4.935821,28.089,7.816,11.390,5.947,3.103,1,32,0.734863,16734
56,ramp,4.936237,4.948173,11.936,9.256,1.482,1.054,0.425,1,32,0.939941,19668
57,ramp,4.948461,4.969779,21.318,1.663,18.198,1.019,0.649,1,32,0.622070,3221
58,ramp,4.970073,4.977610,7.537,5.826,0.879,0.621,0.433,1,32,0.580566,12315
59,ramp,4.977875,4.987476,9.600,7.402,1.167,0.844,0.380,1,32,0.582520,15831
60,ramp,4.987748,4.990280,2.532,1.218,0.135,0.795,0.581,1,32,0.773926,2266
61,ramp,4.990558,4.993662,3.104,2.476,0.238,0.216,0.373,1,32,0.599609,5034
62,ramp,4.993954,5.030739,36.785,3.008,0.355,33.014,0.629,1,32,0.660156,6145
63,ramp,5.031004,5.034034,3.030,2.412,0.229,0.208,0.376,1,32,0.664062,4880
64,ramp,5.034363,5.041725,7.362,5.749,0.881,0.623,0.369,1,32,0.851074,12332
65,ramp,5.041978,5.044951,2.973,0.778,0.478,1.325,0.545,1,32,0.481201,1322
66,ramp,5.070065,5.076136,6.071,2.365,0.200,0.195,3.633,1,32,0.706543,4444
67,ramp,5.076517,5.078814,2.296,0.940,0.276,0.911,0.459,1,32,1.492188,1517
68,ramp,5.079071,5.108103,29.031,11.139,1.830,1.337,14.910,1,32,0.556641,24132
69,ramp,5.108441,5.115263,6.822,5.368,0.775,0.561,0.374,1,32,0.717773,11253
70,ramp,5.115563,5.123198,7.635,5.968,0.893,0.633,0.371,1,32,0.604980,12624
71,ramp,5.123485,5.147439,23.954,1.083,0.122,0.625,22.310,1,32,0.474609,1988
72,ramp,5.147845,5.154016,6.171,4.908,0.692,0.503,0.379,1,32,0.820312,10123
73,ramp,5.154251,5.163757,9.506,7.302,1.164,0.827,0.379,1,32,0.693848,15667
74,ramp,5.164013,5.170663,6.651,5.177,0.749,0.555,0.357,1,32,0.681152,10970
75,ramp,5.170928,5.216807,45.879,2.978,0.335,42.135,0.627,1,32,0.589355,6131
76,ramp,5.217065,5.230571,13.506,4.272,0.605,0.436,8.357,1,32,0.799316,8977
77,ramp,5.231013,5.249573,18.560,9.318,1.508,1.087,6.903,1,32,0.623535,19895
78,ramp,5.249989,5.256310,6.321,4.551,0.622,0.461,0.999,1,32,0.674316,9377
79,ramp,5.256661,5.268412,11.751,5.111,0.732,0.541,5.541,1,32,0.536133,10757
80,ramp,5.268807,5.271724,2.916,2.412,0.218,0.207,0.389,1,32,0.879395,4754
81,ramp,5.271995,5.280661,8.666,6.707,1.043,0.752,0.365,1,32,0.284668,14305
82,ramp,5.280901,5.287295,6.394,4.937,0.715,0.527,0.386,1,32,0.536133,10477
83,ramp,5.287610,5.322434,34.824,10.395,23.085,1.233,0.357,1,32,0.410400,22545
84,ramp,5.322674,5.324777,2.103,0.766,0.153,0.885,0.468,1,32,0.742676,1343
85,ramp,5.325039,5.331446,6.407,4.975,0.717,0.530,0.359,1,32,0.758301,10561
86,ramp,5.331693,5.334039,2.346,1.167,0.139,0.733,0.485,1,32,0.674805,2205
87,ramp,5.334289,5.373316,39.027,5.709,0.870,0.610,31.951,1,32,0.560547,12149
88,ramp,5.525569,5.564141,38.572,164.252,2.040,1.467,22.930,1,32,0.608887,26624
89,ramp,5.564566,5.567118,2.551,1.078,0.228,0.983,0.587,1,32,0.483887,1800
90,ramp,5.567374,5.578656,11.283,8.638,1.415,0.967,0.436,1,32,0.421875,18592
91,ramp,5.578927,5.589743,10.817,8.282,1.320,0.936,0.467,1,32,0.426025,17766
92,ramp,5.610948,5.614411,3.463,21.085,1.426,1.457,0.615,1,32,0.929688,15794
93,ramp,5.614727,5.623969,9.241,7.141,1.102,0.798,0.430,1,32,0.751953,15198
94,ramp,5.624263,5.627310,3.047,2.420,0.219,0.204,0.419,1,32,0.593750,4863
95,ramp,5.627572,5.661815,34.243,3.166,0.393,0.286,30.510,1,32,0.556152,6564
96,ramp,5.757101,5.788302,31.201,105.825,1.765,1.302,17.483,1,32,0.617676,23452
97,ramp,5.985410,6.000892,15.481,208.517,1.956,1.412,0.596,1,32,1.091797,25506
98,ramp,6.001256,6.022877,21.621,6.777,1.047,0.754,13.259,1,32,0.968262,14377
99,ramp,6.023270,6.034389,11.119,8.603,1.392,0.983,0.444,1,32,0.740723,18358
100,ramp,6.034718,6.037149,2.431,1.003,0.126,1.007,0.545,1,32,0.655273,1934
101,ramp,6.037505,6.039899,2.394,1.803,0.176,0.169,0.457,1,32,0.469727,3517
102,ramp,6.040175,6.071521,31.346,6.054,23.714,1.171,0.604,1,32,1.416016,12824
103,ramp,6.071821,6.079837,8.015,6.181,0.946,0.667,0.423,1,32,0.518555,13140
104,ramp,6.080186,6.102673,22.487,0.856,19.700,1.583,0.618,1,32,0.733887,1386
105,ramp,6.102937,6.110103,7.166,5.520,0.811,0.593,0.421,1,32,0.272461,11737
106,ramp,6.151484,6.162528,11.044,49.512,1.346,0.968,0.518,1,32,0.368652,18142
107,ramp,6.162802,6.184393,21.591,8.034,1.265,11.987,0.489,1,32,0.608398,17244
108,ramp,6.184697,6.187477,2.780,2.165,0.220,0.187,0.424,1,32,0.535645,4304
109,ramp,6.187749,6.194875,7.127,5.474,0.803,0.589,0.440,1,32,1.046875,11634
110,ramp,6.195118,6.220108,24.989,5.104,0.737,18.149,1.153,1,32,0.637207,10848
111,ramp,6.220511,6.234688,14.177,6.020,0.901,0.629,6.912,1,32,0.408691,12593
112,ramp,6.235103,6.237905,2.802,1.346,0.125,0.988,0.605,1,32,0.880859,2435
113,ramp,6.238180,6.260749,22.569,5.208,0.762,0.555,16.231,1,32,0.531738,11002
114,ramp,6.261202,6.264096,2.894,1.330,0.124,1.125,0.627,1,32,0.691406,2350
115,ramp,6.301353,6.316184,14.831,43.473,1.008,0.719,6.797,1,32,0.830566,13919
116,ramp,6.384492,6.394854,10.362,75.873,1.248,0.905,0.487,1,32,0.401855,17012
117,ramp,6.395128,6.417848,22.721,4.193,0.591,17.077,1.028,1,32,0.561035,8803
118,ramp,6.418103,6.421457,3.354,2.663,0.241,0.219,0.404,1,32,0.553223,5481
