step_idx,phase,t_step_start_s,t_step_end_s,step_duration_ms,t_dataload_ms,t_forward_ms,t_backward_ms,t_optimizer_ms,samples_per_step,num_workers,loss,n_tiles_in_step
0,ramp,1.216248,2.404080,1187.832,1092.329,877.623,233.568,72.063,1,16,0.641602,9976
1,ramp,2.405126,2.570689,165.563,12.223,1.955,1.392,150.590,1,16,0.789062,25271
2,ramp,2.571164,2.636886,65.722,10.604,53.279,1.656,0.525,1,16,0.781250,22545
3,ramp,2.637180,2.644608,7.428,5.625,0.813,0.599,0.603,1,16,0.731445,11863
4,ramp,2.644989,2.649244,4.255,3.123,0.343,0.526,0.554,1,16,0.662598,6253
5,ramp,2.649526,2.686424,36.898,6.018,0.925,0.652,29.431,1,16,0.803223,12757
6,ramp,2.686882,2.690652,3.771,3.139,0.333,0.268,0.403,1,16,0.754883,6336
7,ramp,2.690966,2.697323,6.357,4.986,0.711,0.519,0.366,1,16,0.654297,10477
8,ramp,2.697613,2.703058,5.444,4.183,0.592,0.415,0.462,1,16,0.486816,8746
9,ramp,2.703314,2.709414,6.099,4.712,0.673,0.483,0.419,1,16,0.563965,9945
10,ramp,2.709685,2.752748,43.063,6.368,0.982,0.709,35.123,1,16,0.665527,13558
11,ramp,2.753217,2.758962,5.745,4.646,0.635,0.462,0.377,1,16,0.679199,9377
12,ramp,2.759222,2.762181,2.959,2.378,0.209,0.211,0.353,1,16,0.815430,4807
13,ramp,2.762440,2.767040,4.600,3.605,0.492,0.343,0.351,1,16,0.663574,7641
14,ramp,2.767282,2.793502,26.219,8.296,1.323,16.109,0.656,1,16,0.754883,17841
15,ramp,2.793776,2.797560,3.784,2.984,0.340,0.250,0.413,1,16,0.667969,6131
16,ramp,2.797799,2.814367,16.568,2.600,6.103,5.571,2.406,1,16,0.862305,5472
17,ramp,2.814809,2.833678,18.869,7.158,10.607,1.018,0.443,1,16,0.825684,14955
18,ramp,2.833971,2.854120,20.149,9.374,1.556,1.097,8.318,1,16,0.759277,20267
19,ramp,2.854469,2.868224,13.755,4.695,0.661,0.480,8.181,1,16,0.767090,9770
20,ramp,2.868518,2.882512,13.994,3.434,0.423,9.663,0.680,1,16,0.746094,7117
21,ramp,2.882832,2.890101,7.269,2.014,0.166,4.200,1.093,1,16,0.720703,3968
22,ramp,2.890626,2.896659,6.033,4.774,0.655,0.475,0.506,1,16,0.679688,9691
23,ramp,2.897010,2.899336,2.326,1.518,0.142,0.279,0.645,1,16,0.704102,2816
24,ramp,2.899666,2.925134,25.467,10.275,1.649,1.187,12.519,1,16,0.615234,22051
25,ramp,2.925641,2.932036,6.395,5.186,0.721,0.525,0.371,1,16,0.699219,10569
26,ramp,2.944933,2.960209,15.276,22.246,1.844,1.124,2.851,1,16,0.729004,20926
27,ramp,2.960661,2.963247,2.585,2.155,0.210,0.182,0.410,1,16,0.627441,4071
28,ramp,2.963482,2.975262,11.780,9.018,1.487,1.055,0.387,1,16,0.624023,19432
29,ramp,2.975539,2.984879,9.341,7.226,1.130,0.803,0.389,1,16,0.553711,15426
30,ramp,2.985116,2.990550,5.434,4.212,0.598,0.427,0.368,1,16,0.683594,8892
31,ramp,2.990803,2.993305,2.502,1.016,0.358,0.843,0.472,1,16,0.713867,1850
32,ramp,3.027395,3.031082,3.687,33.969,2.065,1.320,0.357,1,16,0.559082,24092
33,ramp,3.031332,3.040383,9.051,6.972,1.091,0.784,0.384,1,16,0.716309,14910
34,ramp,3.040679,3.043372,2.694,2.151,0.221,0.190,0.353,1,16,0.737793,4475
35,ramp,3.043631,3.058269,14.639,0.610,12.490,1.178,0.551,1,16,0.641113,950
36,ramp,3.058514,3.061267,2.753,2.162,0.211,0.190,0.368,1,16,0.507812,4375
37,ramp,3.061524,3.067974,6.450,5.027,0.730,0.535,0.348,1,16,0.839355,10666
38,ramp,3.068212,3.098284,30.073,8.218,1.316,0.934,19.775,1,16,0.498047,17669
39,ramp,3.098547,3.100602,2.055,0.972,0.119,0.635,0.522,1,16,0.920898,1732
40,ramp,3.100886,3.104605,3.719,2.990,0.356,0.253,0.329,1,16,0.708984,6145
41,ramp,3.104841,3.106736,1.895,1.350,0.131,0.147,0.436,1,16,0.572266,2624
42,ramp,3.107021,3.109118,2.097,0.821,0.111,0.861,0.518,1,16,0.577637,1373
