stage,workload,bs,jobs,bs_bytes,run_dir,run_start_utc,run_end_utc,duration_s,fio_write_bw_kib,fio_write_iops,fio_write_p99_ns,fio_write_lat_mean_ns,fio_read_bw_kib,fio_read_iops,fio_read_p99_ns,fio_read_lat_mean_ns,rdma_xmit_bytes_sustained,rdma_xmit_dev,rdma_rcv_bytes_sustained,rdma_rcv_dev,weka_stats_rows,lustre_stats_ticks,status
s0,proof,1m,4,1048576,2026-08-21-030519-lustre-s0-proof-bs1m-jobs4,2026-08-21T03:05:23Z,2026-08-21T03:05:42Z,19.0,6078036.689655,5935.517241,1630208,1352390.724639,6057126.62069,5915.103448,1613824,1358729.766076,2568016138.0828357,efa_1/hw_counters,3012055837.389987,efa_0/hw_counters,0,21,OK
