slide_idx,slide_id,format,bytes_written,t_write_start_s,t_write_end_s,write_ms
21,TCGA-AC-A4ZE-01Z-00-DX1.A9BB4DBC-4314-4A77-AA1C-0882DBC370F1,tiff5x,815161,1715.014863,1715.173817,158.954
0,TCGA-A2-A0D4-01Z-00-DX1.35E43827-DABC-4685-A62A-333672923349,tiff5x,7250854,120.507870,122.245275,1737.404
1,TCGA-A2-A3XZ-01Z-00-DX1.B7A1344E-7015-4A21-B3D4-EB760161BE7C,tiff5x,7062713,284.129915,286.444117,2314.201
2,TCGA-A7-A6VX-01Z-00-DX1.F74DA243-C65A-4997-BCA0-F1C89675978C,tiff5x,2760959,332.683656,334.053696,1370.039
3,TCGA-A8-A09D-01Z-00-DX1.66312A8A-88BA-4B58-96DF-1A7AC39F9E4A,tiff5x,2219171,371.677137,372.153716,476.579
4,TCGA-AC-A8OP-01Z-00-DX1.A2AF501D-7DCD-4BE7-93A4-EBCAF0C0D54E,tiff5x,1992601,402.536090,403.113129,577.038
5,TCGA-AR-A1AM-01Z-00-DX1.B3F006D9-9386-41E5-B0B1-B0832EE104A0,tiff5x,2336881,436.075829,437.253258,1177.429
6,TCGA-B6-A0IN-01Z-00-DX1.5C1CBEF7-0C4A-4B22-A85B-6F6FD9435573,tiff5x,17131114,791.435820,794.856775,3420.954
7,TCGA-BH-A0BW-01Z-00-DX1.39B0C363-46A2-4FFB-B1C5-C054A86F4A25,tiff5x,11629654,996.281983,998.759904,2477.921
8,TCGA-BH-A18L-01Z-00-DX1.01D6E3EF-6857-4CC6-BEA1-0BBC1A0B728F,tiff5x,8802999,1177.016398,1178.908274,1891.875
9,TCGA-C8-A131-01Z-00-DX1.5CB27A29-9951-40B9-B4DB-26A4D2EA89B8,tiff5x,4658491,1282.256562,1283.226704,970.141
10,TCGA-D8-A1JJ-01Z-00-DX1.a986b48f-b295-4d7a-b778-ce829cdf9c38,tiff5x,8476669,1427.755827,1429.619541,1863.714
11,TCGA-D8-A27M-01Z-00-DX1.3020D223-2400-4A2D-8BFE-08A5B78FE13B,tiff5x,6587441,1560.848496,1562.618353,1769.857
12,TCGA-E2-A15J-01Z-00-DX1.BF7901D1-30B1-4A76-B0A5-E9B8B36EF4C9,tiff5x,8955871,1735.270318,1737.547147,2276.828
0,TCGA-A2-A0EO-01Z-00-DX1.D7A09E23-2CAB-4B3B-814C-BF0BA75B7589,tiff5x,6390223,131.050682,132.730674,1679.991
1,TCGA-A2-A4RX-01Z-00-DX1.E2C96C9D-5023-4F41-8CC8-24C6E015B252,tiff5x,6024720,239.443412,240.993596,1550.183
2,TCGA-A8-A06O-01Z-00-DX1.FA4495B2-5B13-4448-ADCB-EF5316E0955B,tiff5x,1315529,264.810075,265.249716,439.640
3,TCGA-A8-A09I-01Z-00-DX1.B738E479-8766-4766-B012-B32AC2F27533,tiff5x,1355993,292.240545,292.612251,371.705
4,TCGA-AC-A8OS-01Z-00-DX1.3FD44846-8BD2-4A7A-9A87-8D3D29C25F60,tiff5x,2195417,332.925622,333.458264,532.641
5,TCGA-AR-A1AP-01Z-00-DX1.F163EED5-0385-41AA-BA35-54E4910CD99E,tiff5x,6707113,442.850380,444.409467,1559.086
6,TCGA-B6-A0IQ-01Z-00-DX1.662EA039-825E-41FF-91D6-021EB0E099BD,tiff5x,10126670,679.618012,682.217858,2599.845
7,TCGA-BH-A0C1-01Z-00-DX1.21FE357E-B182-4397-BFEF-7E96E994236A,tiff5x,6901734,807.986098,809.939898,1953.799
8,TCGA-BH-A18P-01Z-00-DX1.C66642D3-BE44-4D65-B4AE-C1C3D959D22C,tiff5x,9496706,996.376756,998.513447,2136.690
9,TCGA-C8-A134-01Z-00-DX1.78D10BCC-98B3-4587-897D-3E27DA28D2EB,tiff5x,4303078,1080.896245,1082.018255,1122.009
10,TCGA-D8-A1JL-01Z-00-DX1.FE3F0C6B-F98A-4036-BF9A-25A8CC66B1FD,tiff5x,16515730,1373.951691,1378.100687,4148.995
11,TCGA-D8-A27P-01Z-00-DX1.EF426996-D0DC-4418-BEC4-F7CE3C82C869,tiff5x,6012828,1480.376379,1482.167538,1791.158
12,TCGA-E2-A15M-01Z-00-DX1.6E4671E5-18EA-4464-BE7C-C94767136E5C,tiff5x,5551594,1555.161139,1557.367476,2206.337
13,TCGA-E9-A1R2-01Z-00-DX1.5529C856-4F4F-4F17-94A2-5CEF94A940EB,tiff5x,5605325,1664.242585,1666.031475,1788.889
0,TCGA-A2-A0EP-01Z-00-DX1.1180C406-5C18-4373-8621-1B7B70875113,tiff5x,4027245,46.920087,48.580220,1660.132
