slide_idx,slide_id,process_id,world_size,t_arrived_s,n_tiles,inference_batch_size,t_tissue_ms,t_extract_ms,t_mil_ms,t_heatmap_write_ms,t_total_ms,backend,model,cache_policy_requested,client_page_cache_discarded,heatmap_format,heatmap_path,heatmap_bytes
0,TCGA-5L-AAT1-01Z-00-DX1.F3449A5B-2AC4-4ED7-BF44-4C8946CDB47D,7,64,0.000008,3847,16,16.059,42522.780,67.532,2000.714,44607.085,kvikio,virchow2,warm,,tiff5x,/home/ec2-user/wsi-cloud/runs/2026-08-23-024912-weka-s7-7.2-concurrent-virchow2-kvikio-warm-N64/heatmaps/proc7/TCGA-5L-AAT1-01Z-00-DX1.F3449A5B-2AC4-4ED7-BF44-4C8946CDB47D.tiff,2919184
1,TCGA-A2-A0T3-01Z-00-DX1.5E96BC87-F4FB-4ABA-8D81-FAB7F4A80661,7,64,44.607285,10843,16,73.818,124085.289,5.290,2424.280,126588.676,kvikio,virchow2,warm,,tiff5x,/home/ec2-user/wsi-cloud/runs/2026-08-23-024912-weka-s7-7.2-concurrent-virchow2-kvikio-warm-N64/heatmaps/proc7/TCGA-A2-A0T3-01Z-00-DX1.5E96BC87-F4FB-4ABA-8D81-FAB7F4A80661.tiff,6395617
2,TCGA-A7-A0DB-01Z-00-DX2.6C6A5F9C-294F-4A86-A0F1-B68D4729B535,7,64,171.196105,3507,16,16.866,40760.567,4.833,1808.243,42590.510,kvikio,virchow2,warm,,tiff5x,/home/ec2-user/wsi-cloud/runs/2026-08-23-024912-weka-s7-7.2-concurrent-virchow2-kvikio-warm-N64/heatmaps/proc7/TCGA-A7-A0DB-01Z-00-DX2.6C6A5F9C-294F-4A86-A0F1-B68D4729B535.tiff,2445474
3,TCGA-A8-A07O-01Z-00-DX1.3D657129-F2A7-4BC1-A910-805FBDCE2212,7,64,213.786762,2350,16,10.220,27034.768,2.550,350.222,27397.761,kvikio,virchow2,warm,,tiff5x,/home/ec2-user/wsi-cloud/runs/2026-08-23-024912-weka-s7-7.2-concurrent-virchow2-kvikio-warm-N64/heatmaps/proc7/TCGA-A8-A07O-01Z-00-DX1.3D657129-F2A7-4BC1-A910-805FBDCE2212.tiff,1640177
4,TCGA-AC-A23G-01Z-00-DX1.2F0326F7-6B77-4B3F-B4FA-59ADB785AA07,7,64,241.184647,642,16,3.964,7715.244,4.653,104.562,7828.423,kvikio,virchow2,warm,,tiff5x,/home/ec2-user/wsi-cloud/runs/2026-08-23-024912-weka-s7-7.2-concurrent-virchow2-kvikio-warm-N64/heatmaps/proc7/TCGA-AC-A23G-01Z-00-DX1.2F0326F7-6B77-4B3F-B4FA-59ADB785AA07.tiff,519952
5,TCGA-AN-A0FW-01Z-00-DX1.5EEDFC71-6ABE-4189-8C45-2127403A8F04,7,64,249.013206,5494,16,25.121,62465.882,9.615,643.223,63143.840,kvikio,virchow2,warm,,tiff5x,/home/ec2-user/wsi-cloud/runs/2026-08-23-024912-weka-s7-7.2-concurrent-virchow2-kvikio-warm-N64/heatmaps/proc7/TCGA-AN-A0FW-01Z-00-DX1.5EEDFC71-6ABE-4189-8C45-2127403A8F04.tiff,3809839
6,TCGA-AR-A24T-01Z-00-DX1.3B325D54-38EC-4E16-BDE1-628894CC15AA,7,64,312.157183,18890,16,104.339,220098.064,5.759,3260.006,223468.168,kvikio,virchow2,warm,,tiff5x,/home/ec2-user/wsi-cloud/runs/2026-08-23-024912-weka-s7-7.2-concurrent-virchow2-kvikio-warm-N64/heatmaps/proc7/TCGA-AR-A24T-01Z-00-DX1.3B325D54-38EC-4E16-BDE1-628894CC15AA.tiff,9321507
7,TCGA-B6-A0WY-01Z-00-DX1.FA103E02-3BDC-47DC-BA6E-59FCC58866D1,7,64,535.625595,19399,16,83.292,223929.997,5.820,2637.969,226657.077,kvikio,virchow2,warm,,tiff5x,/home/ec2-user/wsi-cloud/runs/2026-08-23-024912-weka-s7-7.2-concurrent-virchow2-kvikio-warm-N64/heatmaps/proc7/TCGA-B6-A0WY-01Z-00-DX1.FA103E02-3BDC-47DC-BA6E-59FCC58866D1.tiff,11167424
8,TCGA-BH-A0E2-01Z-00-DX1.5F6FA19C-D59F-45BE-80CE-F738CAB1EF0B,7,64,762.282814,14400,16,57.163,167301.023,10.173,2419.836,169788.195,kvikio,virchow2,warm,,tiff5x,/home/ec2-user/wsi-cloud/runs/2026-08-23-024912-weka-s7-7.2-concurrent-virchow2-kvikio-warm-N64/heatmaps/proc7/TCGA-BH-A0E2-01Z-00-DX1.5F6FA19C-D59F-45BE-80CE-F738CAB1EF0B.tiff,9572309
9,TCGA-BH-A1F8-01Z-00-DX1.8BB026F7-35CB-483F-B665-4C3A3EF47E1B,7,64,932.071153,29176,16,140.950,330647.483,6.596,4381.768,335176.796,kvikio,virchow2,warm,,tiff5x,/home/ec2-user/wsi-cloud/runs/2026-08-23-024912-weka-s7-7.2-concurrent-virchow2-kvikio-warm-N64/heatmaps/proc7/TCGA-BH-A1F8-01Z-00-DX1.8BB026F7-35CB-483F-B665-4C3A3EF47E1B.tiff,17857219
