worker_id,time_since_start_s,file_idx_in_corpus,file_size_bytes,load_latency_ms,pattern,dtype_inferred
0,303.314798,5439,52429037,327.989,random,float16
0,306.652754,1225,52429037,332.021,random,float16
0,309.799613,7994,52429037,271.364,random,float16
0,312.740727,1646,52429037,287.646,random,float16
0,315.739368,6141,52429037,308.250,random,float16
0,318.760844,1293,52429037,299.414,random,float16
0,321.785012,7529,52429037,319.620,random,float16
0,324.816349,9626,52429037,314.523,random,float16
0,327.842904,3886,52429037,298.002,random,float16
0,330.865640,132,52429037,307.410,random,float16
0,333.894740,3115,52429037,311.466,random,float16
0,336.918976,2153,52429037,281.668,random,float16
0,339.864927,8697,52429037,295.506,random,float16
0,342.864747,2306,52429037,315.382,random,float16
0,345.877190,2024,52429037,298.386,random,float16
0,348.840500,410,52429037,289.023,random,float16
0,351.729296,2290,52429037,295.944,random,float16
0,354.612574,6367,52429037,308.231,random,float16
0,357.600292,6686,52429037,294.175,random,float16
0,360.551497,6018,52429037,297.480,random,float16
0,363.461765,3475,52429037,280.049,random,float16
0,366.445852,9080,52429037,304.076,random,float16
0,369.505008,2370,52429037,324.001,random,float16
0,372.764752,3898,52429037,319.546,random,float16
0,375.980045,1862,52429037,319.625,random,float16
0,379.202474,3629,52429037,309.350,random,float16
0,382.469611,1768,52429037,326.869,random,float16
0,385.781912,4505,52429037,321.568,random,float16
0,389.090079,9919,52429037,341.700,random,float16
0,392.417656,5553,52429037,337.193,random,float16
0,395.776490,7770,52429037,331.465,random,float16
0,399.063602,982,52429037,311.318,random,float16
0,402.347848,4712,52429037,342.403,random,float16
0,405.594547,3674,52429037,312.928,random,float16
0,408.766907,9190,52429037,326.151,random,float16
0,412.052922,5751,52429037,333.834,random,float16
0,415.309717,8691,52429037,315.962,random,float16
0,418.530187,9299,52429037,314.874,random,float16
0,421.784851,6947,52429037,314.937,random,float16
0,424.818641,7043,52429037,312.684,random,float16
0,428.050591,9819,52429037,317.080,random,float16
0,431.258266,1965,52429037,340.655,random,float16
0,434.517817,9154,52429037,322.245,random,float16
0,437.691386,9433,52429037,319.254,random,float16
0,440.858952,2815,52429037,321.537,random,float16
0,444.109523,8584,52429037,341.412,random,float16
0,447.398532,1868,52429037,322.709,random,float16
0,450.662463,4193,52429037,322.724,random,float16
0,453.890459,9494,52429037,311.804,random,float16
