slide_idx,slide_id,format,bytes_written,t_write_start_s,t_write_end_s,write_ms
0,TCGA-3C-AALI-01Z-00-DX1.F6E9A5DF-D8FB-45CF-B4BD-C6B76294C291,tiff5x,9807502,51.473519,53.647097,2173.577
1,TCGA-3C-AALK-01Z-00-DX1.4E6EB156-BB19-410F-878F-FC0EA7BD0B53,tiff5x,8805686,104.029311,105.916782,1887.470
2,TCGA-5T-A9QA-01Z-00-DX1.B4212117-E0A7-4EF2-B324-8396042ACEC1,tiff5x,12796554,191.245011,193.839165,2594.154
3,TCGA-A1-A0SF-01Z-00-DX1.7F252D89-EA78-419F-A969-1B7313D77499,tiff5x,6249011,229.579619,231.125657,1546.037
4,TCGA-A1-A0SK-01Z-00-DX1.A44D70FA-4D96-43F4-9DD7-A61535786297,tiff5x,11020845,303.213059,305.919391,2706.332
5,TCGA-A1-A0SQ-01Z-00-DX1.36071264-3407-4224-BCBB-2ED00294569A,tiff5x,13016178,396.453977,399.200897,2746.920
6,TCGA-A2-A04R-01Z-00-DX1.BE3661A3-A2A0-4248-B7D5-D8986E529B6C,tiff5x,6341359,439.246517,440.671906,1425.389
7,TCGA-A2-A04W-01Z-00-DX1.F7E7B945-2ADC-4741-8FCE-ACEA657DB9C7,tiff5x,11448424,515.380502,518.484273,3103.770
8,TCGA-A2-A0CL-01Z-00-DX1.5342E971-DCD2-42C4-B4FF-E6942A95829E,tiff5x,8980318,577.238606,579.519362,2280.756
9,TCGA-A2-A0CQ-01Z-00-DX1.4E5FB4E5-A08C-4C87-A3BE-0640A95AE649,tiff5x,3966826,599.429564,600.701178,1271.613
10,TCGA-A2-A0CU-01Z-00-DX1.5B77D21C-A497-478B-9752-3730322AD9ED,tiff5x,13809414,690.402421,693.467211,3064.789
11,TCGA-A2-A0CY-01Z-00-DX1.8815F011-317B-4BB7-A48F-64EABD0E558B,tiff5x,14301465,774.347737,777.885641,3537.903
12,TCGA-A2-A0D4-01Z-00-DX1.35E43827-DABC-4685-A62A-333672923349,tiff5x,7306903,816.229168,817.930518,1701.349
13,TCGA-A2-A0EP-01Z-00-DX1.1180C406-5C18-4373-8621-1B7B70875113,tiff5x,3545720,832.757626,834.399665,1642.039
14,TCGA-A2-A0ET-01Z-00-DX1.41E86BB9-EA52-4615-94E7-0F09DDB094F4,tiff5x,7348593,880.545527,882.535192,1989.664
15,TCGA-A2-A0EX-01Z-00-DX1.F4C293E9-9BB2-48A1-8080-5F3082E219C5,tiff5x,6134953,921.204259,922.615023,1410.763
16,TCGA-A2-A0SV-01Z-00-DX1.F5645E47-3540-4753-AF5D-F5709BD8DFC1,tiff5x,10640063,991.217935,993.535744,2317.809
17,TCGA-A2-A0T0-01Z-00-DX1.51F904DA-A4B5-4451-8AEF-58E7EF7651DB,tiff5x,9402721,1042.815687,1047.128507,4312.819
18,TCGA-A2-A0T4-01Z-00-DX1.AC61ED08-2E42-4D4A-BB81-746D3FEBB653,tiff5x,4556529,1071.386265,1072.905757,1519.491
19,TCGA-A2-A0YC-01Z-00-DX1.F01F2268-17D8-45FD-8917-FD89454D0709,tiff5x,8456246,1122.226886,1125.362180,3135.293
20,TCGA-A2-A0YG-01Z-00-DX1.89A39319-F880-47DE-B311-DA1F6A64B6F3,tiff5x,5343432,1155.659123,1157.399510,1740.386
21,TCGA-A2-A0YK-01Z-00-DX1.FB23FC30-B3B2-452A-A6B0-94129B333207,tiff5x,7043928,1198.479350,1200.438373,1959.023
22,TCGA-A2-A1FV-01Z-00-DX1.F70ACD9A-7819-4296-BD28-4D24BBA8AFF4,tiff5x,11189832,1270.845398,1273.871146,3025.747
23,TCGA-A2-A1G0-01Z-00-DX1.9ECB0B8A-EF4E-45A9-82AC-EF36375DEF65,tiff5x,6537098,1316.041103,1317.873690,1832.587
24,TCGA-A2-A259-01Z-00-DX1.7289CD72-CB74-41D4-B4AC-4EA5FDFEC666,tiff5x,14826791,1405.495750,1409.559771,4064.020
25,TCGA-A2-A25D-01Z-00-DX1.41DADDB8-3E3F-4F8F-8BE7-C43F8FBCFD2B,tiff5x,9887269,1472.955093,1475.888495,2933.402
26,TCGA-A2-A3KD-01Z-00-DX1.E400D529-A0D1-4C78-AD5C-33EB0508B128,tiff5x,6149917,1515.713091,1517.434658,1721.567
27,TCGA-A2-A3XV-01Z-00-DX1.4B58B7CD-B3F6-4C31-863F-924D291EF17C,tiff5x,5701401,1557.268021,1558.482897,1214.876
28,TCGA-A2-A3XZ-01Z-00-DX1.B7A1344E-7015-4A21-B3D4-EB760161BE7C,tiff5x,8201218,1609.243989,1611.557800,2313.810
29,TCGA-A2-A4RY-01Z-00-DX1.143E32FC-E10F-4590-9C72-32094B24EF8C,tiff5x,8663631,1664.233152,1666.024322,1791.169
30,TCGA-A2-A4S3-01Z-00-DX1.50699E65-E536-4C9B-93A7-4C9894624A29,tiff5x,9400441,1725.683819,1727.571892,1888.072
31,TCGA-A7-A0CG-01Z-00-DX1.D77019C2-96B1-4EF5-A61E-5F2D5B8D9852,tiff5x,4743656,1753.322053,1754.599164,1277.110
32,TCGA-A7-A0CJ-01Z-00-DX1.E26F2F62-D688-4373-BB7B-790A06734E49,tiff5x,1832848,1763.877329,1764.511396,634.066
33,TCGA-A7-A0DA-01Z-00-DX1.5F087009-16E9-4A07-BA24-62340E108B17,tiff5x,5285188,1796.507600,1797.579531,1071.930
0,TCGA-3C-AALI-01Z-00-DX2.CF4496E0-AB52-4F3E-BDF5-C34833B91B7C,tiff5x,10993920,73.710098,76.244611,2534.512
1,TCGA-4H-AAAK-01Z-00-DX1.ABF1B042-1970-4E28-8671-43AAD393D2F9,tiff5x,6128865,111.891124,113.326090,1434.965
2,TCGA-A1-A0SB-01Z-00-DX1.B34C267B-CAAA-4AB6-AD5C-276C26F997A1,tiff5x,5956672,139.955338,141.902702,1947.364
3,TCGA-A1-A0SH-01Z-00-DX1.90E71B08-E1D9-4FC2-85AC-062E56DDF17C,tiff5x,6032683,176.309316,178.021120,1711.803
4,TCGA-A1-A0SM-01Z-00-DX1.AD503DBD-4D93-4476-B467-F091254FDF78,tiff5x,7929939,218.694168,220.876900,2182.732
5,TCGA-A2-A04N-01Z-00-DX1.9E9B7DB0-1CF1-4631-8292-A9DBCA0BD37C,tiff5x,7132389,259.660923,262.346889,2685.965
