step_idx,phase,t_step_start_s,t_step_end_s,step_duration_ms,t_dataload_ms,t_forward_ms,samples_per_step,slide_id_in_step,world_size
0,ramp,0.102668,1.396354,1293.686,18.982,1274.582,256,TCGA-A1-A0SH-01Z-00-DX1.90E71B08-E1D9-4FC2-85AC-062E56DDF17C,1
1,ramp,1.409373,2.285889,876.516,1.771,874.663,256,TCGA-A1-A0SH-01Z-00-DX1.90E71B08-E1D9-4FC2-85AC-062E56DDF17C,1
2,ramp,2.297488,3.174257,876.768,1.750,874.966,256,TCGA-A1-A0SH-01Z-00-DX1.90E71B08-E1D9-4FC2-85AC-062E56DDF17C,1
3,ramp,3.186321,4.064237,877.916,1.759,876.099,256,TCGA-A1-A0SH-01Z-00-DX1.90E71B08-E1D9-4FC2-85AC-062E56DDF17C,1
4,ramp,4.075808,4.954267,878.458,1.751,876.648,256,TCGA-A1-A0SH-01Z-00-DX1.90E71B08-E1D9-4FC2-85AC-062E56DDF17C,1
5,ramp,4.967063,5.846145,879.083,1.741,877.285,256,TCGA-A1-A0SH-01Z-00-DX1.90E71B08-E1D9-4FC2-85AC-062E56DDF17C,1
6,ramp,5.857416,6.736466,879.050,1.747,877.251,256,TCGA-A1-A0SH-01Z-00-DX1.90E71B08-E1D9-4FC2-85AC-062E56DDF17C,1
7,ramp,6.749606,7.630063,880.457,1.755,878.651,256,TCGA-A1-A0SH-01Z-00-DX1.90E71B08-E1D9-4FC2-85AC-062E56DDF17C,1
8,ramp,7.641904,8.522316,880.412,1.751,878.609,256,TCGA-A1-A0SH-01Z-00-DX1.90E71B08-E1D9-4FC2-85AC-062E56DDF17C,1
9,ramp,8.533964,9.415445,881.481,1.751,879.683,256,TCGA-A1-A0SH-01Z-00-DX1.90E71B08-E1D9-4FC2-85AC-062E56DDF17C,1
10,steady,9.427112,10.309375,882.262,1.748,880.468,256,TCGA-A1-A0SH-01Z-00-DX1.90E71B08-E1D9-4FC2-85AC-062E56DDF17C,1
11,steady,10.321120,11.203148,882.028,1.750,880.227,256,TCGA-A1-A0SH-01Z-00-DX1.90E71B08-E1D9-4FC2-85AC-062E56DDF17C,1
12,steady,11.215377,12.097924,882.547,1.747,880.753,256,TCGA-A1-A0SH-01Z-00-DX1.90E71B08-E1D9-4FC2-85AC-062E56DDF17C,1
13,steady,12.109420,12.992916,883.496,1.753,881.698,256,TCGA-A1-A0SH-01Z-00-DX1.90E71B08-E1D9-4FC2-85AC-062E56DDF17C,1
14,steady,13.005181,13.889462,884.281,1.739,882.498,256,TCGA-A1-A0SH-01Z-00-DX1.90E71B08-E1D9-4FC2-85AC-062E56DDF17C,1
15,steady,13.901091,14.785868,884.778,1.747,882.985,256,TCGA-A1-A0SH-01Z-00-DX1.90E71B08-E1D9-4FC2-85AC-062E56DDF17C,1
16,steady,14.797682,15.682852,885.170,1.749,883.373,256,TCGA-A1-A0SH-01Z-00-DX1.90E71B08-E1D9-4FC2-85AC-062E56DDF17C,1
17,steady,15.694278,16.579593,885.314,1.746,883.518,256,TCGA-A1-A0SH-01Z-00-DX1.90E71B08-E1D9-4FC2-85AC-062E56DDF17C,1
