slide_idx,slide_id,format,bytes_written,t_write_start_s,t_write_end_s,write_ms
29,normal_142,tiff5x,12430175,1094.904728,1099.619271,4714.542
30,test_018,tiff5x,6316854,1136.160888,1137.890896,1730.007
31,test_059,tiff5x,5235865,1165.181188,1166.991659,1810.471
32,test_130,tiff5x,4453687,1189.641049,1191.232076,1591.026
33,tumor_022,tiff5x,7268037,1222.959042,1224.725386,1766.343
34,tumor_070,tiff5x,5364049,1248.309944,1250.021631,1711.686
35,tumor_090,tiff5x,14853263,1354.675968,1360.088343,5412.375
36,normal_014,tiff5x,1842808,1368.419599,1369.111304,691.704
37,normal_045,tiff5x,566955,1370.567809,1371.038273,470.463
38,normal_058,tiff5x,3409316,1391.477481,1392.378241,900.760
39,normal_103,tiff5x,8019947,1435.523442,1437.111133,1587.690
40,normal_116,tiff5x,7255742,1475.789007,1477.145034,1356.026
41,normal_142,tiff5x,12430175,1550.232770,1554.853674,4620.904
42,test_018,tiff5x,6316854,1591.048924,1592.799207,1750.283
43,test_059,tiff5x,5235865,1620.148141,1621.919936,1771.794
44,test_130,tiff5x,4453687,1644.514450,1646.005770,1491.319
45,tumor_022,tiff5x,7268037,1677.267095,1679.052625,1785.529
46,tumor_070,tiff5x,5364049,1702.422417,1704.264501,1842.084
0,normal_016,tiff5x,762186,2.567142,3.300999,733.855
1,normal_048,tiff5x,1878348,12.745151,13.293258,548.106
2,normal_072,tiff5x,6753464,41.384523,44.408795,3024.272
3,normal_112,tiff5x,12078579,117.232978,120.550154,3317.175
4,normal_121,tiff5x,14521665,205.234910,208.794643,3559.733
5,normal_144,tiff5x,8086489,245.975362,248.201829,2226.466
6,test_025,tiff5x,1897547,255.251507,255.747964,496.457
7,test_072,tiff5x,3306301,267.950797,269.504404,1553.605
8,tumor_014,tiff5x,6490283,306.960313,309.170618,2210.305
9,tumor_040,tiff5x,8810128,356.504136,359.055698,2551.561
10,tumor_072,tiff5x,10748311,435.239295,438.335361,3096.065
11,tumor_092,tiff5x,18336390,569.801778,575.517581,5715.802
12,normal_016,tiff5x,762186,577.658527,578.378797,720.269
13,normal_048,tiff5x,1878348,588.087822,588.630397,542.574
14,normal_072,tiff5x,6753464,617.694981,620.322656,2627.674
15,normal_112,tiff5x,12078579,692.603475,696.005152,3401.676
16,normal_121,tiff5x,14521665,781.731849,785.300285,3568.435
17,normal_144,tiff5x,8086489,823.328482,825.444913,2116.431
18,test_025,tiff5x,1897547,832.486043,832.979343,493.300
19,test_072,tiff5x,3306301,845.279124,846.836739,1557.615
20,tumor_014,tiff5x,6490283,884.202702,886.440402,2237.700
21,tumor_040,tiff5x,8810128,933.572283,936.141647,2569.364
22,tumor_072,tiff5x,10748311,1012.445459,1015.548336,3102.876
23,tumor_092,tiff5x,18336390,1148.059412,1153.347248,5287.835
24,normal_016,tiff5x,762186,1155.510498,1156.234341,723.842
25,normal_048,tiff5x,1878348,1166.011510,1166.563645,552.134
26,normal_072,tiff5x,6753464,1195.643642,1198.391949,2748.306
27,normal_112,tiff5x,12078579,1272.088556,1275.417386,3328.830
28,normal_121,tiff5x,14521665,1362.629735,1366.195627,3565.891
29,normal_144,tiff5x,8086489,1404.627364,1406.752388,2125.023
30,test_025,tiff5x,1897547,1413.843514,1414.343889,500.375
31,test_072,tiff5x,3306301,1426.573633,1428.126069,1552.436
32,tumor_014,tiff5x,6490283,1464.920811,1467.143622,2222.810
33,tumor_040,tiff5x,8810128,1514.415842,1516.967628,2551.785
34,tumor_072,tiff5x,10748311,1593.127611,1596.348019,3220.408
35,tumor_092,tiff5x,18336390,1728.473239,1733.714395,5241.156
36,normal_016,tiff5x,762186,1735.857961,1736.605660,747.698
37,normal_048,tiff5x,1878348,1746.354856,1746.905440,550.584
38,normal_072,tiff5x,6753464,1775.936174,1778.652175,2716.000
