slide_idx,slide_id,format,bytes_written,t_write_start_s,t_write_end_s,write_ms
40,TCGA-D8-A1XV-01Z-00-DX2.D1988E01-5FDC-4F50-8183-F0CCE74D0CB2,tiff5x,8511818,1903.204360,1904.920864,1716.503
41,TCGA-E2-A15E-06Z-00-DX1.D394A007-91A2-4445-9B4A-1629EE684A51,tiff5x,11512053,1978.460634,1981.335802,2875.167
42,TCGA-E2-A15J-01Z-00-DX1.BF7901D1-30B1-4A76-B0A5-E9B8B36EF4C9,tiff5x,10362616,2048.996554,2051.271715,2275.160
43,TCGA-E2-A15K-01Z-00-DX1.9F424BE2-9BFE-4DFF-8CC9-10D2DADBBEA7,tiff5x,5117514,2077.064448,2078.564933,1500.485
44,TCGA-E9-A1N8-01Z-00-DX1.1243AB1C-75A3-4A5E-9674-53992E6DD377,tiff5x,7345540,2129.719692,2131.346743,1627.050
45,TCGA-E9-A1RD-01Z-00-DX1.34083668-cbd2-4610-b857-d50ee9f3e5bd,tiff5x,5960287,2170.766741,2171.908422,1141.680
46,TCGA-GM-A2DN-01Z-00-DX1.593003B0-BA87-486B-B472-D6B85867D54D,tiff5x,7048370,2219.655180,2221.503515,1848.335
47,TCGA-PE-A5DC-01Z-00-DX1.8E6953AD-C14A-43F5-B062-E31AB13C7BDF,tiff5x,4058929,2249.671934,2250.696297,1024.363
48,TCGA-S3-AA12-01Z-00-DX1.2A991B9F-E7E6-410B-B0BF-635E3CC40C7E,tiff5x,12304448,2337.027722,2339.332447,2304.724
49,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9,tiff5x,10519776,2413.674635,2415.852075,2177.439
