step_idx,phase,t_step_start_s,t_step_end_s,step_duration_ms,t_dataload_ms,t_forward_ms,t_backward_ms,t_optimizer_ms,samples_per_step_per_rank,world_size,loss
0,ramp,0.000013,12.567613,12567.599,273.009,1608.044,10676.684,9.584,256,1,0.715614
1,ramp,12.567743,12.823628,255.885,26.262,88.320,140.982,0.274,256,1,0.707395
2,ramp,12.823670,13.086085,262.415,14.142,88.146,141.128,18.971,256,1,0.708878
3,ramp,13.086127,13.338109,251.981,14.212,88.307,141.223,8.214,256,1,1.437179
4,ramp,13.338152,13.584430,246.278,14.438,88.249,141.181,2.384,256,1,3.566308
5,ramp,13.584473,13.830404,245.931,14.205,88.293,141.021,2.386,256,1,1.693045
6,ramp,13.830444,14.075969,245.525,13.758,88.215,141.156,2.370,256,1,0.798246
7,ramp,14.076019,14.322097,246.078,14.301,88.241,141.134,2.376,256,1,2.331625
8,ramp,14.322137,14.567842,245.705,14.046,88.196,141.065,2.373,256,1,3.979286
9,ramp,14.567882,14.813902,246.021,14.318,88.181,141.108,2.388,256,1,3.180046
10,ramp,14.813942,15.060395,246.453,14.733,88.242,141.112,2.341,256,1,1.057460
11,ramp,15.060435,15.306482,246.048,14.095,88.265,141.149,2.511,256,1,2.434689
12,ramp,15.306539,15.552510,245.970,14.205,88.179,141.149,2.408,256,1,0.972395
13,ramp,15.552558,15.798432,245.873,14.065,88.277,141.125,2.378,256,1,1.458617
14,ramp,15.798478,16.044022,245.544,13.796,88.232,141.109,2.378,256,1,0.684248
15,ramp,16.044066,16.289890,245.823,14.131,88.178,141.072,2.415,256,1,1.175371
16,ramp,16.289929,16.536297,246.368,14.497,88.290,141.189,2.367,256,1,1.044404
17,ramp,16.536338,16.781925,245.588,13.876,88.285,141.051,2.351,256,1,0.829706
18,ramp,16.781965,17.027979,246.014,14.348,88.174,141.106,2.363,256,1,1.084206
19,ramp,17.028019,17.273777,245.758,14.003,88.181,141.186,2.362,256,1,0.809712
20,ramp,17.273818,17.519351,245.532,13.816,88.236,141.069,2.383,256,1,0.881762
21,ramp,17.519393,17.765523,246.130,13.981,88.275,141.107,2.738,256,1,1.068039
22,ramp,17.765576,18.013108,247.532,15.585,88.358,141.164,2.393,256,1,0.685440
23,ramp,18.013150,18.258806,245.656,13.823,88.236,141.183,2.387,256,1,0.779711
24,ramp,18.258848,18.504301,245.454,13.771,88.218,141.064,2.374,256,1,0.776789
25,ramp,18.504342,18.749959,245.617,13.979,88.158,141.091,2.361,256,1,0.752982
26,ramp,18.750002,18.995676,245.674,13.949,88.200,141.124,2.375,256,1,0.805395
27,ramp,18.995717,19.241139,245.422,13.723,88.157,141.150,2.363,256,1,1.456157
28,ramp,19.241180,19.486790,245.610,13.799,88.288,141.136,2.358,256,1,1.075338
29,ramp,19.486831,19.732334,245.504,13.763,88.208,141.077,2.426,256,1,1.160529
30,ramp,19.732375,19.977988,245.612,13.804,88.238,141.181,2.361,256,1,0.890259
31,ramp,19.978030,20.223930,245.901,13.939,88.360,141.188,2.385,256,1,1.063281
32,ramp,20.223971,20.469666,245.695,13.921,88.227,141.154,2.363,256,1,1.441900
33,ramp,20.469707,20.715199,245.491,13.730,88.202,141.159,2.373,256,1,1.512046
34,ramp,20.715240,20.960976,245.736,13.940,88.250,141.142,2.375,256,1,0.706003
35,ramp,20.961020,21.206160,245.141,13.448,88.130,141.180,2.354,256,1,1.082784
36,ramp,21.206201,21.452502,246.301,14.472,88.302,141.095,2.405,256,1,0.918635
37,ramp,21.452544,21.698345,245.801,13.944,88.303,141.125,2.401,256,1,0.674138
38,ramp,21.698385,21.944328,245.943,14.007,88.382,141.151,2.376,256,1,0.759425
39,ramp,21.944369,22.190207,245.838,14.154,88.174,141.093,2.389,256,1,0.714123
40,ramp,22.190249,22.436245,245.996,14.067,88.267,141.251,2.385,256,1,0.756323
41,ramp,22.436286,22.681495,245.209,13.497,88.207,141.073,2.403,256,1,0.680816
42,ramp,22.681538,22.926999,245.461,13.727,88.230,141.110,2.365,256,1,1.821353
43,ramp,22.927041,23.172429,245.388,13.659,88.214,141.088,2.390,256,1,0.729454
44,ramp,23.172472,23.418577,246.105,14.173,88.360,141.188,2.356,256,1,0.743640
45,ramp,23.418618,23.664319,245.701,13.895,88.205,141.194,2.380,256,1,1.076270
46,ramp,23.664362,23.910182,245.820,13.962,88.329,141.122,2.380,256,1,0.872456
47,ramp,23.910223,24.156043,245.820,14.001,88.232,141.188,2.372,256,1,0.718562
48,ramp,24.156085,24.401711,245.626,13.833,88.346,141.035,2.385,256,1,0.756291
49,ramp,24.401753,24.647731,245.978,14.195,88.205,141.177,2.372,256,1,0.688689
50,ramp,24.647771,24.893256,245.485,13.540,88.295,141.223,2.398,256,1,0.836949
51,ramp,24.893364,25.139510,246.146,14.210,88.323,141.215,2.367,256,1,0.899932
52,ramp,25.139550,25.385072,245.522,13.491,88.259,141.364,2.380,256,1,2.320838
53,ramp,25.385114,25.630812,245.698,13.836,88.221,141.172,2.441,256,1,0.664649
54,ramp,25.630855,25.877225,246.370,14.248,88.325,141.320,2.448,256,1,1.463155
55,ramp,25.877266,26.122998,245.732,13.897,88.298,141.181,2.331,256,1,1.002381
56,ramp,26.123036,26.368528,245.492,13.572,88.373,141.158,2.363,256,1,1.077669
57,ramp,26.368567,26.613994,245.427,13.543,88.331,141.181,2.346,256,1,0.761447
58,ramp,26.614032,26.859599,245.567,13.944,88.268,140.977,2.353,256,1,0.660742
59,ramp,26.859637,27.105047,245.410,13.669,88.241,141.116,2.358,256,1,0.761575
60,ramp,27.105086,27.351012,245.926,14.114,88.250,141.181,2.355,256,1,0.684782
61,ramp,27.351052,27.596967,245.914,14.174,88.279,141.062,2.367,256,1,0.763801
62,ramp,27.597004,27.842711,245.707,13.809,88.447,141.071,2.354,256,1,0.987246
63,ramp,27.842749,28.088289,245.540,13.821,88.258,141.106,2.331,256,1,0.784067
64,ramp,28.088328,28.333761,245.433,13.623,88.286,141.141,2.358,256,1,0.720308
65,ramp,28.333800,28.579268,245.468,13.666,88.274,141.140,2.363,256,1,0.818850
66,ramp,28.579307,28.825156,245.849,13.860,88.348,141.178,2.437,256,1,0.777368
67,ramp,28.825197,29.071357,246.160,14.330,88.317,141.105,2.382,256,1,0.660526
68,ramp,29.071398,29.316941,245.543,13.663,88.363,141.123,2.369,256,1,0.646158
69,ramp,29.316981,29.562550,245.569,13.675,88.275,141.200,2.394,256,1,0.758212
70,ramp,29.562588,29.808435,245.847,13.897,88.296,141.249,2.380,256,1,0.720342
71,ramp,29.808474,30.054857,246.383,14.461,88.311,141.209,2.378,256,1,0.710917
72,ramp,30.054895,30.300233,245.338,13.505,88.306,141.132,2.371,256,1,0.720632
73,ramp,30.300271,30.546601,246.331,14.471,88.294,141.168,2.374,256,1,0.670610
74,ramp,30.546639,30.792119,245.479,13.616,88.341,141.145,2.352,256,1,0.651248
75,ramp,30.792157,31.037685,245.528,13.798,88.355,140.985,2.364,256,1,0.685493
76,ramp,31.037723,31.283236,245.513,13.647,88.347,141.136,2.358,256,1,0.652563
77,ramp,31.283275,31.531153,247.877,16.020,88.369,141.108,2.353,256,1,0.655679
78,ramp,31.531193,31.776955,245.763,13.830,88.238,141.269,2.399,256,1,0.672660
79,ramp,31.776995,32.022439,245.444,13.847,88.190,141.009,2.374,256,1,0.703522
80,ramp,32.022477,32.268296,245.819,13.974,88.260,141.189,2.372,256,1,1.075577
81,ramp,32.268335,32.514296,245.961,14.004,88.330,141.229,2.373,256,1,1.620349
82,ramp,32.514334,32.760007,245.673,13.810,88.240,141.245,2.351,256,1,1.972394
83,ramp,32.760047,33.005204,245.157,13.302,88.315,141.158,2.356,256,1,0.671846
84,ramp,33.005243,33.250662,245.419,13.632,88.312,141.106,2.344,256,1,0.658681
85,ramp,33.250701,33.495866,245.165,13.307,88.343,141.114,2.360,256,1,0.627384
86,ramp,33.495905,33.741858,245.953,14.042,88.329,141.189,2.366,256,1,0.665020
87,ramp,33.741897,33.987505,245.608,13.784,88.329,141.064,2.404,256,1,0.619213
88,ramp,33.987544,34.233896,246.352,14.445,88.339,141.183,2.358,256,1,0.691852
89,ramp,34.233934,34.479311,245.377,13.606,88.310,141.090,2.345,256,1,0.762589
90,ramp,34.479349,34.725012,245.663,13.776,88.369,141.150,2.341,256,1,0.633581
91,ramp,34.725052,34.971176,246.125,14.056,88.380,141.274,2.389,256,1,0.862126
92,ramp,34.971218,35.217270,246.052,14.239,88.259,141.136,2.392,256,1,0.811118
93,ramp,35.217310,35.462991,245.681,13.872,88.324,141.090,2.372,256,1,0.894739
94,ramp,35.463029,35.709005,245.975,14.185,88.384,141.010,2.374,256,1,0.666845
95,ramp,35.709044,35.954836,245.792,13.856,88.392,141.169,2.352,256,1,1.140596
96,ramp,35.954875,36.202600,247.726,15.802,88.279,141.207,2.413,256,1,0.945907
97,ramp,36.202640,36.447959,245.319,13.521,88.286,141.128,2.358,256,1,0.648224
98,ramp,36.447999,36.695551,247.552,15.893,88.224,141.041,2.370,256,1,0.762720
99,ramp,36.695590,36.941546,245.956,14.131,88.277,141.150,2.373,256,1,0.722667
100,ramp,36.941586,37.187532,245.945,14.108,88.315,141.109,2.387,256,1,0.661166
101,ramp,37.187637,37.433675,246.037,14.096,88.317,141.268,2.328,256,1,0.939223
102,ramp,37.433714,37.678992,245.278,13.506,88.335,141.058,2.354,256,1,0.691938
103,ramp,37.679031,37.924742,245.711,13.953,88.264,141.089,2.381,256,1,0.679372
104,ramp,37.924781,38.170701,245.920,14.029,88.315,141.184,2.366,256,1,0.653061
105,ramp,38.170759,38.415925,245.166,13.341,88.326,141.089,2.383,256,1,0.670889
106,ramp,38.415965,38.661639,245.674,13.892,88.228,141.174,2.354,256,1,0.651851
107,ramp,38.661680,38.906991,245.311,13.587,88.178,141.148,2.373,256,1,0.663457
108,ramp,38.907030,39.152797,245.767,13.995,88.223,141.146,2.379,256,1,0.624270
109,ramp,39.152836,39.398622,245.786,13.940,88.366,141.092,2.363,256,1,0.649156
110,ramp,39.398662,39.645254,246.592,14.690,88.361,141.150,2.366,256,1,0.604613
111,ramp,39.645292,39.890536,245.244,13.309,88.289,141.273,2.348,256,1,0.667027
112,ramp,39.890574,40.136566,245.992,14.022,88.345,141.244,2.354,256,1,0.647323
113,ramp,40.136606,40.382067,245.461,13.725,88.176,141.147,2.388,256,1,0.621764
114,ramp,40.382105,40.627882,245.777,13.842,88.332,141.229,2.349,256,1,0.651735
115,ramp,40.627921,40.873781,245.860,14.085,88.293,141.124,2.334,256,1,0.673294
116,ramp,40.873817,41.119437,245.620,13.704,88.397,141.136,2.356,256,1,0.633413
117,ramp,41.119477,41.365140,245.663,13.911,88.308,141.079,2.339,256,1,0.612410
118,ramp,41.365179,41.611287,246.109,14.186,88.358,141.183,2.355,256,1,0.574439
119,ramp,41.611327,41.856856,245.528,13.571,88.321,141.191,2.419,256,1,0.639031
120,ramp,41.856895,42.102571,245.676,13.847,88.284,141.108,2.410,256,1,0.617147
121,ramp,42.102613,42.348930,246.316,14.331,88.398,141.183,2.377,256,1,0.616771
122,ramp,42.348969,42.594545,245.576,13.758,88.244,141.190,2.359,256,1,0.637410
123,ramp,42.594583,42.840217,245.634,13.845,88.239,141.169,2.356,256,1,0.640127
124,ramp,42.840258,43.085489,245.231,13.416,88.268,141.186,2.336,256,1,0.635088
125,ramp,43.085528,43.330794,245.266,13.426,88.204,141.234,2.376,256,1,0.584735
126,ramp,43.330834,43.576471,245.637,13.782,88.307,141.155,2.365,256,1,0.599165
127,ramp,43.576512,43.822188,245.676,13.774,88.346,141.171,2.358,256,1,0.602201
128,ramp,43.822227,44.068811,246.583,14.458,88.328,141.405,2.367,256,1,0.692603
129,ramp,44.068850,44.314159,245.309,13.501,88.233,141.190,2.360,256,1,0.611496
130,ramp,44.314197,44.559835,245.638,13.771,88.312,141.182,2.347,256,1,0.648703
131,ramp,44.559875,44.805484,245.609,13.733,88.330,141.178,2.342,256,1,0.676611
132,ramp,44.805522,45.051504,245.981,14.081,88.254,141.262,2.358,256,1,0.629273
133,ramp,45.051545,45.296943,245.399,13.559,88.204,141.253,2.357,256,1,0.583431
134,ramp,45.296981,45.542666,245.685,13.829,88.330,141.148,2.352,256,1,0.641370
135,ramp,45.542705,45.788822,246.117,14.098,88.328,141.294,2.373,256,1,0.733276
136,ramp,45.788860,46.034181,245.321,13.477,88.284,141.181,2.354,256,1,0.581124
137,ramp,46.034219,46.279676,245.457,13.551,88.312,141.213,2.356,256,1,0.616114
138,ramp,46.279716,46.526739,247.023,15.056,88.381,141.236,2.325,256,1,0.621072
139,ramp,46.526778,46.772923,246.145,14.030,88.345,141.399,2.347,256,1,0.680387
140,ramp,46.772961,47.018511,245.550,13.652,88.241,141.282,2.351,256,1,0.592074
141,ramp,47.018551,47.264050,245.500,13.623,88.244,141.245,2.362,256,1,0.619506
142,ramp,47.264092,47.509604,245.512,13.599,88.343,141.191,2.351,256,1,0.610238
143,ramp,47.509643,47.755507,245.864,13.807,88.414,141.237,2.381,256,1,0.756114
144,ramp,47.755546,48.001415,245.869,13.988,88.325,141.153,2.378,256,1,0.576558
145,ramp,48.001456,48.247387,245.932,13.835,88.366,141.341,2.363,256,1,0.598811
146,ramp,48.247427,48.493307,245.880,13.911,88.404,141.200,2.339,256,1,0.578301
147,ramp,48.493345,48.738934,245.589,13.552,88.341,141.337,2.334,256,1,0.601799
148,ramp,48.738973,48.984818,245.845,13.924,88.319,141.223,2.354,256,1,0.607993
149,ramp,48.984857,49.230368,245.511,13.410,88.423,141.296,2.357,256,1,0.620531
150,ramp,49.230407,49.476180,245.773,13.711,88.449,141.264,2.324,256,1,0.616190
151,ramp,49.476499,49.722362,245.863,13.882,88.309,141.283,2.358,256,1,0.869710
152,ramp,49.722401,49.968175,245.775,13.700,88.274,141.364,2.412,256,1,0.565167
153,ramp,49.968214,50.213485,245.271,13.269,88.336,141.296,2.344,256,1,0.525254
154,ramp,50.213525,50.459589,246.064,14.038,88.371,141.287,2.344,256,1,0.628088
155,ramp,50.459629,50.705440,245.812,13.922,88.436,141.098,2.330,256,1,0.613482
156,ramp,50.705479,50.951078,245.599,13.640,88.311,141.265,2.357,256,1,0.587636
157,ramp,50.951118,51.197229,246.111,14.231,88.258,141.253,2.345,256,1,0.589762
158,ramp,51.197268,51.443183,245.915,13.851,88.370,141.258,2.412,256,1,0.548910
159,ramp,51.443223,51.688935,245.712,13.725,88.339,141.256,2.366,256,1,0.563483
160,ramp,51.688974,51.934673,245.699,13.718,88.304,141.307,2.346,256,1,0.553200
161,ramp,51.934711,52.180751,246.040,14.142,88.298,141.230,2.344,256,1,0.578266
162,ramp,52.180790,52.426358,245.568,13.499,88.362,141.340,2.342,256,1,0.593233
163,ramp,52.426397,52.672255,245.858,13.758,88.447,141.260,2.369,256,1,0.599309
164,ramp,52.672294,52.918081,245.787,13.792,88.323,141.328,2.318,256,1,0.649381
165,ramp,52.918120,53.164041,245.921,13.833,88.442,141.245,2.376,256,1,0.587039
166,ramp,53.164081,53.410217,246.136,14.138,88.337,141.287,2.350,256,1,0.609833
167,ramp,53.410256,53.656025,245.769,13.721,88.340,141.317,2.365,256,1,0.881990
168,ramp,53.656065,53.902214,246.150,14.002,88.350,141.429,2.344,256,1,0.635575
169,ramp,53.902252,54.148367,246.115,13.975,88.348,141.390,2.379,256,1,0.554115
170,ramp,54.148405,54.396456,248.051,15.842,88.387,141.443,2.355,256,1,0.790009
171,ramp,54.396494,54.642458,245.964,13.848,88.294,141.423,2.374,256,1,0.809123
172,ramp,54.642496,54.888456,245.961,13.837,88.346,141.423,2.331,256,1,0.757725
173,ramp,54.888494,55.134131,245.638,13.440,88.463,141.366,2.343,256,1,0.785011
174,ramp,55.134170,55.380402,246.233,14.112,88.377,141.361,2.358,256,1,0.638598
175,ramp,55.380441,55.626168,245.727,13.519,88.391,141.229,2.563,256,1,0.567066
176,ramp,55.626217,55.872291,246.074,13.708,88.505,141.410,2.425,256,1,0.954107
177,ramp,55.872336,56.118602,246.266,14.080,88.406,141.388,2.367,256,1,0.657916
178,ramp,56.118644,56.364724,246.080,13.773,88.423,141.492,2.366,256,1,0.642342
179,ramp,56.364765,56.610507,245.742,13.753,88.337,141.268,2.359,256,1,0.683844
180,ramp,56.610547,56.856315,245.768,13.717,88.385,141.257,2.385,256,1,0.636302
