step_idx,phase,t_step_start_s,t_step_end_s,step_duration_ms,t_dataload_ms,t_forward_ms,t_backward_ms,t_optimizer_ms,samples_per_step,num_workers,loss,n_tiles_in_step
0,ramp,3.492826,4.515480,1022.655,3264.500,846.758,84.166,87.248,1,32,0.722168,11796
1,ramp,4.516133,4.680707,164.574,6.423,0.974,0.778,156.710,1,32,0.688477,16061
2,ramp,4.681522,4.685311,3.790,1.815,0.404,1.572,0.685,1,32,0.499512,3789
3,ramp,4.685663,4.688051,2.387,1.573,0.138,0.278,0.673,1,32,0.554688,3551
4,ramp,4.688395,4.702681,14.285,1.757,0.165,11.500,1.108,1,32,0.395996,3962
5,ramp,4.703102,4.710502,7.400,5.658,0.868,0.678,0.488,1,32,0.737793,14243
6,ramp,4.710766,4.713242,2.476,1.890,0.197,0.182,0.398,1,32,0.778320,4498
7,ramp,4.713548,4.717182,3.634,2.825,0.321,0.250,0.454,1,32,0.635254,6898
8,ramp,4.741174,4.751581,10.407,5.155,24.995,3.202,0.975,1,32,0.665527,13140
9,ramp,4.751898,4.756295,4.397,3.474,0.459,0.333,0.380,1,32,0.423584,8545
10,ramp,4.756553,4.775544,18.991,7.976,1.334,1.002,8.871,1,32,1.161133,20438
11,ramp,4.775820,4.783244,7.424,5.682,0.863,0.694,0.392,1,32,0.552734,14442
12,ramp,4.783489,4.799938,16.449,7.854,1.313,6.398,1.047,1,32,0.621094,20228
13,ramp,4.800295,4.806002,5.708,4.367,0.589,0.460,0.543,1,32,0.500000,10858
14,ramp,4.806315,4.813473,7.158,5.413,0.802,0.655,0.512,1,32,0.594238,13676
15,ramp,4.813793,4.837068,23.275,4.790,0.698,0.516,17.499,1,32,0.441895,12007
16,ramp,4.837418,4.841535,4.117,3.241,0.376,0.301,0.457,1,32,0.469482,7883
17,ramp,4.841859,4.850959,9.101,6.683,1.048,0.820,0.784,1,32,0.750000,16971
18,ramp,4.851324,4.875389,24.065,7.149,1.165,0.902,15.094,1,32,0.830566,18182
19,ramp,4.875871,4.878771,2.900,2.301,0.225,0.204,0.564,1,32,1.010742,5202
20,ramp,4.879073,4.899320,20.247,4.591,8.779,6.367,0.732,1,32,1.057617,11520
21,ramp,4.899637,4.904776,5.139,4.006,0.516,0.393,0.459,1,32,0.908203,9941
22,ramp,4.905049,4.909028,3.979,3.048,0.357,0.286,0.480,1,32,0.862793,7529
23,ramp,4.909314,4.948243,38.929,6.683,1.056,0.857,30.488,1,32,0.797852,17061
24,ramp,4.948766,4.958366,9.599,7.217,1.156,0.902,0.650,1,32,0.868652,18193
25,ramp,4.958755,4.964501,5.745,4.405,0.603,0.462,0.557,1,32,1.785156,10879
26,ramp,4.964853,4.997738,32.885,7.051,23.776,1.715,0.599,1,32,0.685547,17907
27,ramp,4.998091,5.006158,8.067,6.099,0.944,0.748,0.527,1,32,0.666504,15436
28,ramp,5.006480,5.012129,5.649,4.400,0.624,0.468,0.393,1,32,0.751465,11007
29,ramp,5.012517,5.045610,33.092,3.732,27.317,1.531,0.814,1,32,0.661621,9040
30,ramp,5.045966,5.048511,2.546,1.758,0.161,0.297,0.585,1,32,0.756348,3995
31,ramp,5.048813,5.052711,3.899,3.054,0.356,0.282,0.424,1,32,0.757324,7472
32,ramp,5.052991,5.084705,31.714,4.741,0.690,0.514,25.931,1,32,0.527344,11959
33,ramp,5.085594,5.101935,16.340,9.563,1.495,1.126,4.829,1,32,0.763672,23239
34,ramp,5.102435,5.114715,12.280,4.005,0.527,0.386,7.678,1,32,0.879395,9791
35,ramp,5.115457,5.118129,2.672,1.695,0.142,0.771,0.637,1,32,0.800293,3162
36,ramp,5.118460,5.120887,2.427,1.760,0.167,0.220,0.504,1,32,0.779297,4090
37,ramp,5.121150,5.124271,3.120,2.480,0.265,0.220,0.348,1,32,0.483154,6044
38,ramp,5.124505,5.127181,2.676,2.075,0.211,0.196,0.364,1,32,0.766602,5034
