slide_idx,slide_id,process_id,world_size,t_arrived_s,n_tiles,inference_batch_size,t_tissue_ms,t_extract_ms,t_mil_ms,t_heatmap_write_ms,t_total_ms,backend,model,cache_policy_requested,client_page_cache_discarded,heatmap_format,heatmap_path,heatmap_bytes
22,TCGA-AR-A24U-01Z-00-DX1.220FD0D0-0DB6-4E3C-92A0-66CD6509F0AD,0,1,1385.498964,9856,256,45.806,36044.919,0.672,40433.562,76524.960,kvikio,virchow2,warm,,tiff_l0,/mnt/weka/heatmaps/7.3/7.3.b-heatmap-tiff-l0-virchow2-brca50/TCGA-AR-A24U-01Z-00-DX1.220FD0D0-0DB6-4E3C-92A0-66CD6509F0AD.tiff,52576944
23,TCGA-AR-A252-01Z-00-DX1.2E7EE069-A0B8-489B-A2F0-3175FB58F468,0,1,1462.024093,14876,256,63.623,54988.416,1.110,70212.461,125265.610,kvikio,virchow2,warm,,tiff_l0,/mnt/weka/heatmaps/7.3/7.3.b-heatmap-tiff-l0-virchow2-brca50/TCGA-AR-A252-01Z-00-DX1.2E7EE069-A0B8-489B-A2F0-3175FB58F468.tiff,74161578
24,TCGA-AR-A2LE-01Z-00-DX1.E8E1FC5C-9A4A-463F-81D7-E9A8AF43EAD9,0,1,1587.290172,5213,256,24.944,19178.429,0.668,21246.814,40450.855,kvikio,virchow2,warm,,tiff_l0,/mnt/weka/heatmaps/7.3/7.3.b-heatmap-tiff-l0-virchow2-brca50/TCGA-AR-A2LE-01Z-00-DX1.E8E1FC5C-9A4A-463F-81D7-E9A8AF43EAD9.tiff,24499090
25,TCGA-AR-A2LN-01Z-00-DX1.3EF43524-28B8-4326-9356-6BCBC63A1DA8,0,1,1627.741392,13502,256,55.429,49845.169,0.957,68053.989,117955.544,kvikio,virchow2,warm,,tiff_l0,/mnt/weka/heatmaps/7.3/7.3.b-heatmap-tiff-l0-virchow2-brca50/TCGA-AR-A2LN-01Z-00-DX1.3EF43524-28B8-4326-9356-6BCBC63A1DA8.tiff,66486959
26,TCGA-B6-A0I2-01Z-00-DX1.885D2034-73B7-48AE-8343-631F89061C38,0,1,1745.697396,10086,256,47.469,36958.620,0.640,38145.677,75152.407,kvikio,virchow2,warm,,tiff_l0,/mnt/weka/heatmaps/7.3/7.3.b-heatmap-tiff-l0-virchow2-brca50/TCGA-B6-A0I2-01Z-00-DX1.885D2034-73B7-48AE-8343-631F89061C38.tiff,48896414
27,TCGA-B6-A0IH-01Z-00-DX1.3463B12E-D1B0-4FB2-B257-BFD63BA2B6BF,0,1,1820.849964,22889,256,97.008,85053.086,1.648,70767.164,155918.905,kvikio,virchow2,warm,,tiff_l0,/mnt/weka/heatmaps/7.3/7.3.b-heatmap-tiff-l0-virchow2-brca50/TCGA-B6-A0IH-01Z-00-DX1.3463B12E-D1B0-4FB2-B257-BFD63BA2B6BF.tiff,104769147
28,TCGA-B6-A0WW-01Z-00-DX1.64048633-1D1A-4074-8C50-7641159355DB,0,1,1976.769024,25271,256,107.963,93807.172,1.805,59204.547,153121.486,kvikio,virchow2,warm,,tiff_l0,/mnt/weka/heatmaps/7.3/7.3.b-heatmap-tiff-l0-virchow2-brca50/TCGA-B6-A0WW-01Z-00-DX1.64048633-1D1A-4074-8C50-7641159355DB.tiff,105864466
29,TCGA-BH-A0BS-01Z-00-DX1.FEE32127-4D0B-4560-A39C-4EAA5B189B70,0,1,2129.890664,14377,256,60.641,52810.309,0.987,58388.844,111260.781,kvikio,virchow2,warm,,tiff_l0,/mnt/weka/heatmaps/7.3/7.3.b-heatmap-tiff-l0-virchow2-brca50/TCGA-BH-A0BS-01Z-00-DX1.FEE32127-4D0B-4560-A39C-4EAA5B189B70.tiff,70339011
30,TCGA-BH-A0DX-01Z-00-DX1.45C27E71-9A0A-400E-93A9-5CE7780F3C5E,0,1,2241.151597,5319,256,27.518,19500.963,0.622,52279.495,71808.599,kvikio,virchow2,warm,,tiff_l0,/mnt/weka/heatmaps/7.3/7.3.b-heatmap-tiff-l0-virchow2-brca50/TCGA-BH-A0DX-01Z-00-DX1.45C27E71-9A0A-400E-93A9-5CE7780F3C5E.tiff,38999369
31,TCGA-BH-A0E7-01Z-00-DX1.7FEE54C4-3795-403C-85B9-FF932BE56788,0,1,2312.960349,7912,256,32.479,28968.522,0.740,43306.609,72308.350,kvikio,virchow2,warm,,tiff_l0,/mnt/weka/heatmaps/7.3/7.3.b-heatmap-tiff-l0-virchow2-brca50/TCGA-BH-A0E7-01Z-00-DX1.7FEE54C4-3795-403C-85B9-FF932BE56788.tiff,49902102
32,TCGA-BH-A0HQ-01Z-00-DX1.0921FCEF-20A2-4D4B-A198-91AF9F6C814C,0,1,2385.268857,12548,256,55.379,46154.085,0.928,42232.691,88443.082,kvikio,virchow2,warm,,tiff_l0,/mnt/weka/heatmaps/7.3/7.3.b-heatmap-tiff-l0-virchow2-brca50/TCGA-BH-A0HQ-01Z-00-DX1.0921FCEF-20A2-4D4B-A198-91AF9F6C814C.tiff,63015932
33,TCGA-BH-A0W5-01Z-00-DX1.84EA3913-667B-4694-A0F0-E629CAC615C8,0,1,2473.712101,13459,256,60.138,49681.342,0.897,54352.372,104094.750,kvikio,virchow2,warm,,tiff_l0,/mnt/weka/heatmaps/7.3/7.3.b-heatmap-tiff-l0-virchow2-brca50/TCGA-BH-A0W5-01Z-00-DX1.84EA3913-667B-4694-A0F0-E629CAC615C8.tiff,70691480
34,TCGA-C8-A26V-01Z-00-DX1.6E86DF74-D575-4969-8142-963D9DF5208F,0,1,2577.807009,9195,256,41.085,33776.434,0.661,23753.425,57571.606,kvikio,virchow2,warm,,tiff_l0,/mnt/weka/heatmaps/7.3/7.3.b-heatmap-tiff-l0-virchow2-brca50/TCGA-C8-A26V-01Z-00-DX1.6E86DF74-D575-4969-8142-963D9DF5208F.tiff,45228673
35,TCGA-C8-A275-01Z-00-DX1.44D27E67-4DD6-4893-B38A-01E48F5A358A,0,1,2635.378759,12354,256,47.213,45853.515,0.855,29634.734,75536.317,kvikio,virchow2,warm,,tiff_l0,/mnt/weka/heatmaps/7.3/7.3.b-heatmap-tiff-l0-virchow2-brca50/TCGA-C8-A275-01Z-00-DX1.44D27E67-4DD6-4893-B38A-01E48F5A358A.tiff,58413583
36,TCGA-C8-A8HR-01Z-00-DX1.8E841CA8-1CE2-4242-AC5A-3247075CF8F4,0,1,2710.915246,5410,256,26.811,19888.314,0.548,13403.377,33319.049,kvikio,virchow2,warm,,tiff_l0,/mnt/weka/heatmaps/7.3/7.3.b-heatmap-tiff-l0-virchow2-brca50/TCGA-C8-A8HR-01Z-00-DX1.8E841CA8-1CE2-4242-AC5A-3247075CF8F4.tiff,25643281
37,TCGA-D8-A1JI-01Z-00-DX2.E688E270-26C9-43EC-BC26-86BF8B74A31D,0,1,2744.234448,8616,256,43.046,32056.049,0.611,26421.298,58521.004,kvikio,virchow2,warm,,tiff_l0,/mnt/weka/heatmaps/7.3/7.3.b-heatmap-tiff-l0-virchow2-brca50/TCGA-D8-A1JI-01Z-00-DX2.E688E270-26C9-43EC-BC26-86BF8B74A31D.tiff,42946708
38,TCGA-D8-A1JM-01Z-00-DX1.3CD15BC8-08B3-4BEE-9FD7-A8BEED33268E,0,1,2802.755862,11874,256,52.239,44205.743,0.781,32286.526,76545.289,kvikio,virchow2,warm,,tiff_l0,/mnt/weka/heatmaps/7.3/7.3.b-heatmap-tiff-l0-virchow2-brca50/TCGA-D8-A1JM-01Z-00-DX1.3CD15BC8-08B3-4BEE-9FD7-A8BEED33268E.tiff,53685364
39,TCGA-D8-A1XT-01Z-00-DX1.9E4DEEEB-AB0A-45F6-A69B-65B3E6F22D46,0,1,2879.301545,15831,256,74.971,58817.072,1.123,88844.825,147737.990,kvikio,virchow2,warm,,tiff_l0,/mnt/weka/heatmaps/7.3/7.3.b-heatmap-tiff-l0-virchow2-brca50/TCGA-D8-A1XT-01Z-00-DX1.9E4DEEEB-AB0A-45F6-A69B-65B3E6F22D46.tiff,84002876
40,TCGA-D8-A1XV-01Z-00-DX2.D1988E01-5FDC-4F50-8183-F0CCE74D0CB2,0,1,3027.039687,11410,256,51.099,41770.666,0.783,39441.148,81263.695,kvikio,virchow2,warm,,tiff_l0,/mnt/weka/heatmaps/7.3/7.3.b-heatmap-tiff-l0-virchow2-brca50/TCGA-D8-A1XV-01Z-00-DX2.D1988E01-5FDC-4F50-8183-F0CCE74D0CB2.tiff,56138020
41,TCGA-E2-A15E-06Z-00-DX1.D394A007-91A2-4445-9B4A-1629EE684A51,0,1,3108.303544,16165,256,68.046,59794.701,1.125,67276.842,127140.714,kvikio,virchow2,warm,,tiff_l0,/mnt/weka/heatmaps/7.3/7.3.b-heatmap-tiff-l0-virchow2-brca50/TCGA-E2-A15E-06Z-00-DX1.D394A007-91A2-4445-9B4A-1629EE684A51.tiff,84071569
42,TCGA-E2-A15J-01Z-00-DX1.BF7901D1-30B1-4A76-B0A5-E9B8B36EF4C9,0,1,3235.444426,15013,256,65.258,55211.700,1.013,52917.057,108195.028,kvikio,virchow2,warm,,tiff_l0,/mnt/weka/heatmaps/7.3/7.3.b-heatmap-tiff-l0-virchow2-brca50/TCGA-E2-A15J-01Z-00-DX1.BF7901D1-30B1-4A76-B0A5-E9B8B36EF4C9.tiff,75832289
43,TCGA-E2-A15K-01Z-00-DX1.9F424BE2-9BFE-4DFF-8CC9-10D2DADBBEA7,0,1,3343.639608,5719,256,30.091,21085.443,0.608,34693.340,55809.481,kvikio,virchow2,warm,,tiff_l0,/mnt/weka/heatmaps/7.3/7.3.b-heatmap-tiff-l0-virchow2-brca50/TCGA-E2-A15K-01Z-00-DX1.9F424BE2-9BFE-4DFF-8CC9-10D2DADBBEA7.tiff,32203718
44,TCGA-E9-A1N8-01Z-00-DX1.1243AB1C-75A3-4A5E-9674-53992E6DD377,0,1,3399.449247,11469,256,51.134,42392.463,0.778,37749.651,80194.026,kvikio,virchow2,warm,,tiff_l0,/mnt/weka/heatmaps/7.3/7.3.b-heatmap-tiff-l0-virchow2-brca50/TCGA-E9-A1N8-01Z-00-DX1.1243AB1C-75A3-4A5E-9674-53992E6DD377.tiff,54771950
45,TCGA-E9-A1RD-01Z-00-DX1.34083668-cbd2-4610-b857-d50ee9f3e5bd,0,1,3479.643430,8753,256,43.198,32067.007,0.592,26177.767,58288.564,kvikio,virchow2,warm,,tiff_l0,/mnt/weka/heatmaps/7.3/7.3.b-heatmap-tiff-l0-virchow2-brca50/TCGA-E9-A1RD-01Z-00-DX1.34083668-cbd2-4610-b857-d50ee9f3e5bd.tiff,37885835
46,TCGA-GM-A2DN-01Z-00-DX1.593003B0-BA87-486B-B472-D6B85867D54D,0,1,3537.932164,10425,256,48.661,38527.570,0.696,42523.641,81100.568,kvikio,virchow2,warm,,tiff_l0,/mnt/weka/heatmaps/7.3/7.3.b-heatmap-tiff-l0-virchow2-brca50/TCGA-GM-A2DN-01Z-00-DX1.593003B0-BA87-486B-B472-D6B85867D54D.tiff,55131982
47,TCGA-PE-A5DC-01Z-00-DX1.8E6953AD-C14A-43F5-B062-E31AB13C7BDF,0,1,3619.032899,6251,256,28.638,23016.816,0.662,23298.666,46344.781,kvikio,virchow2,warm,,tiff_l0,/mnt/weka/heatmaps/7.3/7.3.b-heatmap-tiff-l0-virchow2-brca50/TCGA-PE-A5DC-01Z-00-DX1.8E6953AD-C14A-43F5-B062-E31AB13C7BDF.tiff,30053388
48,TCGA-S3-AA12-01Z-00-DX1.2A991B9F-E7E6-410B-B0BF-635E3CC40C7E,0,1,3665.377823,19501,256,90.052,72279.625,1.409,53710.405,126081.491,kvikio,virchow2,warm,,tiff_l0,/mnt/weka/heatmaps/7.3/7.3.b-heatmap-tiff-l0-virchow2-brca50/TCGA-S3-AA12-01Z-00-DX1.2A991B9F-E7E6-410B-B0BF-635E3CC40C7E.tiff,86300003
49,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9,0,1,3791.459468,16460,256,72.165,61054.841,1.136,50214.417,111342.560,kvikio,virchow2,warm,,tiff_l0,/mnt/weka/heatmaps/7.3/7.3.b-heatmap-tiff-l0-virchow2-brca50/TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.tiff,78309455
