slide_idx,slide_id,format,bytes_written,t_write_start_s,t_write_end_s,write_ms
40,TCGA-D8-A1XV-01Z-00-DX2.D1988E01-5FDC-4F50-8183-F0CCE74D0CB2,tiff5x,7959576,1564.317211,1566.036817,1719.605
41,TCGA-E2-A15E-06Z-00-DX1.D394A007-91A2-4445-9B4A-1629EE684A51,tiff5x,11216849,1624.433754,1627.304978,2871.223
42,TCGA-E2-A15J-01Z-00-DX1.BF7901D1-30B1-4A76-B0A5-E9B8B36EF4C9,tiff5x,10951218,1681.341241,1683.615553,2274.311
43,TCGA-E2-A15K-01Z-00-DX1.9F424BE2-9BFE-4DFF-8CC9-10D2DADBBEA7,tiff5x,5013493,1704.271356,1705.776896,1505.539
44,TCGA-E9-A1N8-01Z-00-DX1.1243AB1C-75A3-4A5E-9674-53992E6DD377,tiff5x,6752249,1747.449102,1749.071659,1622.556
45,TCGA-E9-A1RD-01Z-00-DX1.34083668-cbd2-4610-b857-d50ee9f3e5bd,tiff5x,4830525,1781.118817,1782.271237,1152.419
46,TCGA-GM-A2DN-01Z-00-DX1.593003B0-BA87-486B-B472-D6B85867D54D,tiff5x,7613931,1820.160538,1821.996199,1835.661
47,TCGA-PE-A5DC-01Z-00-DX1.8E6953AD-C14A-43F5-B062-E31AB13C7BDF,tiff5x,4521293,1844.966069,1846.033955,1067.885
48,TCGA-S3-AA12-01Z-00-DX1.2A991B9F-E7E6-410B-B0BF-635E3CC40C7E,tiff5x,11152906,1916.937528,1919.343198,2405.669
49,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9,tiff5x,10693937,1980.419308,1982.708892,2289.583
