step_idx,phase,t_step_start_s,t_step_end_s,step_duration_ms,t_dataload_ms,t_forward_ms,t_backward_ms,t_optimizer_ms,samples_per_step,num_workers,loss,n_tiles_in_step
0,ramp,0.681618,1.658068,976.450,543.767,770.524,129.157,72.309,1,16,1.999023,11851
1,ramp,1.658811,1.808908,150.097,5.578,0.820,0.650,143.388,1,16,0.249023,13666
2,ramp,1.809564,1.814750,5.186,4.227,0.536,0.399,0.516,1,16,0.279053,9937
3,ramp,1.815086,1.818114,3.028,1.120,0.595,1.056,0.519,1,16,0.380127,2683
4,ramp,1.818379,1.820655,2.276,1.489,0.138,0.228,0.612,1,16,0.360352,3447
5,ramp,1.820975,1.912320,91.345,8.601,16.130,66.055,0.782,1,16,0.491943,22013
6,ramp,1.912680,1.919485,6.805,5.296,0.787,0.582,0.403,1,16,0.422363,13274
7,ramp,1.919804,1.921753,1.949,1.237,0.124,0.594,0.213,1,16,1.190430,2718
8,ramp,1.922086,1.953889,31.803,4.986,19.896,6.207,0.948,1,16,0.200928,12824
9,ramp,1.954266,1.958606,4.340,3.239,0.335,0.295,0.736,1,16,1.154297,7769
10,ramp,1.959130,1.991110,31.980,3.923,0.483,0.364,27.548,1,16,1.000977,9278
11,ramp,1.991651,1.996538,4.887,3.714,0.455,0.340,0.763,1,16,1.125977,8753
12,ramp,2.003442,2.009980,6.538,5.017,0.744,0.528,0.746,1,16,1.710938,12312
13,ramp,2.010386,2.013276,2.890,1.953,0.187,0.320,0.729,1,16,0.261963,4399
14,ramp,2.013624,2.021952,8.329,6.269,0.979,0.753,0.581,1,16,1.724609,15864
15,ramp,2.022303,2.062184,39.881,4.508,0.642,33.887,1.089,1,16,1.352539,11256
16,ramp,2.062568,2.065340,2.771,2.253,0.180,0.207,0.411,1,16,1.009766,5270
17,ramp,2.065700,2.073658,7.958,5.925,0.931,0.726,0.655,1,16,0.852051,15159
18,ramp,2.073996,2.081778,7.782,5.911,0.912,0.718,0.488,1,16,0.166382,14955
19,ramp,2.082173,2.085163,2.991,1.218,0.131,1.259,0.689,1,16,0.422119,2744
20,ramp,2.085467,2.120996,35.529,6.822,1.075,0.868,26.962,1,16,0.411865,17444
