slide_idx,slide_id,process_id,world_size,t_arrived_s,n_tiles,inference_batch_size,t_tissue_ms,t_extract_ms,t_mil_ms,t_heatmap_write_ms,t_total_ms,backend,model,cache_policy_requested,client_page_cache_discarded,heatmap_format,heatmap_path,heatmap_bytes
0,TCGA-3C-AALI-01Z-00-DX1.F6E9A5DF-D8FB-45CF-B4BD-C6B76294C291,0,1,0.000008,14193,256,48.077,50253.556,47.910,2169.639,52519.183,kvikio,virchow2,warm,,tiff5x,/home/ec2-user/wsi-cloud/runs/2026-08-23-011547-weka-s7-7.2-concurrent-virchow2-kvikio-warm-N1/heatmaps/proc0/TCGA-3C-AALI-01Z-00-DX1.F6E9A5DF-D8FB-45CF-B4BD-C6B76294C291.tiff,8232764
1,TCGA-3C-AALI-01Z-00-DX2.CF4496E0-AB52-4F3E-BDF5-C34833B91B7C,0,1,52.519337,20438,256,117.954,74187.424,3.225,2512.895,76821.498,kvikio,virchow2,warm,,tiff5x,/home/ec2-user/wsi-cloud/runs/2026-08-23-011547-weka-s7-7.2-concurrent-virchow2-kvikio-warm-N1/heatmaps/proc0/TCGA-3C-AALI-01Z-00-DX2.CF4496E0-AB52-4F3E-BDF5-C34833B91B7C.tiff,10637279
2,TCGA-3C-AALJ-01Z-00-DX1.777C0957-255A-42F0-9EEB-A3606BCF0C96,0,1,129.340985,22521,256,106.032,82469.198,1.658,2176.664,84753.552,kvikio,virchow2,warm,,tiff5x,/home/ec2-user/wsi-cloud/runs/2026-08-23-011547-weka-s7-7.2-concurrent-virchow2-kvikio-warm-N1/heatmaps/proc0/TCGA-3C-AALJ-01Z-00-DX1.777C0957-255A-42F0-9EEB-A3606BCF0C96.tiff,11793031
3,TCGA-3C-AALJ-01Z-00-DX2.62DFE56B-B84C-40F9-9625-FCB55767B70D,0,1,214.094690,17930,256,77.177,65643.807,1.220,2251.745,67973.949,kvikio,virchow2,warm,,tiff5x,/home/ec2-user/wsi-cloud/runs/2026-08-23-011547-weka-s7-7.2-concurrent-virchow2-kvikio-warm-N1/heatmaps/proc0/TCGA-3C-AALJ-01Z-00-DX2.62DFE56B-B84C-40F9-9625-FCB55767B70D.tiff,10775426
4,TCGA-3C-AALK-01Z-00-DX1.4E6EB156-BB19-410F-878F-FC0EA7BD0B53,0,1,282.068785,13701,256,56.570,50679.703,0.960,1878.793,52616.026,kvikio,virchow2,warm,,tiff5x,/home/ec2-user/wsi-cloud/runs/2026-08-23-011547-weka-s7-7.2-concurrent-virchow2-kvikio-warm-N1/heatmaps/proc0/TCGA-3C-AALK-01Z-00-DX1.4E6EB156-BB19-410F-878F-FC0EA7BD0B53.tiff,8363332
5,TCGA-4H-AAAK-01Z-00-DX1.ABF1B042-1970-4E28-8671-43AAD393D2F9,0,1,334.685081,9711,256,40.512,36189.496,0.655,1417.265,37647.929,kvikio,virchow2,warm,,tiff5x,/home/ec2-user/wsi-cloud/runs/2026-08-23-011547-weka-s7-7.2-concurrent-virchow2-kvikio-warm-N1/heatmaps/proc0/TCGA-4H-AAAK-01Z-00-DX1.ABF1B042-1970-4E28-8671-43AAD393D2F9.tiff,5852214
6,TCGA-5L-AAT0-01Z-00-DX1.5E171263-30BF-4C6B-88A1-E8EA0522A861,0,1,372.333158,3359,256,15.618,12303.901,0.642,825.995,13146.156,kvikio,virchow2,warm,,tiff5x,/home/ec2-user/wsi-cloud/runs/2026-08-23-011547-weka-s7-7.2-concurrent-virchow2-kvikio-warm-N1/heatmaps/proc0/TCGA-5L-AAT0-01Z-00-DX1.5E171263-30BF-4C6B-88A1-E8EA0522A861.tiff,2775072
7,TCGA-5L-AAT1-01Z-00-DX1.F3449A5B-2AC4-4ED7-BF44-4C8946CDB47D,0,1,385.479552,3847,256,16.723,13977.224,0.542,1985.446,15979.935,kvikio,virchow2,warm,,tiff5x,/home/ec2-user/wsi-cloud/runs/2026-08-23-011547-weka-s7-7.2-concurrent-virchow2-kvikio-warm-N1/heatmaps/proc0/TCGA-5L-AAT1-01Z-00-DX1.F3449A5B-2AC4-4ED7-BF44-4C8946CDB47D.tiff,3242705
8,TCGA-5T-A9QA-01Z-00-DX1.B4212117-E0A7-4EF2-B324-8396042ACEC1,0,1,401.459644,23415,256,99.571,84664.223,1.684,2605.484,87370.961,kvikio,virchow2,warm,,tiff5x,/home/ec2-user/wsi-cloud/runs/2026-08-23-011547-weka-s7-7.2-concurrent-virchow2-kvikio-warm-N1/heatmaps/proc0/TCGA-5T-A9QA-01Z-00-DX1.B4212117-E0A7-4EF2-B324-8396042ACEC1.tiff,11851796
9,TCGA-A1-A0SB-01Z-00-DX1.B34C267B-CAAA-4AB6-AD5C-276C26F997A1,0,1,488.830751,7320,256,28.343,26859.760,0.961,2052.940,28942.003,kvikio,virchow2,warm,,tiff5x,/home/ec2-user/wsi-cloud/runs/2026-08-23-011547-weka-s7-7.2-concurrent-virchow2-kvikio-warm-N1/heatmaps/proc0/TCGA-A1-A0SB-01Z-00-DX1.B34C267B-CAAA-4AB6-AD5C-276C26F997A1.tiff,5321073
