step_idx,phase,t_step_start_s,t_step_end_s,step_duration_ms,t_dataload_ms,t_forward_ms,t_backward_ms,t_optimizer_ms,samples_per_step,num_workers,loss,n_tiles_in_step
248,ramp,11.157429,11.166917,9.488,1.663,6.455,1.006,0.532,1,32,0.587402,3302
249,ramp,11.208869,11.223847,14.978,49.280,1.220,0.872,5.473,1,32,0.752441,16493
250,ramp,11.224295,11.226558,2.263,0.762,0.359,0.970,0.512,1,32,0.657715,1114
251,ramp,11.226879,11.229458,2.579,2.027,0.182,0.181,0.349,1,32,0.755371,4104
252,ramp,11.252641,11.258908,6.267,27.766,0.698,0.524,0.367,1,32,0.701172,10342
253,ramp,11.292002,11.310825,18.824,39.625,1.068,0.762,10.387,1,32,0.713867,14596
254,ramp,11.311227,11.313509,2.282,0.815,0.368,0.945,0.449,1,32,0.843750,1185
255,ramp,11.313748,11.316320,2.572,2.043,0.188,0.183,0.332,1,32,0.636719,4116
256,ramp,11.316556,11.319746,3.190,2.537,0.246,0.218,0.360,1,32,0.933105,5213
257,ramp,11.351771,11.365549,13.778,38.798,1.108,0.782,5.038,1,32,0.720703,15021
258,ramp,11.365988,11.372482,6.494,3.487,0.420,0.317,2.512,1,32,0.610352,7117
259,ramp,11.495588,11.518106,22.518,133.208,1.696,1.237,9.259,1,32,0.761230,22545
260,ramp,11.518668,11.528154,9.486,7.575,1.160,0.830,0.358,1,32,0.674805,15829
261,ramp,11.528396,11.531139,2.743,2.078,0.202,0.185,0.449,1,32,0.789062,4213
262,ramp,11.531456,11.562446,30.990,2.942,0.297,0.247,27.710,1,32,0.701660,5972
263,ramp,11.562780,11.567705,4.925,3.912,0.535,0.372,0.356,1,32,0.645508,8082
264,ramp,11.567966,11.581263,13.297,1.997,0.193,10.754,0.544,1,32,0.617676,3991
265,ramp,11.581569,11.591745,10.176,7.922,1.243,0.892,0.350,1,32,0.613770,16891
266,ramp,11.591985,11.616255,24.271,0.949,0.122,22.834,0.535,1,32,0.574707,1729
267,ramp,11.695634,11.724644,29.010,88.149,1.494,1.036,17.566,1,32,0.770508,19549
268,ramp,11.725116,11.734476,9.361,6.125,0.914,0.656,2.008,1,32,0.556641,12709
269,ramp,11.734913,11.743797,8.884,5.993,0.894,0.645,1.667,1,32,0.776367,12525
270,ramp,11.744217,11.747940,3.722,3.112,0.339,0.258,0.354,1,32,0.769531,6236
271,ramp,11.748194,11.770281,22.087,4.903,0.699,0.525,16.075,1,32,0.730469,10370
272,ramp,11.863047,11.888618,25.571,100.742,1.320,0.937,15.140,1,32,0.629395,17766
273,ramp,11.888976,11.894653,5.677,4.504,0.629,0.466,0.343,1,32,0.715820,9373
274,ramp,11.920760,11.936744,15.984,31.929,0.940,0.677,8.448,1,32,0.729980,13064
275,ramp,11.937157,11.942527,5.370,4.324,0.594,0.425,0.344,1,32,0.702637,8861
276,ramp,11.942781,11.964885,22.105,4.646,0.664,0.492,16.462,1,32,0.684570,9811
277,ramp,11.965297,11.967508,2.212,1.743,0.173,0.165,0.438,1,32,0.740234,3359
278,ramp,11.967742,11.973698,5.956,4.609,0.664,0.486,0.365,1,32,0.740723,9754
279,ramp,11.973946,11.976147,2.201,1.609,0.169,0.168,0.432,1,32,0.890137,3162
280,ramp,11.996439,12.003267,6.828,25.178,0.759,0.568,0.529,1,32,0.936035,11208
281,ramp,12.003552,12.014944,11.393,4.862,0.690,5.347,0.686,1,32,0.652832,10248
282,ramp,12.015199,12.018646,3.447,2.716,0.265,0.232,0.405,1,32,0.824219,5599
283,ramp,12.018895,12.021375,2.480,0.509,0.549,0.995,0.597,1,32,0.795410,761
