step_idx,phase,t_step_start_s,t_step_end_s,step_duration_ms,t_dataload_ms,t_forward_ms,t_backward_ms,t_optimizer_ms,samples_per_step,num_workers,loss,n_tiles_in_step
0,ramp,0.501133,1.086537,585.404,462.480,539.206,35.907,10.200,1,4,0.530273,9561
1,ramp,1.087468,1.140146,52.678,10.948,1.696,1.238,39.464,1,4,0.645996,22521
2,ramp,1.140544,1.145430,4.885,1.495,0.562,2.320,0.792,1,4,0.748047,2683
3,ramp,1.145815,1.154191,8.377,6.279,0.954,0.684,0.757,1,4,0.594727,13140
4,ramp,1.154704,1.177604,22.900,6.126,10.733,5.830,0.635,1,4,0.809082,12624
5,ramp,1.177938,1.187591,9.653,7.485,1.168,0.839,0.423,1,4,0.594727,15864
6,ramp,1.187865,1.194927,7.062,5.476,0.796,0.593,0.401,1,4,0.721191,11595
7,ramp,1.195223,1.199999,4.776,3.747,0.517,0.342,0.385,1,4,0.834961,7768
8,ramp,1.200292,1.202809,2.517,1.091,0.114,0.996,0.541,1,4,0.802246,1934
9,ramp,1.203064,1.206717,3.653,2.904,0.295,0.250,0.391,1,4,0.650879,5972
10,ramp,1.419155,1.429330,10.175,219.953,1.271,0.909,0.411,1,4,0.776367,16971
11,ramp,1.429612,1.465140,35.528,6.347,0.990,0.702,27.556,1,4,0.750977,13539
12,ramp,1.465682,1.475247,9.564,7.463,1.182,0.831,0.515,1,4,0.770508,15827
13,ramp,1.475525,1.500142,24.617,4.972,0.712,0.515,18.539,1,4,0.613770,10483
14,ramp,1.534945,1.543113,8.168,40.687,0.984,0.689,0.473,1,4,0.741211,13375
15,ramp,1.543401,1.550449,7.048,5.433,0.785,0.584,0.455,1,4,0.665527,11469
16,ramp,1.639080,1.650679,11.598,97.038,1.442,0.998,0.662,1,4,0.791016,18851
17,ramp,1.650983,1.675614,24.631,8.491,1.401,0.970,13.952,1,4,0.661133,18193
18,ramp,1.676070,1.678294,2.224,1.175,0.123,0.781,0.494,1,4,0.717773,1855
19,ramp,1.736560,1.746219,9.659,65.400,1.199,0.846,0.410,1,4,0.544922,16061
20,ramp,1.746511,1.764553,18.042,5.142,0.751,0.560,11.795,1,4,0.745117,11053
21,ramp,1.764990,1.800931,35.941,1.162,33.404,1.165,0.526,1,4,0.749023,1881
22,ramp,1.801171,1.805086,3.914,3.066,0.380,0.267,0.371,1,4,0.750488,6372
23,ramp,1.883490,1.909697,26.208,87.145,1.488,1.079,14.829,1,4,0.639160,19647
24,ramp,1.910130,1.915135,5.004,4.014,0.575,0.402,0.373,1,4,0.568359,8542
25,ramp,1.915378,1.920029,4.650,3.647,0.492,0.337,0.349,1,4,0.759766,7641
26,ramp,1.920263,1.922334,2.071,0.936,0.109,0.715,0.476,1,4,0.740234,1703
27,ramp,1.950018,1.958057,8.040,33.607,0.968,0.694,0.385,1,4,0.700684,13294
28,ramp,1.958312,1.977049,18.737,4.548,0.652,0.474,13.218,1,4,0.597656,9601
29,ramp,2.028231,2.039550,11.319,59.566,1.439,0.994,0.386,1,4,0.837402,18764
30,ramp,2.039788,2.061464,21.675,4.583,0.653,0.475,16.009,1,4,0.785156,9691
31,ramp,2.098974,2.106672,7.699,43.109,0.922,0.666,0.400,1,4,0.651855,12719
32,ramp,2.106969,2.112988,6.019,4.706,0.664,0.489,0.387,1,4,0.794434,9848
33,ramp,2.113230,2.115276,2.046,1.025,0.114,0.613,0.466,1,4,0.620605,1901
34,ramp,2.165068,2.174930,9.862,57.112,1.208,0.861,0.397,1,4,0.812988,16271
35,ramp,2.316822,2.447159,130.337,153.291,116.673,1.652,0.534,1,4,0.692383,25363
36,ramp,2.447539,2.450769,3.230,0.873,0.701,1.030,0.909,1,4,0.826660,1671
37,ramp,2.501409,2.520990,19.581,61.179,6.790,1.819,0.367,1,4,0.725586,23415
38,ramp,2.521213,2.532711,11.497,4.678,0.654,5.231,1.091,1,4,0.708008,9941
39,ramp,2.633913,2.660012,26.099,109.688,1.420,1.006,15.024,1,4,0.669434,18883
40,ramp,2.660438,2.679525,19.087,9.459,8.497,1.092,0.364,1,4,0.801758,20174
41,ramp,2.679796,2.689428,9.633,2.615,0.244,0.226,6.708,1,4,0.675293,5330
42,ramp,2.689836,2.692707,2.871,2.313,0.227,0.197,0.440,1,4,0.652344,4498
43,ramp,2.692942,2.698891,5.949,4.602,0.658,0.486,0.357,1,4,0.670410,9754
44,ramp,2.699189,2.701981,2.792,2.275,0.189,0.190,0.364,1,4,0.746094,4517
45,ramp,2.792184,2.805990,13.806,99.508,1.582,1.123,1.725,1,4,0.736328,20926
46,ramp,2.806219,2.814548,8.329,6.409,0.993,0.718,0.369,1,4,0.600098,13730
47,ramp,3.010466,3.024562,14.097,206.473,1.754,1.319,0.397,1,4,0.671387,23452
48,ramp,3.024865,3.027144,2.278,1.183,0.142,0.618,0.562,1,4,0.744629,2381
49,ramp,3.027454,3.036568,9.114,7.014,1.108,0.782,0.442,1,4,0.648926,14911
50,ramp,3.036798,3.044137,7.339,5.642,0.831,0.619,0.406,1,4,0.676758,12007
51,ramp,3.088055,3.111545,23.490,53.164,1.571,1.102,11.424,1,4,0.712402,20646
52,ramp,3.111915,3.114927,3.013,2.448,0.213,0.219,0.417,1,4,0.699219,5012
53,ramp,3.115180,3.117546,2.365,1.117,0.119,0.731,0.579,1,4,0.704102,2089
54,ramp,3.117794,3.120185,2.390,1.663,0.151,0.268,0.478,1,4,0.774414,3310
55,ramp,3.120400,3.124970,4.569,3.540,0.474,0.331,0.373,1,4,0.612305,7455
56,ramp,3.158277,3.164005,5.727,37.504,0.641,0.464,0.358,1,4,0.645996,9462
57,ramp,3.191065,3.197727,6.662,31.980,0.749,0.558,0.359,1,4,0.861816,11007
58,ramp,3.271635,3.281135,9.499,80.954,1.186,0.831,0.368,1,4,0.894531,15745
59,ramp,3.308973,3.316666,7.693,33.509,0.919,0.666,0.369,1,4,0.607422,12643
60,ramp,3.463447,3.499215,35.768,155.558,24.928,1.575,0.399,1,4,0.670410,19587
61,ramp,3.499508,3.513498,13.990,6.668,1.060,0.754,5.665,1,4,0.690430,14377
62,ramp,3.513893,3.520299,6.406,5.041,0.714,0.521,0.388,1,4,0.676758,10508
63,ramp,3.520529,3.525519,4.990,3.865,0.542,0.370,0.374,1,4,0.730469,8152
64,ramp,3.525753,3.529580,3.827,3.002,0.354,0.271,0.367,1,4,0.631836,6251
65,ramp,3.529819,3.560060,30.241,2.748,0.270,26.322,1.058,1,4,0.669922,5670
66,ramp,3.560400,3.570570,10.170,7.806,1.231,0.893,0.479,1,4,0.665039,16615
67,ramp,3.611111,3.630258,19.147,48.006,1.228,0.889,9.415,1,4,0.663086,16734
68,ramp,3.630691,3.633612,2.920,0.893,0.287,1.514,0.556,1,4,0.705566,1386
69,ramp,3.656218,3.662000,5.782,26.682,0.634,0.452,0.534,1,4,0.570312,9312
70,ramp,3.662276,3.681012,18.736,3.225,0.399,0.286,14.958,1,4,0.684082,6697
71,ramp,3.681452,3.686700,5.248,4.196,0.560,0.398,0.426,1,4,0.518066,8492
72,ramp,3.733270,3.741166,7.896,52.311,0.922,0.674,0.474,1,4,0.690430,12824
73,ramp,3.815142,3.825893,10.751,80.090,1.006,0.725,2.758,1,4,0.665039,13858
74,ramp,3.826171,3.829209,3.038,2.418,0.232,0.212,0.346,1,4,0.660156,4960
75,ramp,3.829421,3.835255,5.834,4.477,0.638,0.465,0.399,1,4,0.518555,9512
76,ramp,3.835485,3.853210,17.725,3.620,12.611,1.083,0.567,1,4,0.592285,7616
77,ramp,3.853484,3.858790,5.306,4.137,0.587,0.415,0.362,1,4,0.811035,8681
78,ramp,3.892344,3.902145,9.801,39.966,1.054,0.746,1.498,1,4,0.741699,14400
79,ramp,3.949568,3.960023,10.454,55.086,1.302,0.940,0.395,1,4,0.748047,17607
80,ramp,3.960257,3.962677,2.420,1.741,0.166,0.177,0.500,1,4,0.653809,3480
81,ramp,4.017394,4.026392,8.998,61.386,1.098,0.781,0.381,1,4,0.742676,14829
82,ramp,4.026636,4.028890,2.253,1.577,0.166,0.160,0.527,1,4,0.682617,3102
83,ramp,4.111300,4.121186,9.886,89.755,1.220,0.878,0.378,1,4,0.759766,16493
84,ramp,4.121414,4.153158,31.744,6.022,0.929,0.677,24.270,1,4,0.750000,12878
85,ramp,4.315061,4.338714,23.653,174.267,2.098,1.545,7.496,1,4,0.757812,27358
86,ramp,4.339066,4.341642,2.576,1.304,0.144,0.865,0.446,1,4,0.695312,2435
87,ramp,4.341844,4.349992,8.148,6.254,0.984,0.699,0.346,1,4,0.704590,13445
88,ramp,4.350200,4.353120,2.920,2.267,0.231,0.202,0.359,1,4,0.652832,4696
89,ramp,4.353386,4.387702,34.316,4.277,0.603,0.444,29.110,1,4,0.737793,8980
90,ramp,4.388075,4.397877,9.801,7.663,1.203,0.853,0.372,1,4,0.650391,16211
91,ramp,4.398107,4.408444,10.337,7.945,1.277,0.907,0.369,1,4,0.806641,17089
92,ramp,4.408657,4.412399,3.741,2.910,0.346,0.258,0.371,1,4,0.783203,6087
93,ramp,4.474944,4.482162,7.218,67.872,0.819,0.617,0.383,1,4,0.746582,11908
94,ramp,4.482392,4.486253,3.861,3.033,0.366,0.268,0.353,1,4,0.676270,6329
95,ramp,4.486469,4.488486,2.018,1.116,0.120,0.467,0.462,1,4,0.589844,2146
96,ramp,4.516552,4.523867,7.314,33.452,0.865,0.625,0.370,1,4,0.601562,12073
97,ramp,4.524124,4.526709,2.585,0.882,0.106,1.229,0.553,1,4,0.720215,1559
98,ramp,4.545700,4.556735,11.035,23.272,0.656,0.477,5.550,1,4,0.711914,9605
99,ramp,4.607402,4.614426,7.023,55.863,0.796,0.588,0.372,1,4,0.670410,11621
100,ramp,4.647412,4.654345,6.933,38.082,0.781,0.582,0.402,1,4,0.636230,11406
101,ramp,4.654720,4.656952,2.232,1.635,0.155,0.165,0.464,1,4,0.667480,3302
102,ramp,4.789216,4.799447,10.231,139.680,1.235,0.876,0.622,1,4,0.706055,16569
103,ramp,4.799732,4.822219,22.487,5.940,0.913,0.663,15.130,1,4,0.653809,12641
104,ramp,4.822605,4.828148,5.543,4.351,0.606,0.445,0.416,1,4,0.851074,9017
105,ramp,4.828428,4.834979,6.551,5.059,0.738,0.537,0.415,1,4,0.795410,10848
106,ramp,4.905915,4.916974,11.060,79.098,1.396,0.979,0.444,1,4,0.916992,18187
107,ramp,4.967453,4.989539,22.086,59.591,1.524,1.089,10.257,1,4,0.714355,20196
108,ramp,4.990004,4.996831,6.826,5.437,0.781,0.581,0.365,1,4,0.673828,11314
109,ramp,4.997079,5.021993,24.914,5.718,0.886,0.640,17.759,1,4,0.624023,12312
110,ramp,5.022383,5.025618,3.235,1.225,0.270,1.166,0.860,1,4,0.693359,2172
111,ramp,5.025874,5.030575,4.701,3.660,0.503,0.334,0.385,1,4,0.634766,7650
112,ramp,5.058735,5.073358,14.622,33.743,0.920,0.669,7.361,1,4,0.558594,12721
113,ramp,5.073729,5.080653,6.924,5.400,0.781,0.567,0.438,1,4,0.808594,11294
114,ramp,5.154868,5.165126,10.258,81.792,1.251,0.897,0.449,1,4,0.694824,16853
115,ramp,5.165415,5.185446,20.031,2.230,0.208,17.236,0.560,1,4,0.604980,4475
116,ramp,5.359983,5.383022,23.039,186.353,2.032,1.442,7.581,1,4,0.662109,26239
117,ramp,5.383412,5.396913,13.501,4.775,0.681,0.501,7.768,1,4,0.835449,10132
118,ramp,5.397305,5.402603,5.298,4.158,0.596,0.427,0.389,1,4,0.786621,8803
119,ramp,5.402848,5.437567,34.720,8.590,1.402,0.977,23.904,1,4,0.753418,18475
120,ramp,5.437921,5.440712,2.791,2.253,0.225,0.189,0.339,1,4,0.871094,4503
121,ramp,5.440948,5.445242,4.294,3.406,0.421,0.311,0.327,1,4,0.855469,7104
122,ramp,5.445468,5.454185,8.717,6.722,1.068,0.748,0.341,1,4,0.680176,14417
123,ramp,5.454408,5.459635,5.227,4.073,0.582,0.408,0.323,1,4,0.668457,8616
124,ramp,5.558775,5.567734,8.959,105.789,1.095,0.788,0.363,1,4,0.874023,14876
125,ramp,5.684119,5.697259,13.140,126.193,1.651,1.205,0.407,1,4,0.846680,21923
126,ramp,5.697488,5.700809,3.320,2.634,0.249,0.226,0.372,1,4,0.707031,5443
127,ramp,5.701050,5.709384,8.334,6.450,1.008,0.716,0.336,1,4,0.639648,13781
128,ramp,5.709604,5.734106,24.502,5.737,17.228,1.279,0.413,1,4,0.794434,12268
129,ramp,5.734347,5.736684,2.337,1.835,0.184,0.171,0.319,1,4,0.601562,3665
130,ramp,5.736912,5.738779,1.867,0.915,0.106,0.563,0.443,1,4,0.593262,1663
131,ramp,5.739028,5.755336,16.307,5.998,0.921,0.667,8.902,1,4,0.704102,12736
132,ramp,5.755640,5.760324,4.684,3.745,0.498,0.342,0.321,1,4,0.779297,7769
133,ramp,5.839861,5.846685,6.824,84.560,0.753,0.566,0.407,1,4,0.629395,11208
134,ramp,6.046877,6.059660,12.783,209.533,1.572,1.116,0.662,1,4,0.840332,20847
135,ramp,6.105186,6.132844,27.658,55.488,1.687,1.248,14.607,1,4,0.799316,22605
136,ramp,6.133294,6.144664,11.370,8.892,1.452,0.994,0.368,1,4,0.664062,18935
137,ramp,6.263148,6.282718,19.569,131.035,2.139,1.582,3.222,1,4,0.780762,27872
138,ramp,6.283032,6.290398,7.366,5.750,0.871,0.629,0.354,1,4,0.666992,12118
139,ramp,6.290685,6.308692,18.007,5.071,0.737,0.538,11.763,1,4,0.674316,10825
140,ramp,6.309082,6.320703,11.620,4.899,0.691,0.505,5.754,1,4,0.641602,10214
141,ramp,6.321169,6.325342,4.174,3.457,0.419,0.303,0.363,1,4,0.723633,6964
142,ramp,6.325590,6.331002,5.412,4.179,0.585,0.421,0.403,1,4,0.708496,8790
143,ramp,6.347167,6.349497,2.330,1.905,0.168,0.170,0.345,1,4,0.706543,3647
144,ramp,6.349728,6.355819,6.092,4.623,0.659,0.489,0.477,1,4,0.779785,9811
145,ramp,6.415810,6.422833,7.022,65.149,0.794,0.588,0.391,1,4,0.736328,11551
146,ramp,6.467846,6.475917,8.070,50.946,0.962,0.690,0.402,1,4,0.504883,13227
147,ramp,6.595100,6.607449,12.348,128.388,1.552,1.109,0.404,1,4,0.755371,20606
148,ramp,6.644393,6.656006,11.613,45.607,1.471,1.037,0.367,1,4,0.724121,19364
149,ramp,6.656345,6.688286,31.941,6.258,0.953,0.685,24.259,1,4,0.732910,13187
150,ramp,6.688685,6.698693,10.008,7.847,1.227,0.880,0.373,1,4,0.861816,16528
151,ramp,6.760464,6.771756,11.293,67.692,0.999,0.703,3.490,1,4,0.659668,13565
152,ramp,6.772136,6.781764,9.628,5.153,0.735,0.536,3.453,1,4,0.642090,10856
153,ramp,6.782047,6.785022,2.976,2.387,0.229,0.206,0.358,1,4,0.750977,4817
154,ramp,6.785276,6.787434,2.158,1.225,0.124,0.562,0.433,1,4,0.716309,2329
