slide_id,elapsed_seconds,error
normal_002,0.125006,
normal_019,0.123417,
normal_016,0.123920,
normal_008,0.125627,
normal_038,0.122689,
normal_010,0.126106,
normal_039,0.123260,
normal_006,0.127429,
normal_030,0.124955,
normal_015,0.126899,
normal_036,0.124906,
normal_004,0.128977,
normal_031,0.126127,
normal_020,0.127801,
normal_014,0.128763,
normal_049,0.125358,
normal_045,0.126129,
normal_054,0.125412,
normal_048,0.126363,
normal_028,0.128772,
normal_021,0.129806,
normal_009,0.131689,
normal_012,0.132027,
normal_017,0.132368,
normal_003,0.134946,
normal_032,0.131977,
normal_022,0.133567,
normal_058,0.130338,
normal_005,0.138034,
normal_027,0.137138,
normal_011,0.140315,
normal_047,0.137991,
normal_035,0.140736,
normal_052,0.140191,
normal_040,0.142851,
normal_057,0.141747,
normal_046,0.144028,
normal_007,0.148904,
normal_013,0.148906,
normal_018,0.148769,
normal_062,0.144117,
normal_029,0.148944,
normal_033,0.149190,
normal_042,0.149147,
normal_001,0.155301,
normal_055,0.150458,
normal_053,0.152122,
normal_026,0.156567,
normal_023,0.158483,
normal_064,0.155486,
normal_060,0.157836,
normal_024,0.163610,
normal_043,0.163604,
normal_050,0.164715,
normal_044,0.166791,
normal_037,0.169082,
normal_059,0.167711,
normal_056,0.169601,
normal_063,0.170458,
normal_034,0.174691,
normal_041,0.174908,
normal_061,0.176177,
normal_025,0.180988,
normal_051,0.181662,
normal_108,0.059176,
normal_071,0.086166,
normal_106,0.064573,
normal_115,0.054930,
normal_065,0.092992,
normal_116,0.054602,
normal_075,0.091007,
normal_070,0.094474,
normal_122,0.047813,
normal_105,0.071631,
normal_113,0.063329,
normal_077,0.093637,
normal_087,0.091109,
normal_110,0.069354,
normal_079,0.094584,
normal_073,0.096911,
normal_107,0.073571,
normal_119,0.056015,
normal_078,0.096559,
normal_089,0.092867,
normal_111,0.070968,
normal_120,0.056815,
normal_076,0.099432,
normal_103,0.079742,
normal_082,0.098847,
normal_102,0.081469,
normal_092,0.094758,
normal_085,0.098929,
normal_121,0.058440,
normal_090,0.097160,
normal_104,0.083501,
normal_118,0.066884,
normal_126,0.057216,
normal_100,0.090483,
normal_088,0.104691,
normal_091,0.103387,
normal_098,0.094567,
normal_095,0.099471,
normal_117,0.073876,
normal_101,0.093095,
normal_114,0.080812,
normal_125,0.064333,
normal_066,0.117801,
normal_068,0.117380,
normal_109,0.090840,
normal_112,0.087093,
normal_081,0.115012,
normal_124,0.069023,
normal_094,0.109195,
normal_123,0.073141,
normal_129,0.062822,
normal_074,0.121954,
normal_072,0.123126,
normal_099,0.105859,
normal_067,0.126589,
normal_131,0.039403,
normal_069,0.127341,
normal_127,0.072293,
normal_083,0.125517,
normal_128,0.074496,
normal_132,0.044214,
normal_084,0.129844,
normal_093,0.126228,
normal_080,0.134049,
normal_097,0.122779,
normal_096,0.125408,
normal_135,0.048855,
normal_130,0.057646,
normal_136,0.051001,
normal_133,0.053991,
normal_141,0.049168,
normal_134,0.055090,
normal_148,0.048818,
normal_150,0.049169,
normal_142,0.054484,
normal_143,0.055110,
normal_140,0.057996,
normal_137,0.060027,
normal_139,0.060403,
normal_144,0.058580,
normal_138,0.062848,
normal_152,0.057323,
normal_146,0.061669,
normal_153,0.059224,
normal_151,0.062062,
normal_147,0.065837,
normal_149,0.065902,
normal_154,0.064258,
normal_156,0.064607,
test_001,0.061608,
normal_157,0.066809,
normal_155,0.068192,
normal_158,0.067511,
normal_160,0.065997,
normal_159,0.067919,
test_004,0.063130,
normal_145,0.076795,
test_008,0.062676,
test_014,0.059525,
test_012,0.062095,
test_016,0.065209,
test_018,0.067561,
test_022,0.069666,
test_026,0.067751,
test_019,0.073997,
test_031,0.062743,
test_028,0.069326,
test_003,0.094018,
test_002,0.096175,
test_007,0.094198,
test_037,0.065402,
test_009,0.095207,
test_006,0.098488,
test_033,0.074033,
test_005,0.100933,
test_013,0.097022,
test_041,0.068676,
test_044,0.065136,
test_011,0.102179,
test_010,0.103683,
test_015,0.101177,
test_046,0.065756,
test_034,0.081349,
test_047,0.066155,
test_048,0.066161,
test_042,0.074146,
test_020,0.100478,
test_055,0.060257,
test_017,0.104589,
test_063,0.052778,
test_058,0.058156,
test_065,0.052986,
test_025,0.100868,
test_024,0.102493,
test_062,0.057301,
test_023,0.105257,
test_035,0.091040,
test_021,0.108959,
test_027,0.105318,
test_030,0.101733,
test_029,0.104820,
test_032,0.100852,
test_066,0.063216,
test_036,0.096953,
test_038,0.095389,
test_040,0.095148,
test_039,0.096768,
test_069,0.066044,
test_045,0.094258,
test_077,0.047917,
test_073,0.054712,
test_054,0.088543,
test_043,0.101837,
test_050,0.096188,
test_057,0.087963,
test_060,0.085445,
test_052,0.097525,
test_071,0.073609,
test_051,0.101300,
test_078,0.055686,
test_056,0.097076,
test_079,0.057337,
test_064,0.091436,
test_059,0.097300,
test_053,0.106110,
test_061,0.096409,
test_086,0.054640,
test_067,0.094309,
test_084,0.058156,
test_068,0.094478,
test_080,0.064014,
test_070,0.093018,
test_089,0.053999,
test_095,0.050299,
test_072,0.086578,
test_094,0.055232,
test_092,0.059530,
test_098,0.059956,
test_099,0.060841,
test_074,0.091515,
test_075,0.091810,
test_076,0.091415,
test_105,0.061467,
test_101,0.066601,
test_085,0.082731,
test_081,0.089309,
test_109,0.065605,
test_110,0.067092,
test_083,0.092226,
test_087,0.088948,
test_082,0.095765,
test_113,0.068843,
test_090,0.088452,
test_102,0.081197,
test_116,0.067645,
test_114,0.070655,
test_093,0.089416,
test_088,0.093943,
test_091,0.092663,
test_096,0.091986,
test_097,0.092943,
test_122,0.068027,
test_125,0.065630,
test_100,0.096255,
test_128,0.065227,
test_107,0.094027,
test_104,0.098589,
test_103,0.101164,
test_120,0.086403,
test_127,0.077624,
test_106,0.105563,
test_112,0.099555,
test_111,0.101318,
test_118,0.095068,
test_108,0.106869,
test_117,0.101589,
test_115,0.105392,
test_124,0.098028,
test_121,0.103609,
test_123,0.102709,
test_119,0.112414,
test_130,0.101350,
tumor_002,0.100278,
tumor_001,0.102760,
tumor_005,0.100494,
test_126,0.113313,
test_129,0.110188,
tumor_012,0.100778,
tumor_011,0.101911,
tumor_016,0.096715,
tumor_004,0.108106,
tumor_007,0.105750,
tumor_008,0.105717,
tumor_003,0.111318,
tumor_006,0.111368,
tumor_014,0.107223,
tumor_009,0.111067,
tumor_010,0.111328,
tumor_017,0.105135,
tumor_013,0.113675,
tumor_015,0.112307,
tumor_019,0.103310,
tumor_018,0.108293,
tumor_021,0.106487,
tumor_022,0.105942,
tumor_024,0.103764,
tumor_025,0.100999,
tumor_028,0.095438,
tumor_020,0.112917,
tumor_023,0.110576,
tumor_030,0.098380,
tumor_027,0.104017,
tumor_031,0.099225,
tumor_026,0.108234,
tumor_032,0.100682,
tumor_034,0.100069,
tumor_035,0.100666,
tumor_038,0.099637,
tumor_039,0.099033,
tumor_029,0.108823,
tumor_033,0.105563,
tumor_037,0.103994,
tumor_044,0.092659,
tumor_043,0.098060,
tumor_041,0.102312,
tumor_048,0.091113,
tumor_040,0.105055,
tumor_036,0.111311,
tumor_042,0.104671,
tumor_049,0.090208,
tumor_046,0.100035,
tumor_045,0.102456,
tumor_047,0.100049,
tumor_075,0.050096,
tumor_050,0.095317,
tumor_051,0.095203,
tumor_053,0.093811,
tumor_056,0.088751,
tumor_074,0.056702,
tumor_073,0.057670,
tumor_052,0.097200,
tumor_071,0.060244,
tumor_078,0.052904,
tumor_072,0.060915,
tumor_076,0.056213,
tumor_054,0.098244,
tumor_055,0.097726,
tumor_081,0.050505,
tumor_060,0.084690,
tumor_057,0.095088,
tumor_059,0.088222,
tumor_077,0.059891,
tumor_079,0.056852,
tumor_080,0.056127,
tumor_084,0.047877,
tumor_058,0.091549,
tumor_082,0.054276,
tumor_061,0.083812,
tumor_085,0.048526,
tumor_091,0.041329,
tumor_087,0.047355,
tumor_083,0.052256,
tumor_064,0.080116,
tumor_062,0.083770,
tumor_086,0.049901,
tumor_065,0.079143,
tumor_063,0.083203,
tumor_093,0.042476,
tumor_096,0.039530,
tumor_088,0.050194,
tumor_094,0.042226,
tumor_067,0.078856,
tumor_089,0.049168,
tumor_092,0.045492,
tumor_066,0.080737,
tumor_090,0.048442,
tumor_097,0.040797,
tumor_099,0.039307,
tumor_069,0.077732,
tumor_098,0.040767,
tumor_100,0.039426,
tumor_068,0.079293,
tumor_101,0.039264,
tumor_095,0.045048,
tumor_103,0.038381,
tumor_070,0.079654,
tumor_107,0.033153,
tumor_104,0.035378,
tumor_105,0.034891,
tumor_110,0.029844,
tumor_106,0.034939,
tumor_109,0.031599,
tumor_108,0.034713,
tumor_102,0.041571,
tumor_111,0.037160,
