step_idx,phase,t_step_start_s,t_step_end_s,step_duration_ms,t_dataload_ms,t_forward_ms,t_backward_ms,t_optimizer_ms,samples_per_step,num_workers,loss,n_tiles_in_step
0,ramp,0.535046,1.443210,908.163,424.581,732.564,161.841,10.339,1,16,0.777832,7616
1,ramp,1.443993,1.607236,163.243,5.383,0.710,29.460,128.122,1,16,0.881836,10827
2,ramp,1.607761,1.675102,67.341,5.780,59.436,1.675,0.853,1,16,0.791504,11863
3,ramp,1.675623,1.686963,11.340,8.903,1.425,0.981,0.472,1,16,0.587891,18592
4,ramp,1.687294,1.689914,2.620,2.009,0.206,0.189,0.472,1,16,0.447510,4090
5,ramp,1.723590,1.727350,3.760,33.548,1.957,1.206,0.644,1,16,0.577637,19731
6,ramp,1.727620,1.735706,8.087,6.204,0.961,0.674,0.430,1,16,0.797852,13227
7,ramp,2.012074,2.045954,33.880,286.468,1.682,1.221,20.693,1,16,0.856934,22432
8,ramp,2.046314,2.049346,3.032,1.138,0.582,1.011,0.566,1,16,0.679688,2177
9,ramp,2.049704,2.059375,9.672,7.486,1.190,0.855,0.431,1,16,0.538086,16147
10,ramp,2.059609,2.062547,2.938,2.323,0.233,0.212,0.336,1,16,0.654297,4754
11,ramp,2.062804,2.096733,33.928,4.940,0.701,27.559,0.881,1,16,0.775391,10437
12,ramp,2.097177,2.102535,5.359,4.333,0.588,0.417,0.388,1,16,0.750977,8738
13,ramp,2.102803,2.109421,6.619,5.129,0.728,0.532,0.429,1,16,0.829102,10835
14,ramp,2.109693,2.121303,11.611,8.935,1.449,1.023,0.408,1,16,0.774414,19168
15,ramp,2.121581,2.166910,45.329,3.323,0.407,0.295,41.487,1,16,0.680664,6873
16,ramp,2.167466,2.301651,134.185,2.188,130.898,0.975,0.548,1,16,0.668945,3968
17,ramp,2.367036,2.496300,129.264,77.120,115.342,1.527,0.573,1,16,0.690918,26031
18,ramp,2.496652,2.501772,5.120,4.058,0.549,0.375,0.404,1,16,0.570312,8348
19,ramp,2.502052,2.504114,2.063,1.479,0.160,0.155,0.478,1,16,0.746094,2816
20,ramp,2.504409,2.550826,46.417,8.176,1.287,0.922,36.247,1,16,0.917480,17457
21,ramp,2.551342,2.555278,3.935,3.272,0.370,0.280,0.451,1,16,0.694824,6467
22,ramp,2.555546,2.561164,5.619,4.395,0.616,0.449,0.357,1,16,0.913086,9225
23,ramp,2.561456,2.595234,33.777,10.241,1.644,1.194,20.890,1,16,0.707031,22013
24,ramp,2.595645,2.597628,1.982,1.473,0.132,0.230,0.463,1,16,0.801270,2744
25,ramp,2.597855,2.622116,24.260,8.098,1.276,0.921,14.073,1,16,0.615723,17425
26,ramp,2.622513,2.628998,6.484,5.200,0.728,0.531,0.344,1,16,0.788086,10735
27,ramp,2.629275,2.632029,2.754,2.239,0.185,0.193,0.346,1,16,0.533203,4485
28,ramp,2.632302,2.661504,29.202,6.008,0.926,0.649,21.817,1,16,0.762207,12741
29,ramp,2.661983,2.664305,2.322,1.385,0.147,0.708,0.433,1,16,0.725586,2714
30,ramp,2.664552,2.686509,21.958,5.972,0.918,0.651,14.487,1,16,0.689453,12716
31,ramp,2.687244,2.713877,26.633,11.975,1.926,1.416,11.901,1,16,0.667480,25271
32,ramp,2.714362,2.723625,9.263,7.282,1.130,0.801,0.375,1,16,0.621094,15258
33,ramp,2.740212,2.746121,5.908,4.695,0.645,0.469,0.451,1,16,0.551270,9561
34,ramp,2.746426,2.754329,7.903,6.147,0.948,0.666,0.357,1,16,0.696289,13045
35,ramp,2.754589,2.759919,5.329,4.179,0.583,0.417,0.344,1,16,0.604004,8766
36,ramp,2.795045,2.806806,11.761,43.202,1.317,0.948,1.317,1,16,0.642578,17952
37,ramp,2.807229,2.811751,4.521,3.652,0.451,0.328,0.377,1,16,0.627441,7445
38,ramp,2.812033,2.824881,12.848,4.378,7.001,1.058,0.617,1,16,0.609863,9172
39,ramp,2.861864,2.867656,5.792,41.200,0.631,0.464,0.406,1,16,0.721680,9478
40,ramp,2.867915,2.870764,2.849,2.263,0.198,0.200,0.372,1,16,0.758789,4583
41,ramp,2.897362,2.904313,6.951,31.732,0.791,0.581,0.373,1,16,0.659668,11551
42,ramp,2.904579,2.906834,2.254,1.696,0.153,0.163,0.415,1,16,0.736816,3331
43,ramp,2.951971,2.959524,7.553,50.699,0.885,0.628,0.409,1,16,0.713867,12461
44,ramp,2.959783,2.961670,1.887,0.846,0.107,0.688,0.432,1,16,0.666016,1477
45,ramp,2.992980,3.001088,8.108,37.314,0.979,0.683,0.378,1,16,0.692871,13445
46,ramp,3.001372,3.003487,2.114,0.395,0.546,0.942,0.449,1,16,0.730957,430
47,ramp,3.039947,3.049800,9.854,43.760,1.207,0.870,0.407,1,16,0.638184,16460
48,ramp,3.082139,3.090896,8.757,38.821,1.063,0.745,0.393,1,16,0.786133,14423
49,ramp,3.174244,3.185985,11.741,91.980,1.557,1.097,0.384,1,16,0.680664,19233
50,ramp,3.186208,3.192954,6.746,2.515,3.008,0.922,0.455,1,16,0.671875,5202
51,ramp,3.193298,3.195261,1.962,0.940,0.111,0.643,0.461,1,16,0.795410,1671
52,ramp,3.195525,3.209407,13.882,2.288,0.228,0.207,11.356,1,16,0.780762,4614
53,ramp,3.209849,3.219177,9.327,0.993,4.940,0.819,2.877,1,16,0.520508,1578
54,ramp,3.219559,3.221579,2.020,1.371,0.131,0.325,0.468,1,16,0.548340,2484
55,ramp,3.277988,3.298021,20.033,62.111,0.926,0.649,12.641,1,16,0.703125,12719
56,ramp,3.342252,3.351587,9.335,51.079,1.128,0.812,0.426,1,16,0.611816,15374
57,ramp,3.351857,3.355373,3.515,2.851,0.256,0.241,0.364,1,16,0.723145,5819
58,ramp,3.355611,3.383954,28.343,3.098,0.376,24.187,0.834,1,16,0.648438,6465
59,ramp,3.514915,3.528117,13.202,140.714,1.642,1.197,0.503,1,16,0.708496,21855
60,ramp,3.528395,3.553248,24.853,5.834,17.678,1.061,0.473,1,16,0.654297,12395
61,ramp,3.553517,3.557684,4.168,3.180,0.372,0.280,0.523,1,16,0.913574,6531
62,ramp,3.719636,3.735130,15.494,173.488,1.974,1.452,0.430,1,16,0.703125,25838
63,ramp,3.735374,3.737931,2.557,0.700,0.575,0.989,0.461,1,16,0.804199,1185
64,ramp,3.738161,3.775033,36.871,3.399,0.427,0.310,32.853,1,16,0.752441,7117
65,ramp,3.775408,3.788499,13.091,10.136,1.616,1.194,0.435,1,16,0.873535,21629
66,ramp,3.788732,3.816489,27.757,4.854,0.692,0.503,21.813,1,16,0.777344,10305
67,ramp,3.816870,3.825150,8.280,6.488,1.015,0.709,0.341,1,16,0.688477,13841
68,ramp,3.825433,3.841983,16.550,1.115,14.321,0.896,0.436,1,16,0.590332,2056
