step_idx,phase,t_step_start_s,t_step_end_s,step_duration_ms,t_dataload_ms,t_forward_ms,t_backward_ms,t_optimizer_ms,samples_per_step,num_workers,loss,n_tiles_in_step
0,ramp,1.689543,2.732737,1043.194,1556.556,869.641,152.530,11.176,1,16,0.465820,21629
1,ramp,2.752625,2.826262,73.637,24.310,0.713,0.545,67.564,1,16,0.792969,10858
2,ramp,2.826890,2.894025,67.135,5.158,60.329,1.232,0.860,1,16,0.708496,10370
3,ramp,2.894356,2.899073,4.716,1.768,0.183,2.382,0.625,1,16,0.508789,3359
4,ramp,2.899386,2.905066,5.679,4.441,0.611,0.459,0.400,1,16,0.845703,9278
5,ramp,2.905326,2.952241,46.915,7.398,1.176,0.834,37.686,1,16,0.645020,15827
6,ramp,2.952678,2.961310,8.631,6.697,1.040,0.744,0.499,1,16,0.947266,14155
7,ramp,2.961658,2.990952,29.294,7.964,1.252,0.906,19.395,1,16,0.715332,16945
8,ramp,2.991459,3.001274,9.816,7.246,1.126,0.814,0.932,1,16,0.681152,15198
9,ramp,3.001706,3.022128,20.422,0.795,17.906,1.357,0.698,1,16,0.768066,1187
10,ramp,3.022466,3.033242,10.776,4.855,0.677,4.882,0.613,1,16,0.768066,10115
11,ramp,3.033511,3.173055,139.543,7.963,1.256,0.920,129.561,1,16,0.795898,17061
12,ramp,3.173646,3.181158,7.512,6.012,0.872,0.620,0.432,1,16,0.945801,12284
13,ramp,3.181393,3.188977,7.585,5.826,0.895,0.623,0.409,1,16,0.845215,12425
14,ramp,3.189301,3.233636,44.335,6.514,1.014,0.731,36.233,1,16,0.553711,14031
15,ramp,3.234305,3.261953,27.648,10.635,1.652,1.208,14.674,1,16,0.396484,22123
16,ramp,3.262377,3.286831,24.455,4.895,12.974,1.008,5.889,1,16,0.706055,10123
17,ramp,3.287593,3.295382,7.790,6.388,0.941,0.662,0.351,1,16,0.814453,13045
18,ramp,3.295626,3.304192,8.565,6.610,1.024,0.743,0.364,1,16,1.035156,14133
19,ramp,3.304445,3.306479,2.034,1.050,0.118,0.612,0.440,1,16,0.439697,1915
20,ramp,3.306734,3.347451,40.717,9.599,25.098,5.776,0.428,1,16,0.908203,20664
21,ramp,3.347724,3.363790,16.066,5.713,0.859,8.883,0.808,1,16,0.651367,12118
22,ramp,3.364050,3.369198,5.147,3.960,0.537,0.380,0.454,1,16,0.537598,8301
23,ramp,3.369502,3.372180,2.678,2.077,0.191,0.189,0.442,1,16,0.427734,4116
24,ramp,3.372458,3.405192,32.735,4.887,0.687,0.514,26.809,1,16,0.836426,10314
25,ramp,3.405710,3.436096,30.386,8.788,1.417,1.000,19.557,1,16,0.714844,18484
26,ramp,3.436659,3.446128,9.470,7.550,1.179,0.846,0.356,1,16,0.866699,15829
27,ramp,3.446343,3.452173,5.830,4.479,0.645,0.475,0.379,1,16,0.583984,9601
28,ramp,3.452433,3.484551,32.118,9.344,1.516,20.761,0.690,1,16,0.663086,20092
29,ramp,3.484794,3.503203,18.409,5.573,0.817,0.596,11.536,1,16,0.986816,11851
30,ramp,3.503696,3.506708,3.012,2.631,0.197,0.213,0.347,1,16,0.996582,5093
31,ramp,3.506956,3.516069,9.113,3.318,0.415,4.811,0.748,1,16,0.669922,6898
32,ramp,3.516398,3.529383,12.986,10.084,1.620,1.159,0.373,1,16,1.174805,21608
33,ramp,3.529664,3.563939,34.275,6.357,0.984,0.689,26.361,1,16,0.862793,13541
34,ramp,3.564418,3.591554,27.136,10.374,1.652,1.194,14.252,1,16,0.624023,22051
35,ramp,3.592021,3.594797,2.776,2.233,0.198,0.188,0.470,1,16,0.493652,4279
36,ramp,3.595103,3.628115,33.012,8.506,1.390,0.951,22.266,1,16,1.014648,18187
37,ramp,3.628541,3.631228,2.687,1.623,0.134,0.664,0.569,1,16,0.370605,2958
38,ramp,3.631497,3.637721,6.224,4.720,0.672,0.481,0.537,1,16,0.580566,9976
39,ramp,3.638069,3.646427,8.358,6.424,0.971,0.690,0.527,1,16,0.730957,13558
40,ramp,3.646764,3.682524,35.761,7.433,1.160,26.472,0.928,1,16,0.835449,15794
41,ramp,3.682862,3.688497,5.635,3.671,0.682,1.065,0.466,1,16,0.629395,7529
42,ramp,3.688787,3.691164,2.377,1.372,0.155,0.595,0.471,1,16,0.484863,2751
43,ramp,3.691466,3.697824,6.359,4.986,0.700,0.516,0.390,1,16,0.558594,10449
44,ramp,3.698110,3.723278,25.168,3.043,0.371,20.937,1.022,1,16,0.539551,6221
45,ramp,3.723547,3.733390,9.843,7.608,1.201,0.858,0.373,1,16,0.419189,16271
46,ramp,3.733671,3.744488,10.817,8.401,1.324,0.943,0.364,1,16,0.902832,17981
47,ramp,3.744719,3.752327,7.608,5.879,0.890,0.640,0.364,1,16,0.740234,12548
48,ramp,3.752592,3.758432,5.841,4.571,0.642,0.476,0.350,1,16,0.656250,9616
49,ramp,3.853248,3.870280,17.032,104.394,1.598,1.137,4.642,1,16,1.015625,21212
50,ramp,3.870742,3.873215,2.473,2.117,0.175,0.178,0.343,1,16,0.482666,3995
51,ramp,3.873791,3.882398,8.607,6.667,1.023,0.750,0.374,1,16,0.898438,14190
52,ramp,3.882648,3.908627,25.979,5.054,0.719,0.531,19.765,1,16,0.807129,10735
53,ramp,4.052428,4.084712,32.284,154.066,1.707,1.273,18.909,1,16,1.125977,22862
54,ramp,4.085169,4.092852,7.683,6.111,0.926,0.657,0.366,1,16,0.507812,12928
