worker_id,time_since_start_s,file_idx_in_corpus,file_size_bytes,load_latency_ms,pattern,dtype_inferred
0,304.784002,15866,52430573,405.430,random,float32
0,309.936156,13833,52430573,433.131,random,float32
0,314.475844,57091,52430573,832.949,random,float32
0,319.837109,44092,52430573,907.087,random,float32
0,324.620995,36655,52430573,397.015,random,float32
0,327.615341,64332,52430573,413.327,random,float32
0,333.039441,62031,52430573,236.603,random,float32
0,337.493685,15814,52430573,421.724,random,float32
0,342.168705,13176,52430573,373.853,random,float32
0,346.632782,5965,52430573,197.608,random,float32
0,351.370505,57733,52430573,219.937,random,float32
0,356.229385,9710,52430573,314.122,random,float32
0,361.048873,49856,52430573,451.870,random,float32
0,366.344501,34687,52430573,409.891,random,float32
0,371.429139,61592,52430573,456.947,random,float32
0,375.546046,25928,52430573,454.701,random,float32
0,380.991440,40319,52430573,459.201,random,float32
0,385.704602,57377,52430573,287.063,random,float32
0,390.407823,35325,52430573,427.953,random,float32
0,395.243839,61605,52430573,1008.226,random,float32
0,400.780445,37777,52430573,278.988,random,float32
0,404.919641,150,52430573,872.235,random,float32
0,409.427306,35003,52430573,406.745,random,float32
0,414.946507,1792,52430573,428.223,random,float32
0,420.203878,35838,52430573,250.506,random,float32
0,425.103474,9150,52430573,283.157,random,float32
0,430.651898,58529,52430573,901.410,random,float32
0,434.979237,30613,52430573,413.324,random,float32
0,439.770438,16547,52430573,437.712,random,float32
0,444.376791,20232,52430573,412.976,random,float32
0,450.310712,63956,52430573,220.535,random,float32
0,455.587203,58153,52430573,963.864,random,float32
0,461.392889,56450,52430573,259.716,random,float32
0,465.751993,65230,52430573,731.642,random,float32
0,471.071096,20706,52430573,376.113,random,float32
0,476.089081,50422,52430573,430.892,random,float32
0,480.682490,35976,52430573,364.774,random,float32
0,485.863804,17927,52430573,978.996,random,float32
0,491.610542,42823,52430573,955.417,random,float32
0,496.803687,63156,52430573,805.080,random,float32
0,501.639456,11836,52430573,927.859,random,float32
0,507.099639,14201,52430573,382.841,random,float32
0,513.104846,15292,52430573,789.665,random,float32
0,517.667425,50940,52430573,318.460,random,float32
0,521.463232,4288,52430573,292.481,random,float32
0,526.834503,7936,52430573,281.598,random,float32
0,533.238273,43713,52430573,1021.019,random,float32
0,537.608976,371,52430573,420.267,random,float32
0,542.132102,46955,52430573,383.315,random,float32
0,547.578899,8330,52430573,458.224,random,float32
0,553.047918,4082,52430573,806.354,random,float32
0,557.140184,42219,52430573,265.870,random,float32
0,562.330868,12999,52430573,250.107,random,float32
0,567.600457,54524,52430573,237.285,random,float32
0,573.015008,11957,52430573,379.094,random,float32
0,579.161822,53845,52430573,871.639,random,float32
0,584.304047,63201,52430573,231.093,random,float32
0,590.161445,35054,52430573,375.256,random,float32
0,594.043887,52531,52430573,539.841,random,float32
0,599.298622,20631,52430573,416.632,random,float32
0,603.646290,35665,52430573,406.351,random,float32
0,608.500522,56349,52430573,214.385,random,float32
0,613.487129,26794,52430573,876.426,random,float32
0,617.338144,56446,52430573,392.241,random,float32
0,623.535128,57176,52430573,960.515,random,float32
0,627.742640,53088,52430573,399.224,random,float32
0,633.507195,57104,52430573,867.911,random,float32
0,638.211628,14945,52430573,801.403,random,float32
0,643.048230,22740,52430573,422.224,random,float32
0,648.826093,57640,52430573,957.005,random,float32
0,654.883353,60521,52430573,410.252,random,float32
0,659.938645,5376,52430573,427.789,random,float32
0,665.979140,45015,52430573,220.618,random,float32
0,670.634743,37079,52430573,304.333,random,float32
0,675.901754,37243,52430573,796.928,random,float32
0,680.475680,11104,52430573,297.348,random,float32
0,686.644884,40483,52430573,429.516,random,float32
0,692.049151,38770,52430573,319.601,random,float32
0,696.768355,57366,52430573,391.946,random,float32
0,701.660887,40562,52430573,378.890,random,float32
0,706.728785,21241,52430573,428.679,random,float32
0,711.322390,10993,52430573,264.554,random,float32
0,716.851996,3495,52430573,394.777,random,float32
0,721.791575,29430,52430573,920.506,random,float32
0,727.302032,18191,52430573,415.866,random,float32
0,732.701381,14573,52430573,308.818,random,float32
0,737.675802,14530,52430573,292.597,random,float32
0,744.035237,54600,52430573,1423.141,random,float32
0,750.204289,48929,52430573,933.831,random,float32
0,755.521788,5811,52430573,216.016,random,float32
0,760.598952,4847,52430573,371.942,random,float32
0,765.509338,33202,52430573,222.699,random,float32
0,770.583062,57272,52430573,319.634,random,float32
0,775.585805,10828,52430573,421.575,random,float32
0,781.087458,38750,52430573,364.298,random,float32
0,786.197105,57008,52430573,407.697,random,float32
0,791.423740,4561,52430573,194.626,random,float32
0,796.818644,48623,52430573,380.996,random,float32
0,801.972492,14869,52430573,381.560,random,float32
0,806.944773,37431,52430573,425.408,random,float32
0,811.967505,41889,52430573,255.677,random,float32
0,817.442786,26342,52430573,908.720,random,float32
0,822.127532,8617,52430573,399.670,random,float32
0,827.354485,58979,52430573,406.448,random,float32
0,832.334162,20056,52430573,492.181,random,float32
0,837.350103,25729,52430573,446.759,random,float32
0,843.026226,5399,52430573,873.395,random,float32
0,848.399349,39596,52430573,859.630,random,float32
0,853.786907,54476,52430573,263.670,random,float32
0,858.732678,17139,52430573,428.152,random,float32
0,864.298567,18465,52430573,421.145,random,float32
0,869.118550,24881,52430573,269.642,random,float32
0,873.738153,59930,52430573,437.122,random,float32
0,878.728119,1071,52430573,422.185,random,float32
0,882.897410,6705,52430573,390.585,random,float32
0,887.722950,12672,52430573,388.330,random,float32
0,892.867368,5938,52430573,222.991,random,float32
0,896.826753,21299,52430573,273.571,random,float32
1,305.632863,3396,52430573,941.020,random,float32
