worker_id,time_since_start_s,file_idx_in_corpus,file_size_bytes,load_latency_ms,pattern,dtype_inferred
0,302.763272,8192,52430573,301.597,batched-shuffled,float32
0,305.802801,1727,52430573,307.493,batched-shuffled,float32
0,308.833154,3815,52430573,301.453,batched-shuffled,float32
0,311.786491,724,52430573,283.806,batched-shuffled,float32
0,314.716490,8264,52430573,289.110,batched-shuffled,float32
0,317.683632,1613,52430573,309.272,batched-shuffled,float32
0,320.660000,1944,52430573,290.963,batched-shuffled,float32
0,323.687575,5639,52430573,302.598,batched-shuffled,float32
0,326.792955,7103,52430573,313.076,batched-shuffled,float32
0,329.790316,5215,52430573,289.002,batched-shuffled,float32
0,332.833840,8073,52430573,316.290,batched-shuffled,float32
0,335.915338,6835,52430573,296.771,batched-shuffled,float32
0,338.908145,4875,52430573,282.300,batched-shuffled,float32
0,341.911353,3132,52430573,316.094,batched-shuffled,float32
0,344.910787,9938,52430573,304.632,batched-shuffled,float32
0,347.932070,3718,52430573,308.152,batched-shuffled,float32
0,350.908865,2133,52430573,289.126,batched-shuffled,float32
0,353.856516,4576,52430573,302.261,batched-shuffled,float32
0,356.800799,5148,52430573,310.388,batched-shuffled,float32
0,359.787106,8738,52430573,300.005,batched-shuffled,float32
0,362.767090,7952,52430573,280.161,batched-shuffled,float32
0,365.809873,1696,52430573,304.315,batched-shuffled,float32
0,368.947509,9326,52430573,336.537,batched-shuffled,float32
0,371.944111,3175,52430573,296.990,batched-shuffled,float32
0,374.956085,5575,52430573,291.071,batched-shuffled,float32
0,377.992977,3786,52430573,279.778,batched-shuffled,float32
0,381.144089,482,52430573,315.555,batched-shuffled,float32
0,384.192947,249,52430573,303.905,batched-shuffled,float32
0,387.238950,2590,52430573,305.010,batched-shuffled,float32
0,390.366334,4876,52430573,308.837,batched-shuffled,float32
0,393.381865,1681,52430573,296.727,batched-shuffled,float32
0,396.405953,4177,52430573,296.783,batched-shuffled,float32
0,399.507028,9687,52430573,310.183,batched-shuffled,float32
0,402.490262,5739,52430573,311.709,batched-shuffled,float32
0,405.611108,2922,52430573,320.003,batched-shuffled,float32
0,408.708109,8942,52430573,321.732,batched-shuffled,float32
0,411.756640,8653,52430573,300.325,batched-shuffled,float32
0,414.765943,6006,52430573,319.424,batched-shuffled,float32
0,417.740552,492,52430573,297.677,batched-shuffled,float32
0,420.672080,5520,52430573,290.945,batched-shuffled,float32
0,423.655766,2541,52430573,289.107,batched-shuffled,float32
0,426.672980,6506,52430573,281.110,batched-shuffled,float32
0,429.627261,8415,52430573,306.717,batched-shuffled,float32
0,432.625378,1212,52430573,304.670,batched-shuffled,float32
0,435.653202,4219,52430573,306.459,batched-shuffled,float32
0,438.715043,5212,52430573,310.048,batched-shuffled,float32
0,441.694423,1760,52430573,303.504,batched-shuffled,float32
0,444.885851,45,52430573,328.805,batched-shuffled,float32
0,448.095623,7658,52430573,288.962,batched-shuffled,float32
0,450.961326,134,52430573,299.833,batched-shuffled,float32
0,453.751257,9276,52430573,270.867,batched-shuffled,float32
0,456.606247,7036,52430573,293.076,batched-shuffled,float32
0,459.461746,6064,52430573,261.062,batched-shuffled,float32
0,462.281777,2558,52430573,274.483,batched-shuffled,float32
0,465.098693,7644,52430573,280.210,batched-shuffled,float32
0,468.022536,8501,52430573,294.231,batched-shuffled,float32
0,470.890600,9166,52430573,306.264,batched-shuffled,float32
0,473.860468,6707,52430573,303.676,batched-shuffled,float32
0,476.751518,1666,52430573,298.194,batched-shuffled,float32
0,479.640484,312,52430573,274.580,batched-shuffled,float32
0,482.509668,1955,52430573,273.529,batched-shuffled,float32
0,485.485100,7067,52430573,303.419,batched-shuffled,float32
0,488.514501,8820,52430573,319.489,batched-shuffled,float32
0,491.476381,1461,52430573,288.246,batched-shuffled,float32
0,494.334099,8604,52430573,280.840,batched-shuffled,float32
0,497.227521,5701,52430573,293.642,batched-shuffled,float32
0,500.212758,5106,52430573,289.390,batched-shuffled,float32
0,503.023794,4584,52430573,279.595,batched-shuffled,float32
0,505.821685,8143,52430573,279.810,batched-shuffled,float32
0,508.683348,1141,52430573,296.202,batched-shuffled,float32
0,511.619244,1845,52430573,295.580,batched-shuffled,float32
0,514.538533,4134,52430573,284.119,batched-shuffled,float32
0,517.447111,2645,52430573,305.627,batched-shuffled,float32
0,520.394133,6603,52430573,290.717,batched-shuffled,float32
0,523.329909,2329,52430573,305.307,batched-shuffled,float32
0,526.277018,5233,52430573,296.304,batched-shuffled,float32
0,529.120658,4672,52430573,289.906,batched-shuffled,float32
0,531.989463,3907,52430573,284.866,batched-shuffled,float32
0,534.921810,5090,52430573,299.800,batched-shuffled,float32
0,537.825588,8905,52430573,295.310,batched-shuffled,float32
0,540.847455,8222,52430573,312.324,batched-shuffled,float32
0,543.793557,4782,52430573,295.140,batched-shuffled,float32
0,546.743972,3275,52430573,288.749,batched-shuffled,float32
0,549.660176,6218,52430573,289.593,batched-shuffled,float32
0,552.579437,2622,52430573,295.754,batched-shuffled,float32
0,555.528288,5557,52430573,303.470,batched-shuffled,float32
0,558.500253,576,52430573,307.229,batched-shuffled,float32
0,561.424740,8884,52430573,286.869,batched-shuffled,float32
0,564.451995,3557,52430573,293.144,batched-shuffled,float32
0,567.374553,4524,52430573,293.577,batched-shuffled,float32
0,570.341238,2288,52430573,311.746,batched-shuffled,float32
0,573.442090,6757,52430573,307.493,batched-shuffled,float32
0,576.570672,5122,52430573,310.149,batched-shuffled,float32
0,579.681818,7594,52430573,311.007,batched-shuffled,float32
0,582.774192,6404,52430573,309.882,batched-shuffled,float32
0,585.764917,1007,52430573,284.183,batched-shuffled,float32
0,588.706146,2786,52430573,288.572,batched-shuffled,float32
0,591.634940,8036,52430573,285.944,batched-shuffled,float32
0,594.578253,2726,52430573,295.404,batched-shuffled,float32
0,597.497073,3641,52430573,291.796,batched-shuffled,float32
0,600.458394,2494,52430573,293.192,batched-shuffled,float32
0,603.400563,9568,52430573,296.954,batched-shuffled,float32
0,606.319622,5670,52430573,295.959,batched-shuffled,float32
0,609.244781,906,52430573,284.362,batched-shuffled,float32
0,612.294265,7795,52430573,300.819,batched-shuffled,float32
0,615.334622,5516,52430573,297.662,batched-shuffled,float32
0,618.319007,1932,52430573,288.913,batched-shuffled,float32
0,621.250592,9327,52430573,297.042,batched-shuffled,float32
0,624.211491,9925,52430573,280.221,batched-shuffled,float32
0,627.319762,5237,52430573,303.078,batched-shuffled,float32
0,630.397946,3201,52430573,306.924,batched-shuffled,float32
0,633.468822,8683,52430573,300.413,batched-shuffled,float32
0,636.545125,3167,52430573,304.975,batched-shuffled,float32
0,639.561115,9809,52430573,306.510,batched-shuffled,float32
0,642.558631,4365,52430573,293.942,batched-shuffled,float32
0,645.513098,7358,52430573,303.311,batched-shuffled,float32
0,648.558832,9490,52430573,309.768,batched-shuffled,float32
0,651.495542,4764,52430573,284.375,batched-shuffled,float32
0,654.490064,4936,52430573,299.693,batched-shuffled,float32
0,657.511405,268,52430573,307.077,batched-shuffled,float32
