step_idx,phase,t_step_start_s,t_step_end_s,step_duration_ms,t_dataload_ms,t_forward_ms,t_backward_ms,t_optimizer_ms,samples_per_step,num_workers,loss,n_tiles_in_step
0,ramp,0.894288,1.461866,567.578,857.169,508.065,38.509,9.979,1,4,0.862305,24416
1,ramp,1.462714,1.525470,62.756,18.402,3.070,2.468,39.411,1,4,0.920898,39052
2,ramp,1.525877,1.533774,7.897,6.132,0.912,0.668,0.483,1,4,0.806152,12842
3,ramp,1.534151,1.547588,13.437,10.426,1.689,1.224,0.407,1,4,0.706055,22605
4,ramp,1.547896,1.551789,3.893,2.488,0.218,0.805,0.617,1,4,0.787598,4960
5,ramp,1.552106,1.558050,5.944,4.675,0.653,0.487,0.368,1,4,0.713867,9770
6,ramp,1.558351,1.570289,11.938,9.224,1.507,1.063,0.376,1,4,0.658691,19743
7,ramp,1.570596,1.576732,6.136,4.814,0.674,0.506,0.370,1,4,0.589355,10078
8,ramp,1.576970,1.584272,7.302,5.632,0.833,0.615,0.393,1,4,0.651855,12007
9,ramp,1.814808,1.848638,33.831,241.020,1.766,1.280,20.220,1,4,0.459961,23452
10,ramp,1.849015,1.857570,8.555,6.644,1.030,0.727,0.411,1,4,0.699707,14111
11,ramp,1.857868,1.882259,24.391,4.734,0.683,0.508,18.655,1,4,0.595215,10132
12,ramp,1.882656,1.885890,3.234,2.670,0.248,0.229,0.397,1,4,0.541992,5330
13,ramp,1.886153,1.892980,6.827,5.312,0.773,0.562,0.373,1,4,0.601074,11253
14,ramp,1.936805,1.962941,26.135,51.887,1.333,0.949,15.719,1,4,0.533203,17907
15,ramp,1.963242,1.966829,3.588,2.923,0.280,0.248,0.354,1,4,0.707520,5972
16,ramp,1.967081,1.974221,7.141,5.553,0.808,0.605,0.359,1,4,0.854492,11796
17,ramp,1.974457,1.979857,5.400,4.207,0.600,0.428,0.335,1,4,0.731445,8888
18,ramp,2.147433,2.214064,66.631,175.158,1.237,0.893,56.828,1,4,0.394043,16850
19,ramp,2.261111,2.271117,10.007,54.365,1.246,0.882,0.416,1,4,0.562012,16689
20,ramp,2.285885,2.289041,3.156,14.639,1.315,1.404,0.494,1,4,0.412109,12451
21,ramp,2.289314,2.296206,6.893,5.346,0.775,0.568,0.400,1,4,0.902832,11314
22,ramp,2.329140,2.337280,8.141,38.965,0.977,0.694,0.367,1,4,0.557617,13483
23,ramp,2.391423,2.404537,13.114,63.996,1.634,1.185,0.371,1,4,0.889160,21803
24,ramp,2.404794,2.409703,4.909,3.853,0.522,0.363,0.351,1,4,0.747070,8082
25,ramp,2.478066,2.496498,18.432,82.000,2.354,1.733,0.585,1,4,0.616211,30263
26,ramp,2.679086,2.714338,35.252,196.892,18.633,1.806,0.424,1,4,0.956055,31891
27,ramp,2.714649,2.733001,18.352,8.575,1.403,0.996,7.612,1,4,0.428223,18548
28,ramp,2.733264,2.736725,3.461,2.808,0.266,0.238,0.340,1,4,1.311523,5758
29,ramp,2.736963,2.743815,6.851,5.306,0.772,0.559,0.383,1,4,0.706543,11256
