slide_id,elapsed_seconds,error
normal_107,0.016985,
normal_108,0.010984,
normal_109,0.014501,
normal_110,0.018353,
normal_111,0.017182,
normal_112,0.017924,
normal_113,0.016869,
normal_114,0.020840,
normal_115,0.014832,
normal_116,0.013582,
normal_117,0.015772,
normal_118,0.014495,
normal_119,0.016011,
normal_120,0.014929,
normal_121,0.016538,
normal_122,0.014552,
normal_123,0.013792,
normal_124,0.015463,
normal_125,0.015149,
normal_126,0.014859,
normal_127,0.015837,
normal_128,0.017132,
normal_129,0.016976,
normal_130,0.014376,
normal_131,0.014856,
normal_132,0.014546,
normal_133,0.017018,
normal_134,0.017067,
normal_135,0.014434,
normal_136,0.014770,
normal_137,0.017886,
normal_138,0.018067,
normal_139,0.017207,
normal_140,0.014060,
normal_141,0.015508,
normal_142,0.017503,
normal_143,0.013772,
normal_144,0.015514,
normal_145,0.022139,
normal_146,0.016222,
normal_147,0.016772,
normal_148,0.018668,
normal_149,0.017239,
normal_150,0.013208,
normal_151,0.016554,
normal_152,0.014130,
normal_153,0.013436,
normal_154,0.016614,
normal_155,0.014541,
normal_156,0.015130,
normal_157,0.015479,
normal_158,0.018446,
normal_159,0.014730,
normal_160,0.018517,
test_001,0.014460,
test_002,0.029439,
test_003,0.026992,
test_004,0.014250,
test_005,0.028819,
test_006,0.028007,
test_007,0.026708,
test_008,0.015871,
test_009,0.027429,
test_010,0.029911,
test_011,0.026437,
test_012,0.014265,
test_013,0.027426,
test_014,0.014728,
test_015,0.027940,
test_016,0.013997,
test_017,0.027467,
test_018,0.013611,
test_019,0.016379,
test_020,0.026697,
test_021,0.029231,
test_022,0.014089,
test_023,0.027952,
test_024,0.028884,
test_025,0.026473,
test_026,0.014239,
test_027,0.027374,
test_028,0.016283,
test_029,0.029026,
test_030,0.030293,
test_031,0.013943,
test_032,0.029395,
test_033,0.016114,
test_034,0.016306,
test_035,0.028027,
test_036,0.028643,
test_037,0.016375,
test_038,0.027249,
test_039,0.027913,
test_040,0.027741,
test_041,0.014790,
test_042,0.019476,
test_043,0.027946,
test_044,0.013451,
test_045,0.028612,
test_046,0.013482,
test_047,0.013598,
test_048,0.013629,
test_050,0.029897,
test_051,0.028438,
test_052,0.027866,
test_053,0.031787,
test_054,0.028397,
test_055,0.013495,
test_056,0.030624,
test_057,0.028616,
test_058,0.014373,
test_059,0.028161,
test_060,0.027568,
test_061,0.028865,
test_062,0.013922,
test_063,0.013781,
test_064,0.027272,
test_065,0.012274,
test_066,0.016098,
test_067,0.028446,
test_068,0.030916,
test_069,0.016337,
test_070,0.026927,
test_071,0.016437,
test_072,0.028210,
test_073,0.016500,
test_074,0.028267,
test_075,0.030593,
test_076,0.029315,
test_077,0.014847,
test_078,0.014941,
test_079,0.014569,
test_080,0.016266,
test_081,0.027202,
test_082,0.030828,
test_083,0.027647,
test_084,0.014409,
test_085,0.028351,
test_086,0.013655,
test_087,0.027843,
test_088,0.028920,
test_089,0.014635,
test_090,0.029747,
test_091,0.026505,
test_092,0.015760,
test_093,0.027995,
test_094,0.016264,
test_095,0.013743,
test_096,0.026452,
test_097,0.027750,
test_098,0.015653,
test_099,0.016080,
test_100,0.030973,
test_101,0.018003,
test_102,0.016152,
test_103,0.027275,
test_104,0.028897,
test_105,0.015067,
test_106,0.027854,
test_107,0.027016,
test_108,0.028343,
test_109,0.015179,
test_110,0.014323,
test_111,0.027298,
test_112,0.027399,
test_113,0.015490,
test_114,0.015120,
test_115,0.030052,
test_116,0.015699,
test_117,0.027727,
test_118,0.027061,
test_119,0.026497,
test_120,0.017395,
test_121,0.026991,
test_122,0.016149,
test_123,0.026970,
test_124,0.026817,
test_125,0.016214,
test_126,0.028962,
test_127,0.016544,
test_128,0.012481,
test_129,0.028507,
test_130,0.027832,
tumor_001,0.029371,
tumor_002,0.027744,
tumor_003,0.027370,
tumor_004,0.031260,
tumor_005,0.028358,
tumor_006,0.029727,
tumor_007,0.028793,
tumor_008,0.028429,
tumor_009,0.029795,
tumor_010,0.028650,
tumor_011,0.028717,
tumor_012,0.027091,
tumor_013,0.027895,
tumor_014,0.028945,
tumor_015,0.030067,
tumor_016,0.027483,
tumor_017,0.028087,
tumor_018,0.028400,
tumor_019,0.026790,
tumor_020,0.032113,
tumor_021,0.030068,
tumor_022,0.028459,
tumor_023,0.028741,
tumor_024,0.029453,
tumor_025,0.030514,
tumor_026,0.030189,
tumor_027,0.029690,
tumor_028,0.028420,
tumor_029,0.028969,
tumor_030,0.030294,
tumor_031,0.026301,
tumor_032,0.029823,
tumor_033,0.027891,
tumor_034,0.026362,
tumor_035,0.028916,
tumor_036,0.029692,
tumor_037,0.028345,
tumor_038,0.040506,
tumor_039,0.027597,
tumor_040,0.029849,
tumor_041,0.028492,
tumor_042,0.027332,
tumor_043,0.028198,
tumor_044,0.027694,
tumor_045,0.028914,
tumor_046,0.030441,
tumor_047,0.029119,
tumor_048,0.028353,
tumor_049,0.027796,
tumor_050,0.028789,
tumor_051,0.031104,
tumor_052,0.029764,
tumor_053,0.029155,
tumor_054,0.030149,
tumor_055,0.029593,
tumor_056,0.030037,
tumor_057,0.028317,
tumor_058,0.028086,
tumor_059,0.027985,
tumor_060,0.028833,
tumor_061,0.027407,
tumor_062,0.028091,
tumor_063,0.027987,
tumor_064,0.026325,
tumor_065,0.027621,
tumor_066,0.028248,
tumor_067,0.027916,
tumor_068,0.030689,
tumor_069,0.027861,
tumor_070,0.028556,
tumor_071,0.016396,
tumor_072,0.015755,
tumor_073,0.015645,
tumor_074,0.015615,
tumor_075,0.014778,
tumor_076,0.015178,
tumor_077,0.016232,
tumor_078,0.014549,
tumor_079,0.015690,
tumor_080,0.016682,
tumor_081,0.013723,
tumor_082,0.016430,
tumor_083,0.016660,
tumor_084,0.013707,
tumor_085,0.015811,
tumor_086,0.015095,
tumor_087,0.014257,
tumor_088,0.016871,
tumor_089,0.017239,
tumor_090,0.017955,
tumor_091,0.011423,
tumor_092,0.015812,
tumor_093,0.013873,
tumor_094,0.015761,
tumor_095,0.017552,
tumor_096,0.013474,
tumor_097,0.014017,
tumor_098,0.017451,
tumor_099,0.014594,
tumor_100,0.014718,
tumor_101,0.015169,
tumor_102,0.016815,
tumor_103,0.016381,
tumor_104,0.015183,
tumor_105,0.014633,
tumor_106,0.016666,
tumor_107,0.013767,
tumor_108,0.017070,
tumor_109,0.014958,
tumor_110,0.013205,
tumor_111,0.028768,
