step_idx,phase,t_step_start_s,t_step_end_s,step_duration_ms,t_dataload_ms,t_forward_ms,t_backward_ms,t_optimizer_ms,samples_per_step,num_workers,loss,n_tiles_in_step
0,ramp,1.011153,2.072212,1061.059,886.870,918.986,128.482,10.933,1,16,0.594727,6964
1,ramp,2.072851,2.221607,148.757,2.026,21.870,62.990,62.055,1,16,0.789062,4587
2,ramp,2.222071,2.224980,2.909,1.693,0.142,0.761,0.652,1,16,0.572754,3652
3,ramp,2.225248,2.227738,2.489,1.445,0.137,0.558,0.547,1,16,0.618652,3298
4,ramp,2.228051,2.308448,80.397,3.480,12.601,63.888,0.667,1,16,0.690918,8861
5,ramp,2.308753,2.311419,2.666,1.151,0.409,1.137,0.194,1,16,0.964844,2471
6,ramp,2.311698,2.406685,94.987,3.702,1.029,26.194,64.249,1,16,0.538574,9208
7,ramp,2.407242,2.410855,3.613,1.036,0.611,1.619,0.744,1,16,0.902344,1729
8,ramp,2.411160,2.416363,5.202,3.967,0.555,0.392,0.510,1,16,0.469482,9848
9,ramp,2.416962,2.504321,87.359,9.086,12.985,65.231,0.574,1,16,0.864746,22564
10,ramp,2.504690,2.509527,4.837,3.826,0.459,0.368,0.470,1,16,0.461182,9356
11,ramp,2.510055,2.540135,30.081,9.539,1.528,1.199,18.196,1,16,0.964844,23928
12,ramp,2.540674,2.554660,13.986,4.388,1.086,3.262,5.707,1,16,0.565430,10550
13,ramp,2.557169,2.564846,7.677,8.042,0.907,0.700,0.422,1,16,0.804199,14942
14,ramp,2.565104,2.567294,2.189,0.340,0.572,0.979,0.488,1,16,0.983398,430
15,ramp,2.567569,2.569698,2.129,1.040,0.110,0.625,0.563,1,16,1.091797,2230
16,ramp,2.569971,2.597830,27.859,4.913,0.751,0.528,21.793,1,16,1.057617,12425
17,ramp,2.598251,2.605769,7.517,5.845,0.888,0.703,0.402,1,16,0.561035,14703
18,ramp,2.606030,2.608578,2.548,1.989,0.167,0.186,0.397,1,16,1.052734,4752
19,ramp,2.608804,2.757879,149.076,8.074,1.346,11.418,128.392,1,16,0.516113,20840
20,ramp,2.758195,2.761060,2.865,2.308,0.213,0.199,0.385,1,16,0.451416,5472
